Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Donovan Mitchell,26.0,5,5,207,45,104,0.433,13,45,0.289,32,59,0.542,0.495,13,18,0.722,3,22,25,36,10,3,19,14,116,0,
2.0,Jarrett Allen,24.0,5,5,191,22,36,0.611,0,0,,22,36,0.611,0.611,3,6,0.5,15,22,37,12,4,5,3,10,47,0,
3.0,Darius Garland,23.0,5,5,189,35,80,0.438,12,31,0.387,23,49,0.469,0.513,21,25,0.84,0,9,9,25,8,1,18,17,103,0,
4.0,Evan Mobley,21.0,5,5,188,22,48,0.458,0,1,0.0,22,47,0.468,0.458,5,8,0.625,15,35,50,10,3,6,12,13,49,0,
5.0,Caris LeVert,28.0,5,3,170,27,63,0.429,13,36,0.361,14,27,0.519,0.532,8,13,0.615,4,19,23,13,2,1,5,10,75,0,
6.0,Cedi Osman,27.0,5,0,93,9,25,0.36,6,20,0.3,3,5,0.6,0.48,6,9,0.667,1,14,15,5,2,1,5,12,30,0,
7.0,Isaac Okoro,22.0,5,2,75,11,23,0.478,4,13,0.308,7,10,0.7,0.565,6,6,1.0,3,4,7,4,2,2,4,10,32,0,
8.0,Danny Green,35.0,4,0,40,1,5,0.2,1,4,0.25,0,1,0.0,0.3,0,0,,2,5,7,1,2,1,2,7,3,0,
9.0,Ricky Rubio,32.0,3,0,17,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,2,4,6,3,1,0,5,5,0,0,
10.0,Dean Wade,26.0,2,0,11,0,1,0.0,0,1,0.0,0,0,,0.0,2,2,1.0,0,3,3,0,0,0,0,0,2,0,
11.0,Lamar Stevens,25.0,2,0,9,1,2,0.5,1,1,1.0,0,1,0.0,0.75,2,2,1.0,0,3,3,0,0,0,0,0,5,0,
12.0,Raul Neto,30.0,2,0,7,0,1,0.0,0,1,0.0,0,0,,0.0,1,2,0.5,0,0,0,1,0,0,2,2,1,0,
13.0,Robin Lopez,34.0,2,0,6,3,3,1.0,0,0,,3,3,1.0,1.0,2,2,1.0,1,0,1,0,0,0,1,2,8,0,
,Team Totals,,5,5,1203,176,392,0.449,50,153,0.327,126,239,0.527,0.513,69,93,0.742,46,140,186,110,34,20,76,102,471,0,
