Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Donovan Mitchell,26,5,5,207,11.5,26.5,0.433,3.3,11.5,0.289,8.1,15.0,0.542,0.495,3.3,4.6,0.722,0.8,5.6,6.4,9.2,2.5,0.8,4.8,3.6,29.5,102,108,
2,Jarrett Allen,24,5,5,191,6.1,9.9,0.611,0.0,0.0,,6.1,9.9,0.611,0.611,0.8,1.7,0.5,4.1,6.1,10.2,3.3,1.1,1.4,0.8,2.8,13.0,132,110,
3,Darius Garland,23,5,5,189,9.8,22.3,0.438,3.3,8.6,0.387,6.4,13.7,0.469,0.513,5.9,7.0,0.84,0.0,2.5,2.5,7.0,2.2,0.3,5.0,4.7,28.7,104,112,
4,Evan Mobley,21,5,5,188,6.2,13.5,0.458,0.0,0.3,0.0,6.2,13.2,0.468,0.458,1.4,2.2,0.625,4.2,9.8,14.0,2.8,0.8,1.7,3.4,3.6,13.7,94,107,
5,Caris LeVert,28,5,3,170,8.4,19.5,0.429,4.0,11.2,0.361,4.3,8.4,0.519,0.532,2.5,4.0,0.615,1.2,5.9,7.1,4.0,0.6,0.3,1.5,3.1,23.2,111,112,
6,Cedi Osman,27,5,0,93,5.1,14.2,0.36,3.4,11.3,0.3,1.7,2.8,0.6,0.48,3.4,5.1,0.667,0.6,7.9,8.5,2.8,1.1,0.6,2.8,6.8,17.0,96,109,
7,Isaac Okoro,22,5,2,75,7.7,16.2,0.478,2.8,9.1,0.308,4.9,7.0,0.7,0.565,4.2,4.2,1.0,2.1,2.8,4.9,2.8,1.4,1.4,2.8,7.0,22.5,116,112,
8,Danny Green,35,4,0,40,1.3,6.6,0.2,1.3,5.3,0.25,0.0,1.3,0.0,0.3,0.0,0.0,,2.6,6.6,9.2,1.3,2.6,1.3,2.6,9.2,4.0,66,106,
9,Ricky Rubio,32,3,0,17,0.0,3.1,0.0,0.0,0.0,,0.0,3.1,0.0,0.0,0.0,0.0,,6.2,12.4,18.6,9.3,3.1,0.0,15.5,15.5,0.0,42,100,
10,Dean Wade,26,2,0,11,0.0,4.8,0.0,0.0,4.8,0.0,0.0,0.0,,0.0,9.6,9.6,1.0,0.0,14.4,14.4,0.0,0.0,0.0,0.0,0.0,9.6,125,106,
11,Lamar Stevens,25,2,0,9,5.9,11.7,0.5,5.9,5.9,1.0,0.0,5.9,0.0,0.75,11.7,11.7,1.0,0.0,17.6,17.6,0.0,0.0,0.0,0.0,0.0,29.3,179,104,
12,Raul Neto,30,2,0,7,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,,0.0,7.5,15.1,0.5,0.0,0.0,0.0,7.5,0.0,0.0,15.1,15.1,7.5,40,119,
13,Robin Lopez,34,2,0,6,26.3,26.3,1.0,0.0,0.0,,26.3,26.3,1.0,1.0,17.6,17.6,1.0,8.8,0.0,8.8,0.0,0.0,0.0,8.8,17.6,70.2,155,118,
