Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Evan Mobley,21.0,PF,79,79,2715,0.554,7.2,0.892,0.404,0.32,0.122,0.035,0.108,0.595,0.817,0.409,0.362,0.455,0.216,0.724,0.955,0.237,214,0.392,0.2,0,0,"DPOY-3,DEF1"
2.0,Darius Garland,23.0,PG,69,69,2447,0.462,14.8,0.635,0.17,0.226,0.128,0.102,0.365,0.492,0.615,0.451,0.521,0.357,0.41,0.286,0.568,0.004,4,0.087,0.389,1,0,
3.0,Donovan Mitchell,26.0,SG,68,68,2432,0.484,16.0,0.547,0.207,0.148,0.078,0.098,0.453,0.566,0.7,0.524,0.486,0.431,0.386,0.258,0.469,0.029,36,0.054,0.382,6,0,"MVP-6,CPOY-6,AS,NBA2"
4.0,Caris LeVert,28.0,SG,74,30,2237,0.431,14.5,0.563,0.235,0.181,0.115,0.028,0.437,0.462,0.638,0.373,0.306,0.238,0.392,0.368,0.701,0.042,29,0.228,0.405,1,0,
5.0,Jarrett Allen,24.0,C,68,68,2220,0.644,4.4,0.984,0.57,0.304,0.075,0.027,0.016,0.653,0.765,0.516,0.511,0.294,0.1,0.769,1.0,0.316,177,0.6,0.0,0,0,
6.0,Isaac Okoro,22.0,SF,76,46,1652,0.494,12.5,0.517,0.37,0.13,0.006,0.003,0.483,0.617,0.687,0.413,1.0,0.0,0.363,0.735,0.935,0.096,30,0.83,0.38,0,0,
7.0,Cedi Osman,27.0,SF,77,2,1548,0.451,16.7,0.411,0.268,0.1,0.025,0.015,0.589,0.564,0.732,0.226,0.538,0.0,0.372,0.764,0.862,0.013,7,0.253,0.43,2,0,
8.0,Lamar Stevens,25.0,SF,62,25,1120,0.448,11.5,0.67,0.33,0.16,0.139,0.031,0.33,0.513,0.653,0.326,0.45,0.222,0.316,0.778,0.967,0.104,24,0.621,0.254,0,0,
9.0,Dean Wade,26.0,PF,44,13,891,0.412,19.0,0.282,0.164,0.062,0.045,0.011,0.718,0.56,0.759,0.364,0.25,0.0,0.354,0.821,1.0,0.04,6,0.409,0.404,0,0,
10.0,Kevin Love,34.0,PF,41,3,821,0.389,20.2,0.316,0.119,0.084,0.06,0.053,0.684,0.467,0.588,0.5,0.235,0.4,0.354,0.548,0.928,0.018,2,0.144,0.429,0,0,
11.0,Ricky Rubio,32.0,PG,33,2,566,0.343,16.4,0.539,0.152,0.09,0.242,0.051,0.461,0.417,0.407,0.188,0.488,0.444,0.256,0.35,0.952,0.0,0,0.439,0.306,1,0,
12.0,Raul Neto,30.0,PG,48,1,505,0.518,13.2,0.618,0.345,0.155,0.082,0.036,0.382,0.662,0.711,0.471,1.0,0.25,0.286,0.444,0.917,0.0,0,0.19,0.625,1,0,
13.0,Robin Lopez,34.0,C,37,2,299,0.64,6.6,0.947,0.307,0.587,0.013,0.04,0.053,0.648,0.826,0.545,1.0,0.667,0.5,0.457,1.0,0.027,2,0.25,1.0,0,0,
14.0,Mamadi Diakite,26.0,C,22,2,176,0.48,13.9,0.58,0.24,0.2,0.12,0.02,0.42,0.586,0.833,0.4,0.333,1.0,0.333,0.824,0.857,0.08,4,0.429,0.222,0,0,
15.0,Danny Green,35.0,SG,8,0,95,0.5,21.6,0.237,0.053,0.053,0.105,0.026,0.763,0.667,0.5,0.5,0.75,1.0,0.448,0.667,1.0,0.0,0,0.276,0.5,0,0,
16.0,Isaiah Mobley,23.0,PF,12,0,84,0.429,11.1,0.714,0.286,0.357,0.036,0.036,0.286,0.45,0.5,0.4,1.0,0.0,0.375,0.444,1.0,0.036,1,0.125,1.0,0,0,
17.0,Sam Merrill,26.0,SG,5,0,59,0.409,22.3,0.182,0.091,0.045,0.0,0.045,0.818,1.0,1.0,1.0,,1.0,0.278,1.0,1.0,0.0,0,0.056,0.0,0,0,
18.0,Dylan Windler,26.0,SF,3,0,10,0.667,17.4,0.333,0.333,0.0,0.0,0.0,0.667,1.0,1.0,,,,0.5,1.0,1.0,0.0,0,0.5,1.0,0,0,
,Team Totals,,,82,82,19877,0.488,14.4,0.629,0.278,0.196,0.092,0.054,0.371,0.559,0.717,0.44,0.45,0.378,0.367,0.545,0.715,0.084,536,0.238,0.367,12,0,
