Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Pascal Siakam,29.0,PF,17,17,603,0,0,10,90,0,3.4,8.2,7,8,20,3,32,0,156,11,15,
2.0,Aaron Nesmith,24.0,SF,17,17,559,0,3,95,2,0,0.9,-0.8,8,8,35,5,12,14,87,3,5,
3.0,Andrew Nembhard,24.0,PG,17,17,554,10,88,2,0,0,2.4,3.7,12,7,24,2,12,5,220,4,10,
4.0,Myles Turner,27.0,C,17,17,550,0,0,0,0,100,3.2,6.5,11,9,19,10,24,1,88,5,8,
5.0,Tyrese Haliburton,23.0,PG,15,15,522,77,23,0,0,0,4.3,8.6,18,8,8,1,8,2,289,4,5,
6.0,T.J. McConnell,31.0,PG,17,0,348,100,0,0,0,0,2.0,1.6,13,5,15,1,7,4,205,3,10,
7.0,Obi Toppin,25.0,PF,17,0,343,0,0,0,72,28,-0.8,-3.3,5,3,11,1,10,2,63,4,5,
8.0,Ben Sheppard,22.0,SG,17,2,335,2,51,48,0,0,5.5,7.5,7,1,20,1,5,1,38,3,6,
9.0,Isaiah Jackson,22.0,C,15,0,154,0,0,0,12,88,-1.8,-3.5,1,1,15,2,11,0,14,4,4,
10.0,Doug McDermott,32.0,SF,10,0,64,0,40,60,0,0,-18.6,-21.4,1,0,3,0,0,0,17,0,0,
11.0,Jalen Smith,23.0,C,7,0,42,0,0,0,0,100,-44.8,-48.5,2,2,5,0,3,0,4,0,2,
12.0,Jarace Walker,20.0,PF,9,0,31,0,0,71,29,0,-31.6,-33.9,4,2,1,0,2,0,8,1,0,
13.0,Kendall Brown,20.0,SG,7,0,25,60,29,11,0,0,-47.7,-50.3,2,1,1,0,0,0,4,0,1,
14.0,James Johnson,36.0,PF,1,0,1,0,0,100,0,0,50.0,48.9,1,0,0,0,1,0,0,0,0,
,Team Totals,,,17,17,4131,20,20,20,20,20,1.1,2.5,92,55,177,26,127,29,1193,42,71,
