Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Tyrese Haliburton,23.0,69,68,2224,500,1048,0.477,195,535,0.364,305,513,0.595,0.57,194,227,0.855,35,236,271,752,83,48,159,75,1389,1,"AS,NBA3"
2.0,Myles Turner,27.0,77,77,2076,476,909,0.524,116,324,0.358,360,585,0.615,0.587,245,317,0.773,113,420,533,100,39,144,109,232,1313,0,
3.0,Aaron Nesmith,24.0,72,47,1995,315,635,0.496,140,334,0.419,175,301,0.581,0.606,107,137,0.781,63,212,275,108,65,49,64,241,877,0,
4.0,Obi Toppin,25.0,82,28,1730,332,579,0.573,102,253,0.403,230,326,0.706,0.661,77,100,0.77,85,235,320,128,47,43,69,143,843,0,
5.0,Andrew Nembhard,24.0,68,47,1697,260,522,0.498,61,171,0.357,199,351,0.567,0.557,45,56,0.804,36,105,141,280,63,6,101,143,626,0,
6.0,Bennedict Mathurin,21.0,59,19,1538,296,663,0.446,80,214,0.374,216,449,0.481,0.507,184,224,0.821,60,174,234,119,35,14,97,117,856,0,
7.0,Buddy Hield,31.0,52,28,1336,229,517,0.443,137,357,0.384,92,160,0.575,0.575,28,33,0.848,34,133,167,139,43,31,62,103,623,0,
8.0,Pascal Siakam,29.0,41,41,1303,356,648,0.549,39,101,0.386,317,547,0.58,0.579,121,173,0.699,85,234,319,152,31,15,58,106,872,1,
9.0,T.J. McConnell,31.0,71,4,1291,330,593,0.556,18,44,0.409,312,549,0.568,0.572,49,62,0.79,36,155,191,390,72,8,108,79,727,0,6MOY-7
10.0,Jalen Smith,23.0,61,14,1047,234,395,0.592,61,144,0.424,173,251,0.689,0.67,72,104,0.692,112,225,337,63,17,38,44,124,601,0,
11.0,Bruce Brown,27.0,33,33,981,149,314,0.475,33,101,0.327,116,213,0.545,0.527,67,82,0.817,25,129,154,100,35,8,41,81,398,0,
12.0,Ben Sheppard,22.0,57,1,814,90,229,0.393,49,156,0.314,41,73,0.562,0.5,23,26,0.885,15,74,89,53,33,2,15,88,252,0,
13.0,Isaiah Jackson,22.0,59,3,771,155,233,0.665,0,4,0.0,155,229,0.677,0.665,73,102,0.716,94,144,238,50,34,61,39,137,383,0,
14.0,Jarace Walker,20.0,33,0,340,45,110,0.409,22,55,0.4,23,55,0.418,0.509,8,9,0.889,12,51,63,40,15,11,17,29,120,0,
15.0,Doug McDermott,32.0,18,0,204,28,69,0.406,18,56,0.321,10,13,0.769,0.536,1,2,0.5,2,9,11,13,5,0,4,16,75,0,
16.0,Jordan Nwora,25.0,18,0,183,37,82,0.451,11,36,0.306,26,46,0.565,0.518,9,11,0.818,8,25,33,18,6,1,12,19,94,0,
17.0,Kendall Brown,20.0,15,0,63,8,15,0.533,0,2,0.0,8,13,0.615,0.533,5,8,0.625,3,2,5,5,0,0,2,9,21,0,
18.0,James Johnson,36.0,9,0,47,3,10,0.3,0,2,0.0,3,8,0.375,0.3,2,2,1.0,1,3,4,8,5,1,5,9,8,0,
19.0,Oscar Tshiebwe,24.0,8,0,42,10,20,0.5,0,0,,10,20,0.5,0.5,6,8,0.75,8,8,16,2,2,1,0,3,26,0,
20.0,Quenton Jackson,25.0,3,0,11,0,1,0.0,0,0,,0,1,0.0,0.0,2,2,1.0,0,4,4,2,1,0,0,1,2,0,
21.0,Daniel Theis,31.0,1,0,8,1,4,0.25,0,1,0.0,1,3,0.333,0.25,0,0,,0,0,0,0,0,0,0,1,2,0,
22.0,Isaiah Wong,23.0,1,0,4,1,3,0.333,0,1,0.0,1,2,0.5,0.333,0,0,,0,0,0,0,0,0,0,0,2,0,
,Team Totals,,82,82,19705,3855,7599,0.507,1082,2891,0.374,2773,4708,0.589,0.578,1318,1685,0.782,827,2578,3405,2522,631,481,1006,1756,10110,2,
