Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Pascal Siakam,29,PF,17,17,603,9.4,17.3,0.541,0.8,2.8,0.298,8.5,14.5,0.588,0.566,2.3,3.8,0.619,2.5,5.1,7.6,3.8,0.8,0.4,1.1,2.9,21.9,
2,Aaron Nesmith,24,SF,17,17,559,3.9,9.1,0.433,1.4,5.1,0.278,2.5,4.0,0.629,0.511,2.2,2.4,0.919,1.2,4.2,5.4,2.4,0.7,0.6,1.5,4.3,11.5,
3,Andrew Nembhard,24,PG,17,17,554,6.6,11.8,0.56,1.9,3.9,0.483,4.7,7.9,0.598,0.64,1.3,1.7,0.769,0.9,2.7,3.6,6.1,0.4,0.3,1.5,3.6,16.4,
4,Myles Turner,27,C,17,17,550,6.9,13.4,0.517,2.6,5.6,0.453,4.4,7.8,0.563,0.612,2.5,3.3,0.76,1.7,5.7,7.4,2.4,0.5,1.6,2.2,2.9,18.9,
5,Tyrese Haliburton,23,PG,15,15,522,7.2,14.8,0.488,3.7,9.7,0.379,3.6,5.2,0.693,0.612,1.2,1.4,0.85,0.8,4.1,5.0,8.5,1.3,0.7,2.1,1.0,19.3,
6,T.J. McConnell,31,PG,17,0,348,9.3,19.1,0.486,0.7,2.7,0.269,8.6,16.4,0.522,0.505,1.3,1.6,0.867,1.1,4.2,5.4,8.9,1.6,0.2,2.2,2.7,20.7,
7,Obi Toppin,25,PF,17,0,343,7.7,14.2,0.541,2.1,5.9,0.357,5.6,8.3,0.671,0.615,2.0,2.6,0.76,1.0,6.8,7.9,3.0,0.6,0.6,1.5,2.2,19.4,
8,Ben Sheppard,22,SG,17,2,335,3.3,7.6,0.437,2.0,5.4,0.38,1.3,2.3,0.571,0.57,0.8,1.0,0.778,1.1,4.4,5.5,1.8,0.9,0.1,1.2,3.4,9.5,
9,Isaiah Jackson,22,C,15,0,154,5.4,10.1,0.535,0.0,0.0,,5.4,10.1,0.535,0.535,2.6,4.2,0.611,4.9,6.3,11.2,1.6,0.7,3.0,0.9,5.6,13.3,
10,Doug McDermott,32,SF,10,0,64,2.8,6.2,0.455,1.7,4.5,0.375,1.1,1.7,0.667,0.591,0.0,0.0,,1.1,0.6,1.7,3.9,0.0,1.1,0.6,2.8,7.3,
11,Jalen Smith,23,C,7,0,42,2.6,6.9,0.375,1.7,3.4,0.5,0.9,3.4,0.25,0.5,4.3,6.9,0.625,6.0,6.0,12.0,1.7,1.7,0.9,3.4,6.9,11.1,
12,Jarace Walker,20,PF,9,0,31,3.5,11.6,0.3,0.0,3.5,0.0,3.5,8.1,0.429,0.3,2.3,3.5,0.667,1.2,3.5,4.6,4.6,2.3,1.2,7.0,2.3,9.3,
13,Kendall Brown,20,SG,7,0,25,2.9,8.6,0.333,0.0,0.0,,2.9,8.6,0.333,0.333,0.0,0.0,,0.0,4.3,4.3,2.9,0.0,1.4,4.3,2.9,5.8,
14,James Johnson,36,PF,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,,36.0,72.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,
