Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Bruce Brown,27.0,SG,33,33,981,0.475,0.545,0.327,0.527,0.817,0.568,0.261,0.322,100,100,89.0,96,104.0,98,107,81,-12.2,-8.1,
2.0,Kendall Brown,20.0,SG,15,0,63,0.533,0.615,0.0,0.533,0.625,0.567,0.533,0.133,112,113,0.0,98,80.0,98,218,34,-0.4,-0.5,
3.0,Tyrese Haliburton,23.0,PG,69,68,2224,0.477,0.595,0.364,0.57,0.855,0.605,0.217,0.51,101,109,100.0,104,109.0,104,89,129,49.5,57.5,"AS,NBA3"
4.0,Buddy Hield,31.0,SF,52,28,1336,0.443,0.575,0.384,0.575,0.848,0.586,0.064,0.691,93,105,105.0,105,108.0,101,26,175,29.9,6.4,
5.0,Isaiah Jackson,22.0,C,59,3,771,0.665,0.677,0.0,0.665,0.716,0.689,0.438,0.017,140,124,0.0,122,91.0,119,179,4,55.3,60.7,
6.0,Quenton Jackson,25.0,PG,3,0,11,0.0,0.0,,0.0,1.0,0.532,2.0,0.0,0,0,,0,128.0,92,819,0,-1.1,-0.2,
7.0,James Johnson,36.0,PF,9,0,47,0.3,0.375,0.0,0.3,1.0,0.368,0.2,0.2,63,69,0.0,55,128.0,63,82,51,-4.9,-4.6,
8.0,Bennedict Mathurin,21.0,SF,59,19,1538,0.446,0.481,0.374,0.507,0.821,0.562,0.338,0.323,94,88,102.0,93,105.0,97,138,82,-52.7,-27.4,
9.0,T.J. McConnell,31.0,PG,71,4,1291,0.556,0.568,0.409,0.572,0.79,0.586,0.105,0.074,117,104,112.0,105,101.0,101,43,19,29.8,7.5,6MOY-7
10.0,Doug McDermott,32.0,SF,18,0,204,0.406,0.769,0.321,0.536,0.5,0.537,0.029,0.812,86,141,88.0,98,64.0,93,12,206,-1.4,-6.1,
11.0,Andrew Nembhard,24.0,PG,68,47,1697,0.498,0.567,0.357,0.557,0.804,0.573,0.107,0.328,105,104,98.0,102,102.0,99,44,83,10.4,-8.1,
12.0,Aaron Nesmith,24.0,SF,72,47,1995,0.496,0.581,0.419,0.606,0.781,0.631,0.216,0.526,105,107,115.0,111,100.0,109,88,133,75.9,70.5,
13.0,Jordan Nwora,25.0,SF,18,0,183,0.451,0.565,0.306,0.518,0.818,0.541,0.134,0.439,95,104,84.0,95,104.0,93,55,111,-4.6,-6.7,
14.0,Ben Sheppard,22.0,SG,57,1,814,0.393,0.562,0.314,0.5,0.885,0.524,0.114,0.681,83,103,86.0,91,113.0,90,46,173,-21.3,-26.9,
15.0,Pascal Siakam,29.0,PF,41,41,1303,0.549,0.58,0.386,0.579,0.699,0.602,0.267,0.156,116,106,106.0,106,89.0,104,109,39,42.7,32.0,
16.0,Jalen Smith,23.0,C,61,14,1047,0.592,0.689,0.424,0.67,0.692,0.682,0.263,0.365,125,126,116.0,123,88.0,118,108,92,97.2,89.7,
17.0,Daniel Theis,31.0,C,1,0,8,0.25,0.333,0.0,0.25,,0.25,0.0,0.25,53,61,0.0,46,,43,0,63,-2.4,-2.6,
18.0,Obi Toppin,25.0,PF,82,28,1730,0.573,0.706,0.403,0.661,0.77,0.677,0.173,0.437,121,129,110.0,121,98.0,117,71,111,133.1,120.3,
19.0,Oscar Tshiebwe,24.0,PF,8,0,42,0.5,0.5,,0.5,0.75,0.553,0.4,0.0,105,92,,91,96.0,95,164,0,-1.9,-1.3,
20.0,Myles Turner,27.0,C,77,77,2076,0.524,0.615,0.358,0.587,0.773,0.626,0.349,0.356,110,113,98.0,107,99.0,108,143,90,74.4,96.8,
21.0,Jarace Walker,20.0,PF,33,0,340,0.409,0.418,0.4,0.509,0.889,0.527,0.082,0.5,86,77,109.0,93,113.0,91,33,127,-8.2,-12.2,
22.0,Isaiah Wong,23.0,SG,1,0,4,0.333,0.5,0.0,0.333,,0.333,0.0,0.333,70,92,0.0,61,,57,0,84,-1.3,-1.5,
,Team Totals,,,82,82,19705,0.507,0.589,0.374,0.578,0.782,0.606,0.222,0.38,107,108,102.0,106,100.0,104,91,96,485.8,435.2,
