Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Pascal Siakam,29.0,PF,17,17,603,0.541,10.9,0.838,0.252,0.272,0.172,0.141,0.162,0.588,0.685,0.532,0.64,0.463,0.298,0.566,1.0,0.038,11,0.319,0.467,1,0,
2.0,Aaron Nesmith,24.0,SF,17,17,559,0.433,16.8,0.44,0.206,0.128,0.071,0.035,0.56,0.629,0.655,0.611,0.5,0.8,0.278,0.769,1.0,0.014,2,0.342,0.259,0,0,
3.0,Andrew Nembhard,24.0,PG,17,17,554,0.56,14.1,0.67,0.192,0.192,0.159,0.126,0.33,0.598,0.771,0.543,0.448,0.609,0.483,0.466,0.897,0.0,0,0.3,0.5,0,0,
4.0,Myles Turner,27.0,C,17,17,550,0.517,15.2,0.58,0.244,0.141,0.107,0.088,0.42,0.563,0.64,0.621,0.545,0.278,0.453,0.761,0.974,0.098,17,0.151,0.615,0,0,
5.0,Tyrese Haliburton,23.0,PG,15,15,522,0.488,20.2,0.349,0.126,0.102,0.056,0.065,0.651,0.693,0.889,0.5,0.75,0.571,0.379,0.404,0.585,0.037,8,0.05,0.429,0,0,
6.0,T.J. McConnell,31.0,PG,17,0,348,0.486,10.2,0.859,0.238,0.357,0.211,0.054,0.141,0.522,0.659,0.455,0.487,0.5,0.269,0.41,0.857,0.0,0,0.269,0.571,2,0,
7.0,Obi Toppin,25.0,PF,17,0,343,0.541,13.5,0.585,0.311,0.2,0.037,0.037,0.415,0.671,0.762,0.556,0.6,0.6,0.357,0.887,0.9,0.119,15,0.321,0.333,1,0,
8.0,Ben Sheppard,22.0,SG,17,2,335,0.437,18.2,0.296,0.211,0.056,0.014,0.014,0.704,0.571,0.667,0.25,1.0,0.0,0.38,0.75,0.947,0.014,0,0.64,0.375,0,0,
9.0,Isaiah Jackson,22.0,C,15,0,154,0.535,3.1,1.0,0.628,0.349,0.0,0.023,0.0,0.535,0.667,0.333,,0.0,,0.87,,0.279,8,,,0,0,
10.0,Doug McDermott,32.0,SF,10,0,64,0.455,19.7,0.273,0.091,0.182,0.0,0.0,0.727,0.667,1.0,0.5,,,0.375,0.5,1.0,0.0,0,0.375,0.0,0,0,
11.0,Jalen Smith,23.0,C,7,0,42,0.375,14.9,0.5,0.125,0.375,0.0,0.0,0.5,0.25,0.0,0.333,,,0.5,1.0,0.5,0.0,0,0.0,,0,0,
12.0,Jarace Walker,20.0,PF,9,0,31,0.3,19.8,0.7,0.0,0.0,0.2,0.5,0.3,0.429,,,1.0,0.2,0.0,0.333,,0.0,0,0.0,,0,0,
13.0,Kendall Brown,20.0,SG,7,0,25,0.333,5.3,1.0,0.333,0.5,0.167,0.0,0.0,0.333,0.5,0.333,0.0,,,0.5,,0.0,0,,,0,0,
14.0,James Johnson,36.0,PF,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0,
,Team Totals,,,17,17,4131,0.507,14.0,0.628,0.23,0.202,0.114,0.082,0.372,0.586,0.702,0.512,0.561,0.48,0.372,0.599,0.851,0.047,61,0.25,0.4,4,0,
