Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Kendall Brown,20.0,SG,7,0,25,0.333,0.333,,0.333,,0.333,0.0,0.0,70.0,61.0,,61.0,,57,0.0,0.0,
2.0,Tyrese Haliburton,23.0,PG,15,15,522,0.488,0.693,0.379,0.612,0.85,0.626,0.093,0.651,103.0,127.0,104.0,112.0,108.0,108,38.0,165.0,
3.0,Isaiah Jackson,22.0,C,15,0,154,0.535,0.535,,0.535,0.611,0.56,0.419,0.0,113.0,98.0,,98.0,78.0,97,171.0,0.0,
4.0,James Johnson,36.0,PF,1,0,1,,,,,0.5,0.568,,,,,,,64.0,98,,,
5.0,T.J. McConnell,31.0,PG,17,0,348,0.486,0.522,0.269,0.505,0.867,0.522,0.081,0.141,103.0,96.0,74.0,92.0,111.0,90,33.0,36.0,
6.0,Doug McDermott,32.0,SF,10,0,64,0.455,0.667,0.375,0.591,,0.591,0.0,0.727,96.0,122.0,103.0,108.0,,102,0.0,184.0,
7.0,Andrew Nembhard,24.0,PG,17,17,554,0.56,0.598,0.483,0.64,0.769,0.654,0.143,0.33,118.0,110.0,132.0,117.0,98.0,113,58.0,83.0,
8.0,Aaron Nesmith,24.0,SF,17,17,559,0.433,0.629,0.278,0.511,0.919,0.566,0.262,0.56,91.0,115.0,76.0,93.0,117.0,98,107.0,142.0,
9.0,Ben Sheppard,22.0,SG,17,2,335,0.437,0.571,0.38,0.57,0.778,0.587,0.127,0.704,92.0,105.0,104.0,104.0,99.0,101,52.0,178.0,
10.0,Pascal Siakam,29.0,PF,17,17,603,0.541,0.588,0.298,0.566,0.619,0.578,0.217,0.162,114.0,108.0,81.0,103.0,79.0,100,89.0,41.0,
11.0,Jalen Smith,23.0,C,7,0,42,0.375,0.25,0.5,0.5,0.625,0.564,1.0,0.5,79.0,46.0,137.0,91.0,80.0,97,409.0,127.0,
12.0,Obi Toppin,25.0,PF,17,0,343,0.541,0.671,0.357,0.615,0.76,0.634,0.185,0.415,114.0,123.0,98.0,112.0,97.0,109,76.0,105.0,
13.0,Myles Turner,27.0,C,17,17,550,0.517,0.563,0.453,0.612,0.76,0.637,0.244,0.42,109.0,103.0,124.0,112.0,97.0,110,100.0,106.0,
14.0,Jarace Walker,20.0,PF,9,0,31,0.3,0.429,0.0,0.3,0.667,0.353,0.3,0.3,63.0,79.0,0.0,55.0,85.0,61,123.0,76.0,
,Team Totals,,,17,17,4131,0.507,0.586,0.372,0.576,0.746,0.596,0.184,0.372,107.0,108.0,102.0,105.0,95.0,103,75.0,94.0,
