Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Tyrese Haliburton,23.0,PG,69,68,2224,0.477,17.6,0.49,0.155,0.171,0.087,0.077,0.51,0.595,0.66,0.592,0.56,0.506,0.364,0.315,0.472,0.026,27,0.08,0.326,4,0,"AS,NBA3"
2.0,Myles Turner,27.0,C,77,77,2076,0.524,13.2,0.644,0.249,0.253,0.081,0.061,0.356,0.615,0.761,0.487,0.568,0.618,0.358,0.8,0.991,0.077,66,0.127,0.317,1,0,
3.0,Aaron Nesmith,24.0,SF,72,47,1995,0.496,15.2,0.474,0.246,0.167,0.052,0.009,0.526,0.581,0.699,0.434,0.485,0.667,0.419,0.697,0.986,0.052,31,0.419,0.436,0,0,
4.0,Obi Toppin,25.0,PF,82,28,1730,0.573,12.7,0.563,0.378,0.157,0.026,0.002,0.437,0.706,0.808,0.516,0.4,0.0,0.403,0.796,0.99,0.193,101,0.368,0.398,3,0,
5.0,Andrew Nembhard,24.0,PG,68,47,1697,0.498,14.1,0.672,0.19,0.207,0.197,0.079,0.328,0.567,0.737,0.472,0.534,0.488,0.357,0.412,0.918,0.002,1,0.31,0.528,0,0,
6.0,Bennedict Mathurin,21.0,SF,59,19,1538,0.446,12.4,0.677,0.275,0.253,0.089,0.06,0.323,0.481,0.582,0.393,0.458,0.425,0.374,0.583,0.75,0.03,17,0.107,0.435,0,0,
7.0,Buddy Hield,31.0,SF,52,28,1336,0.443,19.4,0.309,0.164,0.097,0.017,0.031,0.691,0.575,0.635,0.54,0.333,0.5,0.384,0.717,0.912,0.012,5,0.162,0.379,0,0,
8.0,Pascal Siakam,29.0,PF,41,41,1303,0.549,9.1,0.844,0.324,0.316,0.133,0.071,0.156,0.58,0.714,0.527,0.419,0.5,0.386,0.486,0.974,0.029,18,0.327,0.455,0,0,
9.0,T.J. McConnell,31.0,PG,71,4,1291,0.556,8.5,0.926,0.241,0.403,0.256,0.025,0.074,0.568,0.741,0.527,0.493,0.333,0.409,0.317,0.778,0.0,0,0.205,0.667,1,0,6MOY-7
10.0,Jalen Smith,23.0,C,61,14,1047,0.592,11.7,0.635,0.41,0.177,0.015,0.033,0.365,0.689,0.765,0.557,0.833,0.385,0.424,0.671,1.0,0.129,49,0.167,0.417,1,0,
11.0,Bruce Brown,27.0,SG,33,33,981,0.475,12.9,0.678,0.207,0.264,0.162,0.045,0.322,0.545,0.692,0.458,0.529,0.429,0.327,0.552,0.909,0.019,6,0.436,0.386,1,0,
12.0,Ben Sheppard,22.0,SG,57,1,814,0.393,18.1,0.319,0.162,0.114,0.035,0.009,0.681,0.562,0.676,0.385,0.5,1.0,0.314,0.659,0.98,0.026,5,0.506,0.38,0,0,
13.0,Isaiah Jackson,22.0,C,59,3,771,0.665,3.1,0.983,0.67,0.27,0.03,0.013,0.017,0.677,0.795,0.397,0.571,0.667,0.0,0.755,,0.352,72,0.5,0.0,0,0,
14.0,Jarace Walker,20.0,PF,33,0,340,0.409,17.4,0.5,0.164,0.136,0.082,0.118,0.5,0.418,0.5,0.267,0.556,0.385,0.4,0.565,0.818,0.036,4,0.182,0.3,0,0,
15.0,Doug McDermott,32.0,SF,18,0,204,0.406,22.3,0.188,0.043,0.087,0.029,0.029,0.812,0.769,1.0,0.667,1.0,0.5,0.321,0.9,1.0,0.014,1,0.232,0.385,0,0,
16.0,Jordan Nwora,25.0,SF,18,0,183,0.451,14.0,0.561,0.317,0.159,0.049,0.037,0.439,0.565,0.654,0.462,0.5,0.333,0.306,0.731,1.0,0.049,4,0.278,0.3,0,0,
17.0,Kendall Brown,20.0,SG,15,0,63,0.533,7.0,0.867,0.4,0.333,0.133,0.0,0.133,0.615,0.667,0.8,0.0,,0.0,0.75,,0.2,3,0.5,0.0,0,0,
18.0,James Johnson,36.0,PF,9,0,47,0.3,11.1,0.8,0.2,0.4,0.2,0.0,0.2,0.375,1.0,0.25,0.0,,0.0,0.333,,0.2,2,0.0,,0,0,
19.0,Oscar Tshiebwe,24.0,PF,8,0,42,0.5,5.0,1.0,0.35,0.55,0.0,0.1,0.0,0.5,0.571,0.455,,0.5,,0.8,,0.1,2,,,0,0,
20.0,Quenton Jackson,25.0,PG,3,0,11,0.0,2.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0,,,0,0,
21.0,Daniel Theis,31.0,C,1,0,8,0.25,9.4,0.75,0.25,0.5,0.0,0.0,0.25,0.333,1.0,0.0,,,0.0,1.0,,0.25,1,0.0,,0,0,
22.0,Isaiah Wong,23.0,SG,1,0,4,0.333,16.3,0.667,0.0,0.333,0.0,0.333,0.333,0.5,,0.0,,1.0,0.0,0.0,,0.0,0,1.0,0.0,0,0,
,Team Totals,,,82,82,19705,0.507,12.4,0.62,0.259,0.22,0.094,0.047,0.38,0.589,0.718,0.493,0.505,0.497,0.374,0.576,0.855,0.059,415,0.234,0.405,11,0,
