Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1.0,Trey Murphy III,25.0,SF,25,25,35.5,7.4,15.2,0.489,2.7,7.4,0.36,4.8,7.8,0.613,0.578,3.6,4.0,0.899,1.5,5.0,6.5,3.5,1.7,0.2,2.0,2.2,21.1,
2.0,Zion Williamson,25.0,PF,11,10,30.5,7.4,14.5,0.509,0.0,0.3,0.0,7.4,14.2,0.519,0.509,7.0,9.6,0.726,2.3,3.4,5.6,3.9,1.5,0.5,2.9,2.1,21.7,
3.0,Jordan Poole,26.0,PG,9,4,29.6,5.4,14.8,0.368,2.8,8.8,0.316,2.7,6.0,0.444,0.462,4.0,4.1,0.973,0.3,1.3,1.7,3.4,0.6,0.3,1.9,2.2,17.7,
4.0,Saddiq Bey,26.0,SF,26,18,29.2,5.1,11.4,0.446,1.7,5.1,0.341,3.3,6.3,0.53,0.522,2.3,3.0,0.766,1.9,4.1,6.0,2.3,1.0,0.1,0.6,1.0,14.2,
5.0,Herbert Jones,27.0,SF,19,19,28.6,3.5,8.8,0.395,1.4,4.2,0.338,2.1,4.6,0.448,0.476,1.3,1.6,0.8,1.1,2.7,3.8,2.2,1.4,0.3,1.4,3.5,9.6,
6.0,Jeremiah Fears,19.0,PG,27,25,27.6,5.9,13.1,0.448,1.2,3.3,0.364,4.7,9.9,0.476,0.493,2.7,3.4,0.802,0.6,2.8,3.4,3.1,1.4,0.1,2.3,2.1,15.7,
7.0,Derik Queen,21.0,C,27,15,25.2,4.8,9.5,0.504,0.1,0.7,0.111,4.7,8.8,0.534,0.508,3.1,3.9,0.798,1.6,4.8,6.4,4.0,1.0,0.8,2.3,3.3,12.7,
8.0,Jose Alvarado,27.0,PG,26,0,22.3,3.2,7.3,0.437,1.7,4.6,0.375,1.5,2.7,0.543,0.555,0.6,0.7,0.833,0.4,2.5,2.9,3.2,1.0,0.2,1.3,2.0,8.7,
9.0,Yves Missi,21.0,C,20,6,18.8,2.5,4.4,0.557,0.0,0.0,,2.5,4.4,0.557,0.557,0.7,1.4,0.5,3.3,2.4,5.7,1.2,0.2,1.2,1.1,2.0,5.6,
10.0,Bryce McGowens,23.0,SG,17,5,18.0,2.8,5.4,0.522,0.9,1.7,0.517,1.9,3.7,0.524,0.603,2.0,2.5,0.791,0.2,1.9,2.2,1.5,0.5,0.2,0.3,1.5,8.5,
11.0,Micah Peavy,24.0,SG,22,1,16.1,2.0,5.1,0.402,0.3,1.6,0.2,1.7,3.5,0.494,0.433,0.5,0.6,0.714,1.0,1.4,2.5,1.1,0.6,0.1,0.4,1.7,4.9,
12.0,Jordan Hawkins,23.0,SG,22,0,14.4,1.9,5.5,0.342,1.0,3.1,0.333,0.8,2.3,0.353,0.438,0.4,0.5,0.667,0.4,1.3,1.6,0.9,0.1,0.1,0.5,0.6,5.1,
13.0,Kevon Looney,29.0,C,12,6,12.9,1.2,2.8,0.424,0.1,0.6,0.143,1.1,2.2,0.5,0.439,0.3,0.5,0.5,1.7,2.3,3.9,1.4,0.3,0.4,0.5,2.1,2.7,
14.0,Trey Alexander,22.0,SG,3,0,12.3,2.0,3.0,0.667,0.7,1.0,0.667,1.3,2.0,0.667,0.778,0.0,0.0,,0.0,1.3,1.3,1.3,0.3,0.3,0.3,1.3,4.7,
15.0,DeAndre Jordan,37.0,C,2,1,11.5,2.0,2.5,0.8,0.0,0.0,,2.0,2.5,0.8,0.8,0.5,1.0,0.5,2.0,3.0,5.0,0.0,0.0,0.0,0.5,0.5,4.5,
16.0,Karlo Matković,24.0,PF,17,0,11.0,2.1,3.1,0.679,0.3,0.7,0.417,1.8,2.4,0.756,0.726,0.2,0.5,0.375,0.6,2.2,2.8,0.8,0.1,0.6,0.4,1.2,4.7,
17.0,Hunter Dickinson,25.0,C,1,0,5.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,
,Team Totals,,,27,27,242.8,41.8,90.7,0.461,11.0,31.9,0.344,30.9,58.9,0.524,0.521,19.6,25.0,0.784,12.7,30.3,42.9,24.7,9.0,3.7,14.6,20.5,114.2,
