Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Trey Murphy III,25,SF,25,25,887,7.5,15.4,0.489,2.7,7.5,0.36,4.8,7.9,0.613,0.578,3.6,4.0,0.899,1.5,5.1,6.6,3.6,1.7,0.2,2.1,2.2,21.4,
2,Saddiq Bey,26,SF,26,18,758,6.3,14.1,0.446,2.1,6.3,0.341,4.1,7.8,0.53,0.522,2.8,3.7,0.766,2.3,5.1,7.4,2.8,1.2,0.1,0.8,1.3,17.5,
3,Jeremiah Fears,19,PG,27,25,746,7.7,17.1,0.448,1.5,4.2,0.364,6.1,12.9,0.476,0.493,3.5,4.4,0.802,0.8,3.7,4.5,4.1,1.9,0.2,3.0,2.7,20.4,
4,Derik Queen,21,C,27,15,681,6.8,13.5,0.504,0.1,1.0,0.111,6.7,12.6,0.534,0.508,4.4,5.5,0.798,2.3,6.8,9.1,5.8,1.4,1.1,3.3,4.7,18.1,
5,Jose Alvarado,27,PG,26,0,580,5.2,11.8,0.437,2.8,7.4,0.375,2.4,4.3,0.543,0.555,0.9,1.1,0.833,0.7,4.0,4.7,5.2,1.7,0.2,2.1,3.2,14.0,
6,Herbert Jones,27,SF,19,19,544,4.4,11.1,0.395,1.8,5.3,0.338,2.6,5.8,0.448,0.476,1.6,2.0,0.8,1.4,3.4,4.8,2.8,1.8,0.4,1.8,4.4,12.1,
7,Yves Missi,21,C,20,6,376,4.7,8.4,0.557,0.0,0.0,,4.7,8.4,0.557,0.557,1.3,2.7,0.5,6.3,4.6,10.9,2.2,0.4,2.2,2.0,3.8,10.7,
8,Micah Peavy,24,SG,22,1,354,4.6,11.4,0.402,0.7,3.6,0.2,3.9,7.8,0.494,0.433,1.0,1.4,0.714,2.3,3.2,5.5,2.4,1.3,0.2,0.9,3.8,10.9,
9,Zion Williamson,25,PF,11,10,335,8.7,17.1,0.509,0.0,0.3,0.0,8.7,16.8,0.519,0.509,8.3,11.4,0.726,2.7,4.0,6.7,4.6,1.7,0.5,3.4,2.5,25.7,
10,Jordan Hawkins,23,SG,22,0,316,4.7,13.7,0.342,2.6,7.9,0.333,2.1,5.8,0.353,0.438,0.9,1.4,0.667,0.9,3.2,4.1,2.2,0.3,0.2,1.1,1.5,12.9,
11,Bryce McGowens,23,SG,17,5,306,5.6,10.8,0.522,1.8,3.4,0.517,3.9,7.4,0.524,0.603,4.0,5.1,0.791,0.5,3.9,4.4,2.9,0.9,0.5,0.6,2.9,17.1,
12,Jordan Poole,26,PG,9,4,266,6.6,18.0,0.368,3.4,10.7,0.316,3.2,7.3,0.444,0.462,4.9,5.0,0.973,0.4,1.6,2.0,4.2,0.7,0.4,2.3,2.7,21.5,
13,Karlo Matković,24,PF,17,0,187,6.9,10.2,0.679,1.0,2.3,0.417,6.0,7.9,0.756,0.726,0.6,1.5,0.375,1.9,7.1,9.0,2.7,0.4,2.1,1.3,4.0,15.4,
14,Kevon Looney,29,C,12,6,155,3.3,7.7,0.424,0.2,1.6,0.143,3.0,6.0,0.5,0.439,0.7,1.4,0.5,4.6,6.3,10.9,3.9,0.9,1.2,1.4,5.8,7.4,
15,Trey Alexander,22,SG,3,0,37,5.8,8.8,0.667,1.9,2.9,0.667,3.9,5.8,0.667,0.778,0.0,0.0,,0.0,3.9,3.9,3.9,1.0,1.0,1.0,3.9,13.6,
16,DeAndre Jordan,37,C,2,1,23,6.3,7.8,0.8,0.0,0.0,,6.3,7.8,0.8,0.8,1.6,3.1,0.5,6.3,9.4,15.7,0.0,0.0,0.0,1.6,1.6,14.1,
17,Hunter Dickinson,25,C,1,0,5,7.2,14.4,0.5,0.0,0.0,,7.2,14.4,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.2,14.4,14.4,14.4,
