Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Trey Alexander,22.0,SG,3,0,37,0.667,0.667,0.667,0.778,,0.778,0.0,0.333,142,122,185.0,143,,133,0,80,4.2,3.5,
2.0,Jose Alvarado,27.0,PG,26,0,580,0.437,0.543,0.375,0.555,0.833,0.571,0.095,0.632,93,99,104.0,102,106.0,98,34,152,4.0,-4.8,
3.0,Saddiq Bey,26.0,SF,26,18,758,0.446,0.53,0.341,0.522,0.766,0.558,0.26,0.446,95,97,95.0,96,97.0,96,94,108,-13.5,-16.6,
4.0,Hunter Dickinson,25.0,C,1,0,5,0.5,0.5,,0.5,,0.5,0.0,0.0,106,91,,92,,86,0,0,-0.2,-0.3,
5.0,Jeremiah Fears,19.0,PG,27,25,746,0.448,0.476,0.364,0.493,0.802,0.535,0.256,0.248,95,87,101.0,90,102.0,92,92,60,-36.8,-37.6,
6.0,Jordan Hawkins,23.0,SG,22,0,316,0.342,0.353,0.333,0.438,0.667,0.451,0.1,0.575,73,64,93.0,80,85.0,77,36,139,-25.7,-33.1,
7.0,Herbert Jones,27.0,SF,19,19,544,0.395,0.448,0.338,0.476,0.8,0.508,0.18,0.479,84,82,94.0,87,102.0,87,65,116,-22.9,-27.1,
8.0,DeAndre Jordan,37.0,C,2,1,23,0.8,0.8,,0.8,0.5,0.765,0.4,0.0,170,146,,147,63.0,131,144,0,2.6,2.1,
9.0,Kevon Looney,29.0,C,12,6,155,0.424,0.5,0.143,0.439,0.5,0.449,0.182,0.212,90,91,40.0,81,63.0,77,65,51,-7.0,-9.6,
10.0,Karlo Matković,24.0,PF,17,0,187,0.679,0.756,0.417,0.726,0.375,0.708,0.151,0.226,144,138,116.0,133,48.0,121,54,55,19.3,14.1,
11.0,Bryce McGowens,23.0,SG,17,5,306,0.522,0.524,0.517,0.603,0.791,0.654,0.467,0.315,111,96,144.0,111,100.0,112,168,76,10.8,15.7,
12.0,Yves Missi,21.0,C,20,6,376,0.557,0.557,,0.557,0.5,0.558,0.318,0.0,118,102,,102,63.0,96,114,0,2.1,-5.0,
13.0,Trey Murphy III,25.0,SF,25,25,887,0.489,0.613,0.36,0.578,0.899,0.623,0.261,0.489,104,112,100.0,106,114.0,107,94,118,25.0,34.2,
14.0,Micah Peavy,24.0,SG,22,1,354,0.402,0.494,0.2,0.433,0.714,0.453,0.125,0.313,85,90,56.0,79,91.0,78,45,75,-25.0,-30.8,
15.0,Jordan Poole,26.0,PG,9,4,266,0.368,0.444,0.316,0.462,0.973,0.533,0.278,0.594,78,81,88.0,85,123.0,91,100,143,-21.9,-15.1,
16.0,Derik Queen,21.0,C,27,15,681,0.504,0.534,0.111,0.508,0.798,0.568,0.406,0.07,107,97,31.0,93,101.0,97,146,17,-18.9,-8.8,
17.0,Zion Williamson,25.0,PF,11,10,335,0.509,0.519,0.0,0.509,0.726,0.581,0.667,0.019,108,95,0.0,94,92.0,100,240,5,-11.2,-0.8,
,Team Totals,,,27,27,6556,0.461,0.524,0.344,0.521,0.784,0.561,0.276,0.351,98,96,95.0,96,99.0,96,99,85,-115.1,-120.0,
