Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,27.0,6555,1129,2450,0.461,296,861,0.344,833,1589,0.524,529,675,0.784,342,817,1159,666,243,99,393,554,3083
Team/G,,242.8,41.8,90.7,0.461,11.0,31.9,0.344,30.9,58.9,0.524,19.6,25.0,0.784,12.7,30.3,42.9,24.7,9.0,3.7,14.6,20.5,114.2
Lg Rank,,3,15,7,20.0,29,27,24.0,6,2,27.0,16,14,20.0,6,28,22,27,7,29,11,9,23
Year/Year,,0.8%,2.9%,1.0%,0.009,-8.8%,-7.9%,-0.004,7.8%,6.6%,0.006,18.5%,14.0%,0.03,4.6%,-3.9%,-1.6%,-4.5%,5.3%,-29.9%,-0.6%,12.2%,4.0%
Opponent,27.0,6555,1190,2416,0.493,412,1136,0.363,778,1280,0.608,524,645,0.812,309,893,1202,778,210,166,413,569,3316
Opponent/G,,242.8,44.1,89.5,0.493,15.3,42.1,0.363,28.8,47.4,0.608,19.4,23.9,0.812,11.4,33.1,44.5,28.8,7.8,6.1,15.3,21.1,122.8
Lg Rank,,3,25,18,29.0,30,30,17.0,14,2,30.0,16,13,30.0,15,18,19,27,5,29,11,18,28
Year/Year,,0.8%,0.8%,-1.1%,0.009,4.4%,4.9%,-0.002,-1.0%,-5.9%,0.03,12.9%,9.2%,0.026,-3.5%,-2.4%,-2.7%,0.6%,-13.7%,17.8%,9.3%,17.5%,3.0%
