Rk,Unnamed: 1,Salary
1,Zion Williamson,"$39,446,090"
2,Jordan Poole,"$31,848,215"
3,Dejounte Murray,"$30,801,103"
4,Trey Murphy III,"$25,000,000"
5,Herbert Jones,"$13,937,574"
6,Kevon Looney,"$8,000,000"
7,Jeremiah Fears,"$7,520,040"
8,Saddiq Bey,"$6,118,644"
9,Derik Queen,"$5,157,960"
10,Jordan Hawkins,"$4,741,320"
11,Jose Alvarado,"$4,500,000"
12,Yves Missi,"$3,353,040"
13,DeAndre Jordan,"$2,269,880"
14,Karlo Matković,"$1,955,377"
15,Micah Peavy,"$1,272,870"
16,Jaden Springer,"$70,732"
