Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Trey Murphy III,25.0,SF,25,25,887,19.0,0.623,0.489,0.261,4.4,16.5,10.2,15.2,2.3,0.6,10.7,22.3,1.8,0.4,2.2,0.118,2.8,-0.9,1.8,0.9,
2.0,Saddiq Bey,26.0,SF,26,18,758,16.2,0.558,0.446,0.26,6.9,16.4,11.4,11.3,1.6,0.3,4.6,19.1,1.3,0.2,1.5,0.096,1.8,-1.8,0.0,0.4,
3.0,Jeremiah Fears,19.0,PG,27,25,746,13.9,0.535,0.248,0.256,2.4,11.9,6.9,17.4,2.5,0.5,13.6,25.6,-0.2,0.3,0.1,0.005,-1.9,-1.3,-3.2,-0.2,
4.0,Derik Queen,21.0,C,27,15,681,17.1,0.568,0.07,0.406,6.9,22.1,14.1,23.8,1.9,3.2,17.0,22.3,0.5,0.5,1.0,0.072,-1.1,0.5,-0.6,0.2,
5.0,Jose Alvarado,27.0,PG,26,0,580,12.4,0.571,0.632,0.095,2.0,12.8,7.2,20.2,2.2,0.7,14.7,16.7,0.4,0.2,0.6,0.049,-1.1,-0.6,-1.8,0.0,
6.0,Herbert Jones,27.0,SF,19,19,544,9.0,0.508,0.479,0.18,4.1,11.1,7.5,10.4,2.4,1.1,13.0,15.9,-0.1,0.2,0.1,0.008,-3.7,-0.6,-4.4,-0.3,
7.0,Yves Missi,21.0,C,20,6,376,14.4,0.558,0.0,0.318,18.6,14.9,16.8,8.4,0.5,6.3,17.3,13.5,0.4,0.1,0.5,0.067,-1.8,-1.9,-3.7,-0.2,
8.0,Micah Peavy,24.0,SG,22,1,354,8.6,0.453,0.313,0.125,6.9,10.2,8.5,9.2,1.8,0.6,7.1,15.0,0.0,0.1,0.0,0.002,-4.1,-1.8,-5.9,-0.3,
9.0,Zion Williamson,25.0,PF,11,10,335,21.1,0.581,0.019,0.667,7.9,12.9,10.3,20.7,2.3,1.5,13.5,29.6,0.5,0.1,0.6,0.086,2.4,-1.1,1.4,0.3,
10.0,Jordan Hawkins,23.0,SG,22,0,316,6.4,0.451,0.575,0.1,2.7,10.3,6.3,8.2,0.5,0.6,7.4,17.9,-0.3,-0.1,-0.3,-0.049,-3.1,-3.5,-6.6,-0.4,
11.0,Bryce McGowens,23.0,SG,17,5,306,15.8,0.654,0.315,0.467,1.4,12.6,6.7,11.6,1.3,1.3,4.3,15.8,0.8,0.0,0.8,0.133,0.5,-0.9,-0.4,0.1,
12.0,Jordan Poole,26.0,PG,9,4,266,12.4,0.533,0.594,0.278,1.2,5.3,3.1,17.2,0.9,1.2,10.2,26.1,0.1,0.0,0.1,0.012,-0.2,-2.9,-3.1,-0.1,
13.0,Karlo Matković,24.0,PF,17,0,187,17.4,0.708,0.226,0.151,5.7,23.0,14.0,11.2,0.5,6.0,11.0,14.2,0.4,0.1,0.5,0.124,0.6,0.5,1.1,0.1,
14.0,Kevon Looney,29.0,C,12,6,155,10.8,0.449,0.212,0.182,13.7,20.3,16.8,14.2,1.2,3.3,14.4,11.2,0.1,0.1,0.2,0.05,-3.4,-0.1,-3.5,-0.1,
15.0,Trey Alexander,22.0,SG,3,0,37,14.8,0.778,0.333,0.0,0.0,12.6,6.0,15.5,1.3,2.8,10.0,11.3,0.1,0.0,0.1,0.127,0.7,0.5,1.2,0.0,
16.0,DeAndre Jordan,37.0,C,2,1,23,18.5,0.765,0.0,0.4,18.5,30.4,24.1,0.0,0.0,0.0,14.5,12.5,0.1,0.0,0.1,0.133,1.9,-2.8,-1.0,0.0,
17.0,Hunter Dickinson,25.0,C,1,0,5,-11.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,50.0,33.4,-0.1,0.0,-0.1,-0.53,-26.7,0.4,-26.3,0.0,
,Team Totals,,,27,27,6556,,0.561,0.351,0.276,,,,,,,,,5.7,2.3,8.0,0.058,-0.6,-1.1,-1.7,0.5,
