Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Trey Murphy III,25.0,SF,25,25,887,0,6,78,16,0,-9.5,-2.4,24,21,28,4,40,8,204,7,12,
2.0,Saddiq Bey,26.0,SF,26,18,758,0,0,19,81,1,-9.2,-1.3,8,4,15,3,39,2,144,5,14,
3.0,Jeremiah Fears,19.0,PG,27,25,746,89,11,0,0,0,-14.4,-13.3,37,15,19,7,46,4,191,13,34,
4.0,Derik Queen,21.0,C,27,15,681,0,0,0,8,93,-8.3,0.9,29,20,54,11,50,6,247,8,17,
5.0,Jose Alvarado,27.0,PG,26,0,580,100,0,0,0,0,-3.8,8.6,22,9,19,1,7,8,195,2,12,
6.0,Herbert Jones,27.0,SF,19,19,544,0,65,30,6,0,-9.1,-0.7,17,5,27,0,14,4,96,4,13,
7.0,Yves Missi,21.0,C,20,6,376,0,0,0,1,100,-3.6,7.2,5,6,20,8,12,1,61,2,6,
8.0,Micah Peavy,24.0,SG,22,1,354,1,28,51,20,0,-5.9,3.8,4,3,23,1,7,0,55,2,8,
9.0,Zion Williamson,25.0,PF,11,10,335,0,0,0,88,12,-3.5,7.0,14,14,15,4,50,0,113,7,21,
10.0,Jordan Hawkins,23.0,SG,22,0,316,2,95,3,0,0,-9.4,-0.9,4,5,10,0,3,1,46,0,3,
11.0,Bryce McGowens,23.0,SG,17,5,306,0,59,41,0,0,-4.5,5.5,2,0,9,2,22,7,61,5,10,
12.0,Jordan Poole,26.0,PG,9,4,266,21,79,0,0,0,-14.4,-7.2,8,7,6,1,11,8,71,2,10,
13.0,Karlo Matković,24.0,PF,17,0,187,0,0,0,51,49,-3.5,6.1,1,1,12,3,3,1,35,0,1,
14.0,Kevon Looney,29.0,C,12,6,155,0,0,0,9,92,-19.3,-11.9,2,1,11,2,2,0,43,0,4,
15.0,Trey Alexander,22.0,SG,3,0,37,0,94,6,0,0,5.5,14.6,1,0,4,0,0,0,11,0,0,
16.0,DeAndre Jordan,37.0,C,2,1,23,0,0,0,0,100,-58.8,-50.9,0,1,0,0,2,0,0,2,1,
17.0,Hunter Dickinson,25.0,C,1,0,5,0,0,0,0,100,-120.0,-111.7,1,0,1,1,0,0,0,0,0,
,Team Totals,,,27,27,6556,20,20,20,20,20,-8.7,-0.6,179,112,273,48,308,50,1573,59,166,
