Rk,Unnamed: 1,Salary
1,Myles Turner,"$35,069,500"
2,Buddy Hield,"$21,177,750"
3,Daniel Theis,"$8,694,369"
4,T.J. McConnell,"$8,100,000"
5,Bennedict Mathurin,"$6,586,800"
6,Goga Bitadze,"$4,765,339"
7,Jalen Smith,"$4,670,160"
8,Tyrese Haliburton,"$4,215,120"
9,George Hill,"$4,000,000"
10,Chris Duarte,"$3,936,960"
11,Aaron Nesmith,"$3,804,360"
12,Jordan Nwora,"$2,800,000"
13,Isaiah Jackson,"$2,573,760"
14,Andrew Nembhard,"$2,244,111"
15,Oshae Brissett,"$1,846,738"
16,Serge Ibaka,"$1,836,090"
17,James Johnson,"$1,836,090"
18,Terry Taylor,"$1,563,518"
19,Nik Stauskas,"$702,311"
20,James Johnson,"$590,926"
21,Juwan Morgan,"$576,230"
22,Malik Fitts,"$555,217"
23,Trevelin Queen,
24,Kendall Brown,
25,Gabe York,
