Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Deni Avdija,25,26,26,888,10.4,22.2,0.469,3.3,8.8,0.377,7.1,13.4,0.529,0.544,10.7,13.2,0.812,1.6,8.2,9.8,8.6,0.9,0.9,4.9,4.3,34.9,123,119,
2,Toumani Camara,25,26,26,861,6.3,15.1,0.415,3.3,9.8,0.337,2.9,5.2,0.563,0.525,1.6,2.2,0.707,2.7,4.6,7.3,4.0,1.6,0.8,2.8,4.7,17.4,110,120,
3,Jerami Grant,31,25,13,749,9.3,21.2,0.438,3.9,9.8,0.395,5.4,11.4,0.475,0.529,8.7,10.1,0.863,1.7,4.2,6.0,4.0,1.2,0.9,3.4,4.7,31.2,121,121,
4,Shaedon Sharpe,22,22,16,627,12.9,28.4,0.454,3.1,10.0,0.306,9.9,18.4,0.534,0.508,6.8,8.6,0.791,1.9,5.6,7.5,3.9,2.3,0.4,4.6,3.8,35.7,107,118,
5,Kris Murray,25,24,3,599,4.1,9.2,0.441,1.0,3.8,0.265,3.0,5.4,0.565,0.496,1.2,1.7,0.682,3.5,4.0,7.5,2.1,2.1,0.6,1.7,3.8,10.3,111,119,
6,Donovan Clingan,21,22,22,552,7.0,14.5,0.48,1.2,5.0,0.237,5.8,9.5,0.607,0.52,3.0,3.7,0.795,8.5,10.5,19.0,3.2,1.2,2.8,1.5,4.6,18.1,131,115,
7,Sidy Cissoko,21,21,10,410,4.9,11.4,0.43,2.3,6.6,0.345,2.6,4.8,0.548,0.53,1.5,2.2,0.684,1.9,3.5,5.5,3.1,1.1,0.5,2.2,5.9,13.6,110,122,
8,Jrue Holiday,35,12,12,401,8.6,19.4,0.446,3.6,9.9,0.365,5.0,9.5,0.531,0.539,2.5,2.9,0.84,1.9,5.5,7.4,11.6,2.2,0.4,4.1,2.8,23.3,118,118,
9,Caleb Love,24,18,0,322,7.9,23.1,0.34,3.6,13.8,0.263,4.2,9.3,0.453,0.418,1.7,2.2,0.8,1.6,4.9,6.5,5.7,1.2,0.0,2.3,3.1,21.1,100,122,
10,Robert Williams,28,16,1,249,8.3,12.0,0.688,0.2,1.5,0.125,8.1,10.5,0.768,0.695,1.1,2.1,0.545,6.4,11.1,17.5,2.6,1.9,4.7,1.7,3.8,17.9,139,111,
11,Duop Reath,29,20,0,169,7.5,14.4,0.519,5.3,10.5,0.5,2.2,3.9,0.571,0.702,0.6,0.8,0.667,1.4,3.9,5.3,1.7,0.8,0.8,1.7,4.7,20.8,130,122,
12,Rayan Rupert,21,19,0,160,4.4,12.3,0.357,1.8,5.9,0.3,2.6,6.4,0.409,0.429,0.6,1.2,0.5,1.8,7.6,9.4,2.0,2.0,0.3,2.6,5.9,11.1,87,117,
13,Yang Hansen,20,13,1,100,5.6,18.7,0.3,0.5,7.5,0.063,5.1,11.2,0.458,0.313,4.2,4.7,0.9,2.8,8.0,10.8,4.7,0.0,2.3,4.2,6.1,15.9,85,119,
14,Blake Wesley,22,6,0,98,6.7,16.2,0.412,1.0,4.8,0.2,5.7,11.5,0.5,0.441,2.9,4.8,0.6,1.0,5.7,6.7,9.1,4.8,0.5,3.3,6.7,17.2,104,112,
15,Matisse Thybulle,28,4,0,49,5.7,9.6,0.6,3.8,5.7,0.667,1.9,3.8,0.5,0.8,3.8,3.8,1.0,0.0,3.8,3.8,2.9,9.6,0.0,1.0,6.7,19.1,164,103,
16,Javonte Cooke,26,5,0,31,4.5,18.1,0.25,1.5,7.6,0.2,3.0,10.6,0.286,0.292,0.0,0.0,,1.5,3.0,4.5,7.6,1.5,0.0,6.0,1.5,10.6,67,122,
