Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Deni Avdija,25.0,SF,26,26,888,20.9,0.622,0.396,0.592,3.5,19.6,11.2,29.6,0.9,1.7,14.9,28.0,2.3,0.6,2.9,0.156,4.7,-0.1,4.6,1.5,
2.0,Toumani Camara,25.0,PF,26,26,861,10.0,0.542,0.653,0.148,6.0,11.0,8.4,12.1,1.6,1.4,15.0,16.0,0.2,0.5,0.7,0.041,-1.5,-0.7,-2.2,0.0,
3.0,Jerami Grant,31.0,PF,25,13,749,16.5,0.607,0.462,0.474,3.8,10.1,6.9,13.2,1.2,1.8,11.6,24.7,1.4,0.3,1.8,0.114,1.8,-1.3,0.6,0.5,
4.0,Shaedon Sharpe,22.0,SG,22,16,627,16.8,0.554,0.352,0.302,4.3,13.4,8.6,14.5,2.3,0.7,12.6,31.3,0.1,0.5,0.6,0.044,0.6,-1.3,-0.7,0.2,
5.0,Kris Murray,25.0,SF,24,3,599,8.4,0.517,0.415,0.186,7.7,9.5,8.6,5.9,2.1,1.2,14.7,9.9,0.2,0.4,0.5,0.043,-3.0,0.2,-2.8,-0.1,
6.0,Donovan Clingan,21.0,C,22,22,552,19.0,0.559,0.345,0.257,18.7,25.1,21.7,9.9,1.2,5.3,8.6,15.0,1.2,0.6,1.9,0.162,1.3,-0.4,0.9,0.4,
7.0,Sidy Cissoko,21.0,SF,21,10,410,7.0,0.549,0.58,0.19,4.3,8.4,6.3,8.9,1.1,0.9,14.9,12.3,0.1,0.1,0.2,0.029,-3.8,-1.1,-4.9,-0.3,
8.0,Jrue Holiday,35.0,PG,12,12,401,16.9,0.565,0.512,0.151,4.1,13.1,8.4,37.3,2.2,0.7,16.5,21.0,0.6,0.3,0.9,0.108,2.6,-0.2,2.4,0.4,
9.0,Caleb Love,24.0,SG,18,0,322,8.4,0.438,0.597,0.094,3.5,11.8,7.5,17.8,1.2,0.0,8.8,22.4,-0.3,0.1,-0.1,-0.02,-3.4,-2.6,-6.0,-0.3,
10.0,Robert Williams,28.0,C,16,1,249,21.7,0.69,0.125,0.172,14.1,26.5,20.0,8.4,1.9,8.8,11.6,12.4,0.6,0.4,1.0,0.191,2.3,2.0,4.3,0.4,
11.0,Duop Reath,29.0,C,20,0,169,12.2,0.703,0.731,0.058,3.0,9.3,6.0,5.2,0.8,1.6,10.1,14.0,0.3,0.1,0.3,0.096,1.0,-1.0,0.0,0.1,
12.0,Rayan Rupert,21.0,SG,19,0,160,4.7,0.434,0.476,0.095,3.9,18.1,10.7,5.8,2.0,0.6,17.1,13.1,-0.2,0.1,-0.1,-0.025,-6.6,-0.5,-7.1,-0.2,
13.0,Yang Hansen,20.0,C,13,1,100,4.7,0.383,0.4,0.25,6.2,19.0,12.3,13.8,0.0,4.4,16.9,21.2,-0.3,0.1,-0.2,-0.093,-7.5,-0.7,-8.2,-0.2,
14.0,Blake Wesley,22.0,SG,6,0,98,12.5,0.469,0.294,0.294,2.1,13.7,7.7,27.5,4.8,0.9,15.4,18.4,0.0,0.1,0.1,0.054,-4.4,3.7,-0.7,0.0,
15.0,Matisse Thybulle,28.0,SG,4,0,49,21.3,0.85,0.6,0.4,0.0,9.1,4.4,8.5,9.6,0.0,7.8,10.4,0.2,0.1,0.3,0.264,0.4,10.5,10.9,0.2,
16.0,Javonte Cooke,26.0,SG,5,0,31,-0.7,0.292,0.417,0.0,3.3,7.2,5.2,21.5,1.5,0.0,25.0,20.5,-0.1,0.0,-0.1,-0.208,-8.8,-3.6,-12.4,-0.1,
,Team Totals,,,26,26,6265,,0.567,0.456,0.307,,,,,,,,,6.2,4.5,10.7,0.082,0.0,-0.5,-0.4,2.5,
