Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Deni Avdija,25.0,SF,26,26,888,0,27,62,11,0,0.1,12.4,43,37,55,9,112,3,418,26,31,
2.0,Toumani Camara,25.0,PF,26,26,861,0,0,2,75,23,-2.2,3.9,38,9,43,3,17,38,178,3,17,
3.0,Jerami Grant,31.0,PF,25,13,749,0,0,42,53,4,-4.6,-2.8,21,20,31,8,70,1,160,16,28,
4.0,Shaedon Sharpe,22.0,SG,22,16,627,38,57,4,0,0,-3.1,0.7,25,31,16,5,59,4,133,21,21,
5.0,Kris Murray,25.0,SF,24,3,599,4,51,36,8,0,-9.1,-10.7,11,5,26,5,10,1,60,0,10,
6.0,Donovan Clingan,21.0,C,22,22,552,0,0,0,0,100,-1.3,3.9,9,4,37,4,24,0,92,7,10,
7.0,Sidy Cissoko,21.0,SF,21,10,410,39,40,19,2,0,2.0,8.1,9,6,20,2,11,15,71,6,8,
8.0,Jrue Holiday,35.0,PG,12,12,401,100,0,0,0,0,1.1,6.7,23,9,9,1,8,2,232,1,6,
9.0,Caleb Love,24.0,SG,18,0,322,94,5,1,0,0,-13.1,-13.1,9,5,13,0,5,0,95,0,11,
10.0,Robert Williams,28.0,C,16,1,249,0,0,0,0,100,-6.3,-3.5,3,2,14,1,5,0,35,1,3,
11.0,Duop Reath,29.0,C,20,0,169,0,0,0,31,69,-13.7,-11.9,2,4,11,0,2,1,16,1,2,
12.0,Rayan Rupert,21.0,SG,19,0,160,16,58,25,2,0,-5.7,-2.5,6,3,9,0,1,1,17,0,4,
13.0,Yang Hansen,20.0,C,13,1,100,0,0,0,0,100,-12.4,-9.7,2,6,9,1,5,2,27,2,4,
14.0,Blake Wesley,22.0,SG,6,0,98,86,14,0,0,0,-2.1,1.5,3,3,6,1,4,4,48,2,3,
15.0,Matisse Thybulle,28.0,SG,4,0,49,6,79,15,0,0,23.4,28.0,1,0,2,0,1,1,7,0,1,
16.0,Javonte Cooke,26.0,SG,5,0,31,37,63,0,0,0,-10.6,-7.3,3,1,0,0,0,0,10,0,3,
,Team Totals,,,26,26,6265,20,20,20,20,20,-3.5,1.2,208,145,301,40,334,73,1599,86,162,
