Rk,Unnamed: 1,Salary
1,Deandre Ayton,"$35,550,814"
2,Jrue Holiday,"$32,400,000"
3,Jerami Grant,"$32,000,001"
4,Deni Avdija,"$14,375,000"
5,Damian Lillard,"$14,104,000"
6,Robert Williams,"$13,285,713"
7,Matisse Thybulle,"$11,550,000"
8,Scoot Henderson,"$10,748,040"
9,Shaedon Sharpe,"$8,399,983"
10,Donovan Clingan,"$7,178,400"
11,Yang Hansen,"$4,422,360"
12,Kris Murray,"$3,132,000"
13,Blake Wesley,"$2,296,274"
14,Toumani Camara,"$2,221,677"
15,Rayan Rupert,"$2,221,677"
16,Duop Reath,"$2,221,677"
17,Didi Louzada,"$268,032"
