Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Deni Avdija,25.0,26,26,888,198,422,0.469,63,167,0.377,135,255,0.529,0.544,203,250,0.812,30,156,186,164,18,17,93,81,662,2,
2.0,Toumani Camara,25.0,26,26,861,115,277,0.415,61,181,0.337,54,96,0.563,0.525,29,41,0.707,50,85,135,74,29,14,52,87,320,0,
3.0,Jerami Grant,31.0,25,13,749,149,340,0.438,62,157,0.395,87,183,0.475,0.529,139,161,0.863,28,68,96,64,19,15,54,76,499,0,
4.0,Shaedon Sharpe,22.0,22,16,627,173,381,0.454,41,134,0.306,132,247,0.534,0.508,91,115,0.791,26,75,101,52,31,5,62,51,478,0,
5.0,Kris Murray,25.0,24,3,599,52,118,0.441,13,49,0.265,39,69,0.565,0.496,15,22,0.682,45,51,96,27,27,8,22,48,132,0,
6.0,Donovan Clingan,21.0,22,22,552,82,171,0.48,14,59,0.237,68,112,0.607,0.52,35,44,0.795,100,124,224,38,14,33,18,54,213,0,
7.0,Sidy Cissoko,21.0,21,10,410,43,100,0.43,20,58,0.345,23,42,0.548,0.53,13,19,0.684,17,31,48,27,10,4,19,52,119,0,
8.0,Jrue Holiday,35.0,12,12,401,74,166,0.446,31,85,0.365,43,81,0.531,0.539,21,25,0.84,16,47,63,99,19,3,35,24,200,0,
9.0,Caleb Love,24.0,18,0,322,54,159,0.34,25,95,0.263,29,64,0.453,0.418,12,15,0.8,11,34,45,39,8,0,16,21,145,0,
10.0,Robert Williams,28.0,16,1,249,44,64,0.688,1,8,0.125,43,56,0.768,0.695,6,11,0.545,34,59,93,14,10,25,9,20,95,0,
11.0,Duop Reath,29.0,20,0,169,27,52,0.519,19,38,0.5,8,14,0.571,0.702,2,3,0.667,5,14,19,6,3,3,6,17,75,0,
12.0,Rayan Rupert,21.0,19,0,160,15,42,0.357,6,20,0.3,9,22,0.409,0.429,2,4,0.5,6,26,32,7,7,1,9,20,38,0,
13.0,Yang Hansen,20.0,13,1,100,12,40,0.3,1,16,0.063,11,24,0.458,0.313,9,10,0.9,6,17,23,10,0,5,9,13,34,0,
14.0,Blake Wesley,22.0,6,0,98,14,34,0.412,2,10,0.2,12,24,0.5,0.441,6,10,0.6,2,12,14,19,10,1,7,14,36,0,
15.0,Matisse Thybulle,28.0,4,0,49,6,10,0.6,4,6,0.667,2,4,0.5,0.8,4,4,1.0,0,4,4,3,10,0,1,7,20,0,
16.0,Javonte Cooke,26.0,5,0,31,3,12,0.25,1,5,0.2,2,7,0.286,0.292,0,0,,1,2,3,5,1,0,4,1,7,0,
,Team Totals,,26,26,6265,1061,2388,0.444,364,1088,0.335,697,1300,0.536,0.521,587,734,0.8,377,805,1182,648,216,134,416,586,3073,2,
