Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Royce O'Neale,28,77,77,2406,4.2,9.1,0.457,2.4,6.3,0.389,1.7,2.8,0.609,0.591,0.9,1.2,0.804,1.3,6.2,7.6,3.9,1.8,0.7,1.6,3.8,11.7,122,111,
2,Donovan Mitchell,25,67,67,2266,13.5,30.0,0.448,5.1,14.3,0.355,8.4,15.7,0.533,0.533,5.8,6.8,0.853,1.2,5.0,6.2,7.8,2.2,0.3,4.4,3.6,37.8,114,111,AS
3,Jordan Clarkson,29,79,1,2141,10.8,25.7,0.419,4.4,13.8,0.318,6.4,11.9,0.535,0.504,3.3,4.0,0.828,1.5,4.8,6.3,4.5,1.5,0.4,3.0,3.4,29.2,108,113,6MOY-4
4,Bojan Bogdanović,32,69,69,2131,9.8,21.5,0.455,4.2,10.9,0.387,5.6,10.7,0.524,0.552,5.2,6.0,0.858,1.3,5.5,6.9,2.8,0.8,0.0,2.7,2.7,28.9,116,115,
5,Rudy Gobert,29,66,66,2120,8.4,11.8,0.713,0.0,0.1,0.0,8.4,11.7,0.718,0.713,7.1,10.2,0.69,5.6,16.9,22.6,1.7,1.0,3.2,2.8,4.1,23.9,137,103,"DPOY-3,AS,DEF1"
6,Mike Conley,34,72,72,2058,8.3,19.0,0.435,4.1,9.9,0.408,4.2,9.1,0.464,0.542,3.1,3.9,0.796,1.1,4.1,5.2,9.2,2.3,0.5,3.0,3.4,23.7,120,111,
7,Hassan Whiteside,32,65,8,1162,9.1,14.0,0.652,0.0,0.0,,9.1,14.0,0.652,0.652,4.4,7.1,0.623,7.1,14.0,21.0,1.1,0.9,4.4,2.3,7.6,22.7,132,104,
8,Joe Ingles,34,45,15,1122,5.1,12.6,0.404,3.4,9.9,0.347,1.6,2.6,0.617,0.54,0.7,1.0,0.773,0.5,5.2,5.8,7.0,1.0,0.2,2.0,3.6,14.3,117,114,
9,Rudy Gay,35,55,1,1038,7.5,18.0,0.414,3.3,9.7,0.345,4.1,8.4,0.494,0.507,3.0,3.8,0.785,2.6,8.9,11.5,2.7,1.2,0.9,2.2,4.5,21.2,110,110,
10,Trent Forrest,23,60,6,765,4.9,10.0,0.49,0.3,1.7,0.185,4.6,8.3,0.555,0.506,2.5,3.1,0.792,1.5,4.9,6.4,6.8,1.9,0.4,3.1,2.8,12.6,111,112,
11,Eric Paschall,25,58,3,736,7.7,15.8,0.485,2.7,7.3,0.37,5.0,8.5,0.583,0.57,4.4,5.8,0.767,2.0,5.1,7.1,2.4,0.6,0.3,1.8,3.4,22.4,123,115,
12,Danuel House Jr.,28,25,6,491,5.5,12.4,0.447,3.4,8.3,0.415,2.1,4.1,0.512,0.585,2.7,3.9,0.692,1.4,5.4,6.8,2.5,1.6,1.2,1.5,3.5,17.2,122,111,
