Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Royce O'Neale,28.0,SF,77,77,2406,0,18,78,5,0,5.0,-2.9,52,9,83,7,20,16,480,8,15,
2.0,Donovan Mitchell,25.0,SG,67,67,2266,11,81,7,0,0,5.8,-0.8,95,79,56,17,137,12,892,43,47,AS
3.0,Jordan Clarkson,29.0,SG,79,1,2141,41,55,4,0,0,8.2,4.7,52,48,45,11,75,8,476,27,40,6MOY-4
4.0,Bojan Bogdanović,32.0,PF,69,69,2131,0,0,5,94,1,4.8,-2.8,45,48,39,11,94,5,306,20,61,
5.0,Rudy Gobert,29.0,C,66,66,2120,0,0,0,0,100,9.4,7.1,25,36,83,40,172,6,185,27,48,"DPOY-3,AS,DEF1"
6.0,Mike Conley,34.0,PG,72,72,2058,100,0,0,0,0,7.7,3.3,87,25,49,2,53,21,923,12,28,
7.0,Hassan Whiteside,32.0,C,65,8,1162,0,0,0,0,100,10.1,5.7,9,17,117,18,72,2,66,17,30,
8.0,Joe Ingles,34.0,SF,45,15,1122,0,0,91,9,0,7.9,2.5,28,11,15,4,6,4,383,1,8,
9.0,Rudy Gay,35.0,PF,55,1,1038,0,0,0,77,23,8.7,3.6,20,16,49,6,37,4,140,7,19,
10.0,Trent Forrest,23.0,PG,60,6,765,85,15,0,0,0,6.2,0.2,29,7,21,3,23,0,262,6,12,
11.0,Eric Paschall,25.0,PF,58,3,736,0,0,7,78,15,-2.1,-10.0,7,13,20,7,43,3,94,12,22,
12.0,Danuel House Jr.,28.0,SF,25,6,491,0,4,81,15,0,7.9,2.1,10,4,17,0,17,5,58,2,7,
13.0,Jared Butler,21.0,SG,42,1,360,25,67,8,0,0,-0.2,-6.9,16,14,22,2,5,0,154,1,5,
14.0,Juancho Hernangómez,26.0,PF,17,9,298,0,0,6,77,17,7.1,1.1,6,1,11,0,11,0,37,2,5,
15.0,Udoka Azubuike,22.0,C,17,6,195,0,0,0,0,100,-0.1,-6.5,2,2,15,5,5,0,0,3,2,
16.0,Nickeil Alexander-Walker,23.0,SG,15,2,149,0,61,38,1,0,6.6,0.6,5,2,9,1,5,0,44,2,2,
17.0,Elijah Hughes,23.0,SF,14,1,112,0,32,57,11,0,-30.8,-38.0,2,4,3,1,1,1,15,0,0,
18.0,Miye Oni,24.0,SG,16,0,44,0,10,84,6,0,-28.8,-35.3,0,0,4,0,1,0,14,1,0,
19.0,Malik Fitts,24.0,PF,7,0,35,0,0,0,67,33,-39.2,-45.7,1,0,2,0,0,0,0,0,1,
20.0,Xavier Sneed,24.0,SF,7,0,31,0,0,96,4,0,-1.7,-7.8,0,0,0,0,0,0,3,0,0,
21.0,Greg Monroe,31.0,C,3,0,26,0,0,0,0,100,-8.8,-15.0,0,0,5,0,4,0,7,1,0,
22.0,Norvel Pelle,28.0,C,3,0,19,0,0,0,5,95,-56.0,-62.4,1,0,0,0,0,0,0,0,0,
23.0,Denzel Valentine,28.0,SG,2,0,18,0,0,100,0,0,1.3,-4.8,0,2,0,0,0,0,0,0,0,
24.0,Zylan Cheatham,26.0,SF,1,0,5,0,0,0,100,0,-118.2,-124.4,0,0,0,0,0,0,0,0,0,
,Team Totals,,,82,82,19728,20,20,20,20,20,6.1,0.5,492,338,665,135,781,87,4539,192,352,
