Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Donovan Mitchell,25,SG,6,6,229,8.3,20.9,0.398,1.6,7.5,0.208,6.8,13.4,0.506,0.436,5.8,6.6,0.881,0.9,3.1,4.1,5.3,0.6,0.5,2.5,2.2,24.1,
2,Bojan Bogdanović,32,PF,6,6,214,6.6,13.6,0.481,1.9,5.6,0.333,4.7,8.1,0.583,0.549,3.2,4.0,0.792,0.5,3.7,4.2,1.7,0.3,0.0,2.0,4.0,18.2,
3,Rudy Gobert,29,C,6,6,197,3.8,6.0,0.636,0.0,0.0,,3.8,6.0,0.636,0.636,5.5,8.0,0.682,3.8,10.6,14.4,0.5,0.2,1.1,1.5,3.5,13.2,
4,Royce O'Neale,28,SF,6,6,188,2.7,6.7,0.4,1.3,4.8,0.28,1.3,1.9,0.7,0.5,0.4,0.4,1.0,1.1,5.4,6.5,1.7,0.6,0.2,0.6,3.1,7.1,
5,Mike Conley,34,PG,6,6,174,3.9,11.8,0.333,1.0,5.2,0.2,2.9,6.6,0.438,0.377,2.5,3.1,0.8,0.4,3.5,3.9,6.0,1.0,0.4,2.7,3.9,11.4,
6,Jordan Clarkson,29,SG,6,0,170,8.5,15.5,0.548,1.9,5.1,0.375,6.6,10.4,0.633,0.61,3.4,3.8,0.889,1.1,3.0,4.0,1.7,0.6,0.2,2.1,3.6,22.2,
7,Danuel House Jr.,28,SF,6,0,112,2.9,7.1,0.409,0.6,3.2,0.2,2.3,3.9,0.583,0.455,1.9,2.6,0.75,0.6,4.8,5.5,1.3,0.0,0.3,1.9,2.3,8.4,
8,Hassan Whiteside,32,C,6,0,65,2.8,6.6,0.417,0.0,0.0,,2.8,6.6,0.417,0.417,0.6,2.2,0.25,4.4,12.7,17.2,0.0,1.1,4.4,0.0,5.0,6.1,
9,Juancho Hernangómez,26,PF,6,0,56,3.2,11.6,0.278,2.6,7.7,0.333,0.6,3.9,0.167,0.389,0.0,0.0,,1.3,6.4,7.7,3.2,1.3,0.0,1.3,2.6,9.0,
10,Eric Paschall,25,PF,4,0,24,4.5,9.0,0.5,1.5,3.0,0.5,3.0,6.0,0.5,0.583,1.5,1.5,1.0,1.5,6.0,7.5,0.0,1.5,0.0,0.0,4.5,12.0,
11,Nickeil Alexander-Walker,23,SG,1,0,5,14.4,14.4,1.0,0.0,0.0,,14.4,14.4,1.0,1.0,7.2,7.2,1.0,0.0,7.2,7.2,7.2,7.2,0.0,0.0,0.0,36.0,
12,Jared Butler,21,SG,1,0,5,0.0,14.4,0.0,0.0,0.0,,0.0,14.4,0.0,0.0,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,
