Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19730,3327,7067,0.471,1192,3308,0.36,2135,3759,0.568,1470,1916,0.767,884,2916,3800,1836,588,402,1149,1547,9316
Team/G,,240.6,40.6,86.2,0.471,14.5,40.3,0.36,26.0,45.8,0.568,17.9,23.4,0.767,10.8,35.6,46.3,22.4,7.2,4.9,14.0,18.9,113.6
Lg Rank,,24,15,25,6.0,2,2,11.0,26,30,2.0,6,4,20.0,10,3,3,27,20,11,16,10,7
Year/Year,,-0.2%,-1.7%,-2.2%,0.002,-13.1%,-6.2%,-0.029,6.2%,1.7%,0.024,4.5%,8.8%,-0.032,1.5%,-5.5%,-4.0%,-5.3%,8.9%,-4.9%,-1.4%,1.7%,-2.4%
Opponent,82.0,19730,3314,7318,0.453,994,2837,0.35,2320,4481,0.518,1199,1581,0.758,809,2599,3408,1917,636,352,982,1664,8821
Opponent/G,,240.6,40.4,89.2,0.453,12.1,34.6,0.35,28.3,54.6,0.518,14.6,19.3,0.758,9.9,31.7,41.6,23.4,7.8,4.3,12.0,20.3,107.6
Lg Rank,,24,13,21,9.0,14,13,13.0,18,23,6.0,1,1,4.0,9,1,1,5,19,8,29,8,10
Year/Year,,-0.2%,-1.1%,-2.4%,0.006,11.5%,8.6%,0.009,-5.7%,-8.2%,0.014,0.6%,1.8%,-0.009,0.6%,-3.4%,-2.5%,4.9%,0.8%,9.6%,4.3%,7.0%,0.4%
