Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Donovan Mitchell,25,6,6,229,12.2,30.6,0.398,2.3,11.1,0.208,9.9,19.6,0.506,0.436,8.5,9.7,0.881,1.4,4.6,6.0,7.8,0.9,0.7,3.7,3.2,35.2,106,117,
2,Bojan Bogdanović,32,6,6,214,9.6,20.0,0.481,2.7,8.1,0.333,6.9,11.8,0.583,0.549,4.7,5.9,0.792,0.7,5.4,6.2,2.5,0.5,0.0,3.0,5.9,26.6,110,118,
3,Rudy Gobert,29,6,6,197,5.6,8.8,0.636,0.0,0.0,,5.6,8.8,0.636,0.636,8.0,11.8,0.682,5.6,15.5,21.2,0.8,0.3,1.6,2.1,5.1,19.3,134,112,
4,Royce O'Neale,28,6,6,188,3.9,9.8,0.4,2.0,7.0,0.28,2.0,2.8,0.7,0.5,0.6,0.6,1.0,1.7,7.9,9.5,2.5,0.8,0.3,0.8,4.5,10.4,112,116,
5,Mike Conley,34,6,6,174,5.8,17.3,0.333,1.5,7.6,0.2,4.2,9.7,0.438,0.377,3.6,4.5,0.8,0.6,5.2,5.8,8.8,1.5,0.6,3.9,5.8,16.7,92,115,
6,Jordan Clarkson,29,6,0,170,12.4,22.7,0.548,2.8,7.4,0.375,9.6,15.2,0.633,0.61,5.0,5.6,0.889,1.6,4.3,5.9,2.5,0.9,0.3,3.1,5.3,32.6,120,117,
7,Danuel House Jr.,28,6,0,112,4.2,10.4,0.409,0.9,4.7,0.2,3.3,5.7,0.583,0.455,2.8,3.8,0.75,0.9,7.1,8.0,1.9,0.0,0.5,2.8,3.3,12.2,92,118,
8,Hassan Whiteside,32,6,0,65,4.1,9.7,0.417,0.0,0.0,,4.1,9.7,0.417,0.417,0.8,3.2,0.25,6.5,18.7,25.2,0.0,1.6,6.5,0.0,7.3,8.9,110,100,
9,Juancho Hernangómez,26,6,0,56,4.7,17.0,0.278,3.8,11.3,0.333,0.9,5.7,0.167,0.389,0.0,0.0,,1.9,9.4,11.3,4.7,1.9,0.0,1.9,3.8,13.2,89,114,
10,Eric Paschall,25,4,0,24,6.6,13.2,0.5,2.2,4.4,0.5,4.4,8.8,0.5,0.583,2.2,2.2,1.0,2.2,8.8,11.0,0.0,2.2,0.0,0.0,6.6,17.6,133,113,
11,Nickeil Alexander-Walker,23,1,0,5,21.1,21.1,1.0,0.0,0.0,,21.1,21.1,1.0,1.0,10.6,10.6,1.0,0.0,10.6,10.6,10.6,10.6,0.0,0.0,0.0,52.8,212,93,
12,Jared Butler,21,1,0,5,0.0,21.1,0.0,0.0,0.0,,0.0,21.1,0.0,0.0,0.0,0.0,,0.0,10.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0,118,
