Rk,Unnamed: 1,Salary
1,Rudy Gobert,"$35,344,828"
2,Donovan Mitchell,"$28,103,500"
3,Mike Conley,"$21,000,000"
4,Bojan Bogdanović,"$18,502,000"
5,Jordan Clarkson,"$12,420,000"
6,Royce O'Neale,"$8,800,000"
7,Juancho Hernangómez,"$6,175,440"
8,Rudy Gay,"$5,890,000"
9,Nickeil Alexander-Walker,"$3,261,480"
10,Hassan Whiteside,"$2,401,537"
11,Udoka Azubuike,"$2,075,880"
12,Eric Paschall,"$1,782,621"
13,Danuel House,"$991,967"
14,Jared Butler,"$925,258"
15,Greg Monroe,"$138,019"
16,Denzel Valentine,"$111,457"
17,Norvel Pelle,"$95,930"
18,Zylan Cheatham,"$89,057"
19,Jarrell Brantley,"$84,414"
20,Trent Forrest,"$8,558"
21,Malik Fitts,$0
22,Justin James,$0
23,Xavier Sneed,$0
