Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Nickeil Alexander-Walker,23.0,SG,1,0,5,1.0,1.0,,1.0,1.0,1.025,0.5,0.0,217,188,,188,129.0,181,201,0,
2.0,Bojan Bogdanović,32.0,PF,6,6,214,0.481,0.583,0.333,0.549,0.792,0.59,0.296,0.407,104,110,94.0,103,102.0,104,119,102,
3.0,Jared Butler,21.0,SG,1,0,5,0.0,0.0,,0.0,,0.0,0.0,0.0,0,0,,0,,0,0,0,
4.0,Jordan Clarkson,29.0,SG,6,0,170,0.548,0.633,0.375,0.61,0.889,0.649,0.247,0.329,119,119,106.0,115,115.0,115,99,82,
5.0,Mike Conley,34.0,PG,6,6,174,0.333,0.438,0.2,0.377,0.8,0.432,0.263,0.439,72,82,57.0,71,103.0,76,106,110,
6.0,Rudy Gobert,29.0,C,6,6,197,0.636,0.636,,0.636,0.682,0.688,1.333,0.0,138,119,,120,88.0,121,537,0,
7.0,Juancho Hernangómez,26.0,PF,6,0,56,0.278,0.167,0.333,0.389,,0.389,0.0,0.667,60,31,94.0,73,,69,0,167,
8.0,Danuel House Jr.,28.0,SF,6,0,112,0.409,0.583,0.2,0.455,0.75,0.509,0.364,0.455,89,110,57.0,85,97.0,90,147,114,
9.0,Donovan Mitchell,25.0,SG,6,6,229,0.398,0.506,0.208,0.436,0.881,0.505,0.316,0.361,86,95,59.0,82,114.0,89,127,90,
10.0,Royce O'Neale,28.0,SF,6,6,188,0.4,0.7,0.28,0.5,1.0,0.516,0.057,0.714,87,131,79.0,94,129.0,91,23,179,
11.0,Eric Paschall,25.0,PF,4,0,24,0.5,0.5,0.5,0.583,1.0,0.621,0.167,0.333,108,94,141.0,110,129.0,110,67,83,
12.0,Hassan Whiteside,32.0,C,6,0,65,0.417,0.417,,0.417,0.25,0.4,0.333,0.0,90,78,,78,32.0,71,134,0,
,Team Totals,,,6,6,1439,0.443,0.546,0.274,0.495,0.786,0.546,0.335,0.378,96,102,77.0,93,101.0,96,135,95,
