Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Franz Wagner,21,80,80,2609,10.0,20.7,0.485,2.4,6.7,0.361,7.6,14.0,0.544,0.543,5.0,6.0,0.842,1.3,4.8,6.1,5.2,1.4,0.3,3.1,3.4,27.5,115,116,
2,Paolo Banchero,20,72,72,2430,9.5,22.3,0.427,1.7,5.7,0.298,7.8,16.6,0.471,0.465,7.8,10.6,0.738,1.7,8.2,9.9,5.4,1.2,0.8,4.0,3.2,28.6,105,114,ROY-1
3,Markelle Fultz,24,60,60,1778,9.5,18.5,0.514,0.7,2.4,0.31,8.8,16.1,0.544,0.534,3.0,3.9,0.783,1.9,4.5,6.4,9.3,2.4,0.7,3.8,3.6,22.8,113,114,
4,Wendell Carter Jr.,23,57,54,1690,9.2,17.5,0.525,2.3,6.4,0.356,6.9,11.1,0.624,0.591,4.1,5.6,0.738,3.4,10.8,14.2,3.8,0.9,0.9,3.0,4.5,24.8,119,113,
5,Cole Anthony,22,60,4,1552,8.6,19.0,0.454,2.3,6.4,0.364,6.3,12.6,0.5,0.516,4.7,5.3,0.894,1.5,7.5,9.0,7.3,1.2,1.0,2.8,4.9,24.3,117,115,
6,Bol Bol,23,70,33,1505,8.4,15.4,0.546,1.0,3.6,0.265,7.4,11.7,0.633,0.577,2.6,3.5,0.759,2.2,10.8,13.0,2.2,1.0,2.7,3.6,3.0,20.4,106,111,
7,Jalen Suggs,21,53,19,1246,7.2,17.2,0.419,2.6,7.8,0.327,4.7,9.4,0.496,0.493,3.3,4.6,0.723,2.1,4.1,6.2,6.0,2.6,1.0,3.6,4.7,20.3,104,113,
8,Gary Harris,28,48,42,1184,5.6,12.5,0.45,3.8,8.9,0.431,1.8,3.6,0.494,0.603,1.1,1.2,0.9,0.9,3.1,4.0,2.4,1.8,0.5,1.1,3.8,16.2,122,116,
9,Moritz Wagner,25,57,18,1109,8.6,17.3,0.5,2.2,7.1,0.313,6.4,10.2,0.631,0.564,6.7,7.9,0.841,3.0,8.3,11.3,3.7,1.6,0.6,3.0,5.9,26.1,122,114,
10,Terrence Ross,31,42,9,944,6.6,15.3,0.431,3.1,8.2,0.381,3.5,7.1,0.489,0.533,0.8,1.0,0.75,0.5,3.8,4.4,2.8,1.3,0.4,1.9,2.7,17.1,104,117,
11,Caleb Houstan,20,51,4,812,3.9,10.8,0.363,2.7,8.1,0.338,1.2,2.7,0.435,0.489,0.9,1.1,0.833,2.0,3.9,5.9,1.8,0.7,0.4,1.1,3.7,11.5,108,118,
12,Mo Bamba,24,40,6,681,7.5,15.2,0.495,3.1,7.7,0.398,4.5,7.5,0.594,0.596,2.5,3.6,0.686,3.3,9.7,13.1,3.0,0.9,2.7,1.6,6.1,20.6,125,112,
13,Chuma Okeke,24,27,8,518,4.0,11.4,0.352,2.4,8.0,0.302,1.6,3.4,0.472,0.459,1.5,2.0,0.762,2.4,6.5,9.0,3.5,1.8,1.0,1.6,3.7,11.9,107,114,
14,Kevon Harris,25,34,0,457,5.0,11.3,0.439,1.7,4.5,0.372,3.3,6.8,0.484,0.514,3.3,4.3,0.756,3.0,4.4,7.4,1.7,1.8,0.5,2.2,5.6,14.9,110,115,
15,Admiral Schofield,25,37,0,451,5.9,13.1,0.451,2.6,7.9,0.324,3.3,5.1,0.646,0.549,2.3,2.5,0.913,2.5,4.2,6.6,3.3,0.9,0.5,1.7,6.5,16.6,120,117,
16,R.J. Hampton,21,26,0,361,6.7,15.3,0.439,2.4,7.1,0.34,4.3,8.2,0.525,0.518,4.2,5.0,0.838,1.2,4.0,5.2,4.6,2.1,0.5,2.8,2.9,19.9,111,115,
17,Goga Bitadze,23,17,1,255,8.0,13.8,0.575,0.4,2.3,0.167,7.6,11.6,0.656,0.589,2.3,3.4,0.667,6.8,9.9,16.7,4.0,1.3,3.0,1.9,5.7,18.6,129,110,
18,Jonathan Isaac,25,11,0,124,8.6,20.7,0.415,2.3,5.8,0.4,6.2,14.8,0.421,0.472,1.9,3.5,0.556,5.8,11.3,17.2,2.3,5.5,1.6,1.6,1.9,21.4,108,102,
19,Michael Carter-Williams,31,4,0,44,6.6,15.4,0.429,1.1,3.3,0.333,5.5,12.1,0.455,0.464,4.4,7.7,0.571,1.1,4.4,5.5,7.7,1.1,1.1,4.4,5.5,18.7,98,116,
20,Jay Scrubb,22,2,0,30,8.1,11.3,0.714,3.2,3.2,1.0,4.8,8.1,0.6,0.857,1.6,3.2,0.5,0.0,9.7,9.7,1.6,3.2,0.0,4.8,3.2,20.9,108,110,
