Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Franz Wagner,21.0,SF,80,80,2609,0.485,12.0,0.678,0.27,0.311,0.063,0.034,0.322,0.544,0.728,0.42,0.414,0.447,0.361,0.464,0.8,0.03,29,0.172,0.435,4,0,
2.0,Paolo Banchero,20.0,PF,72,72,2430,0.427,12.4,0.746,0.242,0.253,0.124,0.127,0.254,0.471,0.658,0.38,0.41,0.352,0.298,0.404,0.706,0.054,52,0.123,0.343,1,0,ROY-1
3.0,Markelle Fultz,24.0,PG,60,60,1778,0.514,9.8,0.872,0.299,0.28,0.178,0.115,0.128,0.544,0.685,0.5,0.438,0.449,0.31,0.323,0.963,0.054,30,0.368,0.375,2,0,
4.0,Wendell Carter Jr.,23.0,C,57,54,1690,0.525,13.3,0.633,0.282,0.179,0.101,0.07,0.367,0.624,0.85,0.473,0.452,0.349,0.356,0.649,0.988,0.145,84,0.218,0.449,0,0,
5.0,Cole Anthony,22.0,PG,60,4,1552,0.454,14.7,0.662,0.143,0.249,0.151,0.12,0.338,0.5,0.632,0.447,0.522,0.425,0.364,0.248,0.733,0.023,11,0.083,0.353,0,0,
6.0,Bol Bol,23.0,PF,70,33,1505,0.546,10.7,0.764,0.324,0.264,0.107,0.069,0.236,0.633,0.871,0.492,0.471,0.303,0.265,0.537,0.767,0.157,73,0.239,0.185,0,0,
7.0,Jalen Suggs,21.0,SG,53,19,1246,0.419,15.8,0.545,0.23,0.162,0.077,0.077,0.455,0.496,0.588,0.472,0.324,0.441,0.327,0.317,0.712,0.016,5,0.134,0.407,2,0,
8.0,Gary Harris,28.0,SG,48,42,1184,0.45,19.4,0.29,0.143,0.091,0.016,0.039,0.71,0.494,0.614,0.429,0.0,0.417,0.431,0.523,0.915,0.01,2,0.417,0.462,0,0,
9.0,Moritz Wagner,25.0,C,57,18,1109,0.5,12.2,0.588,0.379,0.189,0.008,0.013,0.412,0.631,0.733,0.453,0.333,0.4,0.313,0.782,0.98,0.134,42,0.178,0.31,0,0,
10.0,Terrence Ross,31.0,SG,42,9,944,0.431,19.2,0.465,0.043,0.107,0.174,0.14,0.535,0.489,0.692,0.5,0.385,0.548,0.381,0.588,0.918,0.023,5,0.231,0.459,0,0,
11.0,Caleb Houstan,20.0,SF,51,4,812,0.363,20.1,0.253,0.159,0.038,0.005,0.049,0.747,0.435,0.483,0.429,0.0,0.333,0.338,0.65,1.0,0.005,0,0.338,0.478,0,0,
12.0,Mo Bamba,24.0,C,40,6,681,0.495,14.9,0.495,0.322,0.103,0.037,0.033,0.505,0.594,0.739,0.273,0.5,0.286,0.398,0.762,1.0,0.187,33,0.12,0.385,0,0,
13.0,Chuma Okeke,24.0,SF,27,8,518,0.352,19.6,0.295,0.164,0.057,0.049,0.025,0.705,0.472,0.7,0.143,0.167,0.333,0.302,0.588,0.923,0.049,4,0.198,0.471,0,0,
14.0,Kevon Harris,25.0,SG,34,0,457,0.439,12.3,0.598,0.355,0.206,0.009,0.028,0.402,0.484,0.579,0.409,0.0,0.0,0.372,0.516,0.875,0.075,5,0.326,0.5,0,0,
15.0,Admiral Schofield,25.0,PF,37,0,451,0.451,16.4,0.393,0.221,0.164,0.008,0.0,0.607,0.646,0.704,0.6,0.0,,0.324,0.645,0.958,0.008,0,0.351,0.385,0,0,
16.0,R.J. Hampton,21.0,SG,26,0,361,0.439,15.8,0.535,0.167,0.219,0.079,0.07,0.465,0.525,0.684,0.52,0.444,0.25,0.34,0.25,0.722,0.018,2,0.283,0.467,0,0,
17.0,Goga Bitadze,23.0,C,17,1,255,0.575,6.6,0.836,0.493,0.342,0.0,0.0,0.164,0.656,0.778,0.48,,,0.167,0.575,0.5,0.164,12,0.083,0.0,0,0,
18.0,Jonathan Isaac,25.0,PF,11,0,124,0.415,11.9,0.717,0.321,0.189,0.113,0.094,0.283,0.421,0.588,0.1,0.5,0.4,0.4,0.5,1.0,0.113,5,0.267,0.75,0,0,
19.0,Michael Carter-Williams,31.0,PG,4,0,44,0.429,10.4,0.786,0.143,0.5,0.143,0.0,0.214,0.455,1.0,0.429,0.0,,0.333,0.0,1.0,0.0,0,0.333,0.0,0,0,
20.0,Jay Scrubb,22.0,SG,2,0,30,0.714,9.7,0.714,0.429,0.286,0.0,0.0,0.286,0.6,0.667,0.5,,,1.0,0.333,0.5,0.143,1,0.5,1.0,0,0,
,Team Totals,,,82,82,19780,0.47,13.9,0.639,0.249,0.221,0.094,0.076,0.361,0.539,0.713,0.44,0.427,0.398,0.346,0.47,0.858,0.064,395,0.213,0.415,9,0,
