Rk,Unnamed: 1,Salary
1,Jonathan Isaac,"$17,400,000"
2,Markelle Fultz,"$16,500,000"
3,Wendell Carter,"$14,150,000"
4,Gary Harris,"$13,000,000"
5,Patrick Beverley,"$13,000,000"
6,Paolo Banchero,"$11,055,120"
7,Terrence Ross,"$10,581,484"
8,Jalen Suggs,"$6,922,320"
9,Franz Wagner,"$5,258,280"
10,Cole Anthony,"$3,613,680"
11,Chuma Okeke,"$3,433,320"
12,R.J. Hampton,"$2,412,840"
13,Bol Bol,"$2,200,000"
14,Caleb Houstan,"$2,000,000"
15,Moritz Wagner,"$1,878,720"
16,Michael Carter-Williams,"$652,829"
17,Goga Bitadze,"$612,181"
18,Admiral Schofield,"$506,508"
19,Admiral Schofield,
20,Kevon Harris,
21,Jay Scrubb,
