Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Mikal Bridges,28,82,82,3036,9.7,19.3,0.5,2.7,7.6,0.354,7.0,11.8,0.594,0.57,1.6,1.9,0.814,1.2,3.1,4.2,5.0,1.2,0.7,2.2,2.1,23.6,117,118,
2,Josh Hart,29,77,77,2897,6.9,13.2,0.525,1.4,4.3,0.333,5.5,8.9,0.618,0.579,2.7,3.5,0.776,2.8,9.9,12.6,7.8,2.0,0.5,2.7,3.4,18.0,125,112,
3,OG Anunoby,27,74,74,2706,9.0,18.8,0.476,3.1,8.4,0.372,5.8,10.4,0.561,0.559,3.4,4.1,0.81,1.8,4.8,6.6,3.0,2.0,1.2,1.9,3.2,24.4,118,114,
4,Karl-Anthony Towns,29,72,72,2517,12.6,24.0,0.526,2.8,6.7,0.42,9.8,17.3,0.567,0.584,6.7,8.1,0.829,4.2,14.0,18.1,4.4,1.4,1.0,3.8,4.9,34.7,122,110,"AS,NBA3"
5,Jalen Brunson,28,65,65,2301,12.6,25.9,0.488,3.3,8.6,0.383,9.3,17.3,0.539,0.551,7.9,9.7,0.821,0.6,3.5,4.0,10.2,1.3,0.2,3.5,3.0,36.4,123,118,"MVP-10,CPOY-1,AS,NBA2"
6,Miles McBride,24,64,10,1593,6.9,17.0,0.406,3.6,9.7,0.369,3.3,7.3,0.455,0.511,1.6,2.0,0.813,1.5,3.6,5.0,5.8,2.1,0.5,1.3,3.4,19.0,117,116,
7,Precious Achiuwa,25,57,10,1170,7.0,13.9,0.502,0.4,1.5,0.278,6.5,12.3,0.529,0.517,1.7,2.9,0.594,4.3,9.2,13.4,2.3,2.0,1.8,1.9,3.4,16.1,112,111,
8,Cameron Payne,30,72,5,1090,8.1,20.3,0.401,4.2,11.7,0.363,3.9,8.6,0.453,0.506,2.2,2.5,0.907,0.6,4.1,4.7,9.2,1.8,0.7,2.4,5.1,22.8,115,116,
9,Landry Shamet,27,50,0,762,6.9,15.0,0.461,4.0,10.2,0.397,2.9,4.8,0.595,0.596,0.8,1.2,0.667,0.7,3.3,4.0,1.8,1.5,0.1,1.4,3.4,18.6,114,118,
10,Jericho Sims,26,39,5,422,3.3,5.4,0.609,0.0,0.0,,3.3,5.4,0.609,0.609,0.9,1.5,0.615,6.0,9.2,15.2,2.6,0.9,1.2,2.5,5.4,7.5,122,114,
11,Tyler Kolek,23,41,0,296,4.5,13.7,0.329,2.3,7.9,0.298,2.2,5.9,0.371,0.415,2.2,2.8,0.765,1.3,3.2,4.5,11.7,2.0,0.7,3.0,4.4,13.6,109,116,
12,Mitchell Robinson,26,17,3,290,6.3,9.6,0.661,0.0,0.0,,6.3,9.6,0.661,0.661,2.2,3.3,0.684,8.9,8.4,17.3,2.2,2.7,3.1,1.7,4.4,14.9,143,108,
13,Delon Wright,32,14,5,230,5.0,10.6,0.469,1.7,5.2,0.333,3.2,5.4,0.6,0.551,1.3,1.9,0.667,2.6,1.7,4.3,6.3,2.6,0.6,1.7,1.7,12.9,124,116,
14,Ariel Hukporti,22,25,1,217,4.8,7.1,0.677,0.0,0.0,,4.8,7.1,0.677,0.677,1.4,3.0,0.462,3.2,8.5,11.7,2.5,0.2,3.4,4.8,7.3,11.0,95,113,
15,Pacome Dadiet,19,18,0,111,4.5,13.9,0.323,2.7,8.5,0.316,1.8,5.4,0.333,0.419,1.8,2.7,0.667,1.3,6.7,8.0,2.2,1.3,0.9,1.8,3.1,13.4,94,115,
16,Matt Ryan,27,19,0,68,7.3,22.6,0.323,4.4,13.9,0.316,2.9,8.8,0.333,0.419,1.5,1.5,1.0,0.0,5.8,5.8,2.2,1.5,0.0,2.2,0.7,20.4,88,117,
17,P.J. Tucker,39,3,1,58,2.6,6.0,0.429,2.6,5.1,0.5,0.0,0.9,0.0,0.643,0.0,0.0,,3.4,3.4,6.8,0.0,0.9,0.9,0.9,6.8,7.7,129,118,
18,Jacob Toppin,24,16,0,49,3.0,10.1,0.3,0.0,2.0,0.0,3.0,8.1,0.375,0.3,0.0,0.0,,2.0,9.1,11.1,4.1,2.0,0.0,2.0,3.0,6.1,79,113,
19,Kevin McCullar Jr.,23,4,0,29,3.4,12.0,0.286,0.0,1.7,0.0,3.4,10.3,0.333,0.286,3.4,3.4,1.0,0.0,13.7,13.7,3.4,1.7,1.7,0.0,10.3,10.3,98,109,
20,Anton Watson,24,9,0,22,9.0,20.3,0.444,0.0,2.3,0.0,9.0,18.0,0.5,0.444,0.0,0.0,,2.3,4.5,6.8,4.5,2.3,0.0,4.5,6.8,18.0,86,115,
21,MarJon Beauchamp,24,6,0,17,14.6,32.1,0.455,2.9,14.6,0.2,11.7,17.5,0.667,0.5,11.7,11.7,1.0,5.8,20.4,26.3,2.9,2.9,0.0,2.9,5.8,43.8,122,104,
