Rk,Unnamed: 1,Salary
1,Karl-Anthony Towns,"$49,205,800"
2,OG Anunoby,"$36,637,932"
3,Jalen Brunson,"$24,960,001"
4,Mikal Bridges,"$23,300,000"
5,Josh Hart,"$18,144,000"
6,Mitchell Robinson,"$14,318,182"
7,Precious Achiuwa,"$6,000,000"
8,Miles McBride,"$4,710,144"
9,Delon Wright,"$2,087,519"
10,Tyler Kolek,"$2,087,519"
11,Cameron Payne,"$2,087,519"
12,Pacome Dadiet,"$1,808,080"
13,Landry Shamet,"$1,343,690"
14,Ariel Hukporti,"$1,064,049"
15,Matt Ryan,"$621,439"
16,P.J. Tucker,"$246,833"
17,P.J. Tucker,"$119,972"
18,P.J. Tucker,"$119,972"
19,Boo Buie,
20,Jacob Toppin,
21,Kevin McCullar,
22,Anton Watson,
23,Matt Ryan,
24,MarJon Beauchamp,
25,Ariel Hukporti,
