Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Mikal Bridges,28.0,SF,82,82,3036,0.5,14.7,0.609,0.185,0.189,0.192,0.042,0.391,0.594,0.785,0.513,0.507,0.52,0.354,0.682,0.957,0.025,28,0.449,0.423,12,0,
2.0,Josh Hart,29.0,SG,77,77,2897,0.525,11.3,0.673,0.408,0.162,0.066,0.036,0.327,0.618,0.732,0.44,0.412,0.5,0.333,0.613,0.869,0.03,21,0.258,0.308,1,0,
3.0,OG Anunoby,27.0,PF,74,74,2706,0.476,13.5,0.552,0.338,0.123,0.055,0.037,0.448,0.561,0.706,0.349,0.321,0.289,0.372,0.717,0.93,0.14,132,0.45,0.377,1,0,
4.0,Karl-Anthony Towns,29.0,C,72,72,2517,0.526,10.8,0.722,0.353,0.277,0.058,0.035,0.278,0.567,0.695,0.476,0.4,0.262,0.42,0.586,0.972,0.071,76,0.062,0.333,0,0,"AS,NBA3"
5.0,Jalen Brunson,28.0,PG,65,65,2301,0.488,14.2,0.669,0.149,0.255,0.181,0.084,0.331,0.539,0.676,0.497,0.525,0.455,0.383,0.236,0.461,0.0,0,0.144,0.404,0,0,"MVP-10,CPOY-1,AS,NBA2"
6.0,Miles McBride,24.0,SG,64,10,1593,0.406,18.3,0.43,0.141,0.101,0.11,0.079,0.57,0.455,0.494,0.327,0.55,0.419,0.369,0.393,0.809,0.026,10,0.276,0.395,3,0,
7.0,Precious Achiuwa,25.0,C,57,10,1170,0.502,6.2,0.89,0.523,0.266,0.098,0.003,0.11,0.529,0.661,0.31,0.438,0.0,0.278,0.695,1.0,0.171,52,0.75,0.259,0,0,
8.0,Cameron Payne,30.0,PG,72,5,1090,0.401,17.8,0.426,0.128,0.209,0.065,0.025,0.574,0.453,0.526,0.441,0.379,0.364,0.363,0.302,0.645,0.0,0,0.094,0.375,0,0,
9.0,Landry Shamet,27.0,SG,50,0,762,0.461,19.3,0.322,0.135,0.07,0.087,0.03,0.678,0.595,0.71,0.438,0.65,0.286,0.397,0.818,0.919,0.013,3,0.397,0.468,1,0,
10.0,Jericho Sims,26.0,C,39,5,422,0.609,2.3,1.0,0.696,0.283,0.022,0.0,0.0,0.609,0.75,0.308,0.0,,,0.714,,0.587,22,,,0,0,
11.0,Tyler Kolek,23.0,PG,41,0,296,0.329,17.2,0.427,0.159,0.195,0.061,0.012,0.573,0.371,0.462,0.25,0.4,1.0,0.298,0.231,1.0,0.0,0,0.234,0.364,1,0,
12.0,Mitchell Robinson,26.0,C,17,3,290,0.661,1.1,1.0,0.893,0.107,0.0,0.0,0.0,0.661,0.72,0.167,,,,0.378,,0.411,20,,,0,0,
13.0,Delon Wright,32.0,PG,14,5,230,0.469,13.9,0.51,0.347,0.122,0.02,0.02,0.49,0.6,0.647,0.5,0.0,1.0,0.333,0.533,1.0,0.0,0,0.292,0.286,0,0,
14.0,Ariel Hukporti,22.0,C,25,1,217,0.677,3.4,1.0,0.645,0.258,0.097,0.0,0.0,0.677,0.75,0.5,0.667,,,0.952,,0.323,10,,,0,0,
15.0,Pacome Dadiet,19.0,SG,18,0,111,0.323,18.4,0.387,0.129,0.097,0.032,0.129,0.613,0.333,0.5,0.0,0.0,0.5,0.316,1.0,1.0,0.0,0,0.421,0.125,0,0,
16.0,Matt Ryan,27.0,SF,19,0,68,0.323,18.6,0.387,0.097,0.129,0.097,0.065,0.613,0.333,1.0,0.25,0.0,0.0,0.316,1.0,1.0,0.0,0,0.421,0.25,0,0,
17.0,P.J. Tucker,39.0,SF,3,1,58,0.429,23.9,0.143,0.0,0.0,0.143,0.0,0.857,0.0,,,0.0,,0.5,,1.0,0.0,0,0.833,0.6,0,0,
18.0,Jacob Toppin,24.0,SF,16,0,49,0.3,7.3,0.8,0.5,0.2,0.1,0.0,0.2,0.375,0.4,0.0,1.0,,0.0,0.333,,0.1,1,0.0,,0,0,
19.0,Kevin McCullar Jr.,23.0,SF,4,0,29,0.286,9.4,0.857,0.143,0.429,0.286,0.0,0.143,0.333,1.0,0.333,0.0,,0.0,0.5,,0.0,0,0.0,,0,0,
20.0,Anton Watson,24.0,SF,9,0,22,0.444,6.4,0.889,0.444,0.444,0.0,0.0,0.111,0.5,0.75,0.25,,,0.0,0.75,,0.111,1,0.0,,0,0,
21.0,MarJon Beauchamp,24.0,SF,6,0,17,0.455,14.7,0.545,0.364,0.091,0.0,0.091,0.455,0.667,1.0,0.0,,0.0,0.2,0.5,0.0,0.091,1,0.0,,0,0,
,Team Totals,,,82,82,19881,0.486,12.5,0.618,0.27,0.196,0.107,0.045,0.382,0.558,0.696,0.445,0.477,0.412,0.369,0.555,0.828,0.057,377,0.285,0.386,19,0,
