Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,RJ Barrett,20.0,SG,5,5,162,0.388,0.462,0.286,0.448,0.8,0.489,0.224,0.418,83.0,87.0,78.0,83.0,103.0,86,91.0,107.0,
2.0,Reggie Bullock,29.0,SF,5,5,162,0.385,0.5,0.345,0.513,0.8,0.534,0.128,0.744,83.0,94.0,94.0,95.0,103.0,93,52.0,190.0,
3.0,Alec Burks,29.0,SG,5,0,128,0.429,0.5,0.333,0.5,0.737,0.544,0.339,0.429,92.0,94.0,91.0,93.0,95.0,95,137.0,109.0,
4.0,Taj Gibson,35.0,C,5,3,138,0.6,0.6,,0.6,1.0,0.612,0.05,0.0,129.0,113.0,,112.0,129.0,107,20.0,0.0,
5.0,Kevin Knox,21.0,SF,1,0,4,,,,,1.0,1.136,,,,,,,129.0,199,,,
6.0,Nerlens Noel,26.0,C,5,2,92,0.5,0.5,,0.5,0.813,0.675,1.6,0.0,107.0,94.0,,93.0,104.0,118,648.0,0.0,
7.0,Frank Ntilikina,22.0,PG,3,0,4,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,,0,0.0,255.0,
8.0,Elfrid Payton,26.0,PG,2,2,13,0.0,0.0,,0.0,0.5,0.085,0.4,0.0,0.0,0.0,,0.0,64.0,15,162.0,0.0,
9.0,Immanuel Quickley,21.0,PG,5,0,77,0.303,0.273,0.364,0.364,0.714,0.402,0.212,0.333,65.0,51.0,99.0,68.0,92.0,70,86.0,85.0,
10.0,Julius Randle,26.0,PF,5,5,180,0.298,0.279,0.333,0.356,0.852,0.425,0.287,0.351,64.0,53.0,91.0,66.0,110.0,74,116.0,90.0,
11.0,Derrick Rose,32.0,PG,5,3,175,0.476,0.478,0.471,0.524,1.0,0.551,0.107,0.202,102.0,90.0,128.0,97.0,129.0,96,43.0,52.0,
12.0,Obi Toppin,22.0,PF,5,0,65,0.522,0.643,0.333,0.587,0.833,0.624,0.261,0.391,112.0,121.0,91.0,109.0,107.0,109,106.0,100.0,
,Team Totals,,,5,5,1200,0.398,0.429,0.342,0.458,0.817,0.505,0.252,0.352,85.0,81.0,93.0,85.0,105.0,88,100.0,90.0,
