Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Julius Randle,26.0,5,5,180,28,94,0.298,11,33,0.333,17,61,0.279,0.356,23,27,0.852,11,47,58,20,3,0,23,18,90,0,
2.0,Derrick Rose,32.0,5,3,175,40,84,0.476,8,17,0.471,32,67,0.478,0.524,9,9,1.0,4,16,20,25,2,1,8,5,97,0,
3.0,RJ Barrett,20.0,5,5,162,26,67,0.388,8,28,0.286,18,39,0.462,0.448,12,15,0.8,4,32,36,15,4,2,2,11,72,0,
4.0,Reggie Bullock,29.0,5,5,162,15,39,0.385,10,29,0.345,5,10,0.5,0.513,4,5,0.8,5,12,17,6,3,1,4,11,44,0,
5.0,Taj Gibson,35.0,5,3,138,12,20,0.6,0,0,,12,20,0.6,0.6,1,1,1.0,16,19,35,4,8,5,3,13,25,0,
6.0,Alec Burks,29.0,5,0,128,24,56,0.429,8,24,0.333,16,32,0.5,0.5,14,19,0.737,5,20,25,13,1,0,4,11,70,0,
7.0,Nerlens Noel,26.0,5,2,92,5,10,0.5,0,0,,5,10,0.5,0.5,13,16,0.813,10,10,20,1,4,3,4,15,23,0,
8.0,Immanuel Quickley,21.0,5,0,77,10,33,0.303,4,11,0.364,6,22,0.273,0.364,5,7,0.714,0,7,7,5,3,0,6,8,29,0,
9.0,Obi Toppin,22.0,5,0,65,12,23,0.522,3,9,0.333,9,14,0.643,0.587,5,6,0.833,4,9,13,2,0,1,3,6,32,0,
10.0,Elfrid Payton,26.0,2,2,13,0,5,0.0,0,0,,0,5,0.0,0.0,1,2,0.5,0,0,0,1,1,0,0,1,1,0,
11.0,Kevin Knox,21.0,1,0,4,0,0,,0,0,,0,0,,,2,2,1.0,0,1,1,1,0,1,0,0,2,0,
12.0,Frank Ntilikina,22.0,3,0,4,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,
,Team Totals,,5,5,1200,172,432,0.398,52,152,0.342,120,280,0.429,0.458,89,109,0.817,59,173,232,93,29,14,57,99,485,0,
