Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Julius Randle,26.0,71,71,2667,602,1321,0.456,160,389,0.411,442,932,0.474,0.516,348,429,0.811,84,639,723,427,64,18,241,225,1712,6,"MVP-8,MIP-1,AS,NBA2"
2.0,RJ Barrett,20.0,72,72,2511,467,1060,0.441,124,309,0.401,343,751,0.457,0.499,206,276,0.746,68,346,414,217,53,20,139,188,1264,0,
3.0,Reggie Bullock,29.0,65,64,1949,248,561,0.442,163,398,0.41,85,163,0.521,0.587,50,55,0.909,16,207,223,99,52,11,45,146,709,0,
4.0,Nerlens Noel,26.0,64,41,1547,137,223,0.614,0,3,0.0,137,220,0.623,0.614,50,70,0.714,142,266,408,46,70,141,65,176,324,0,
5.0,Elfrid Payton,26.0,63,63,1484,269,622,0.432,28,98,0.286,241,524,0.46,0.455,73,107,0.682,64,152,216,203,47,9,103,116,639,0,
6.0,Alec Burks,29.0,49,5,1255,210,500,0.42,102,246,0.415,108,254,0.425,0.522,101,118,0.856,21,206,227,107,31,14,49,102,623,0,
7.0,Immanuel Quickley,21.0,64,3,1243,229,580,0.395,118,303,0.389,111,277,0.401,0.497,155,174,0.891,25,112,137,127,30,12,58,114,731,0,
8.0,Derrick Rose,32.0,35,3,937,208,427,0.487,37,90,0.411,171,337,0.507,0.53,68,77,0.883,14,87,101,146,31,15,49,39,521,0,"MVP-9,6MOY-3"
9.0,Taj Gibson,35.0,45,3,936,99,158,0.627,3,15,0.2,96,143,0.671,0.636,40,55,0.727,99,151,250,36,31,49,22,99,241,0,
10.0,Mitchell Robinson,22.0,31,29,853,115,176,0.653,0,0,,115,176,0.653,0.653,26,53,0.491,113,139,252,17,35,45,26,86,256,0,
11.0,Obi Toppin,22.0,62,0,683,104,209,0.498,26,85,0.306,78,124,0.629,0.56,19,26,0.731,26,112,138,29,17,15,23,55,253,0,
12.0,Kevin Knox,21.0,42,0,464,56,143,0.392,35,89,0.393,21,54,0.389,0.514,16,20,0.8,10,51,61,19,12,6,17,37,163,0,
13.0,Austin Rivers,28.0,21,2,442,58,135,0.43,28,77,0.364,30,58,0.517,0.533,10,14,0.714,5,42,47,42,12,0,22,32,154,0,
14.0,Frank Ntilikina,22.0,33,4,322,29,79,0.367,23,48,0.479,6,31,0.194,0.513,8,18,0.444,6,25,31,19,18,4,11,45,89,0,
15.0,Norvel Pelle,27.0,9,0,52,5,7,0.714,0,0,,5,7,0.714,0.714,1,2,0.5,2,9,11,1,1,6,0,4,11,0,
16.0,Theo Pinson,25.0,17,0,34,1,9,0.111,0,8,0.0,1,1,1.0,0.111,0,0,,0,5,5,1,0,0,1,4,2,0,
17.0,Dennis Smith Jr.,23.0,3,0,28,2,10,0.2,0,4,0.0,2,6,0.333,0.2,5,6,0.833,0,2,2,3,3,0,1,4,9,0,
18.0,Jared Harper,23.0,8,0,16,0,4,0.0,0,1,0.0,0,3,0.0,0.0,3,4,0.75,0,2,2,1,0,0,3,1,3,0,
19.0,Ignas Brazdeikis,22.0,4,0,7,0,1,0.0,0,0,,0,1,0.0,0.0,2,2,1.0,1,1,2,1,0,0,1,0,2,0,
,Team Totals,,72,72,17430,2839,6225,0.456,847,2163,0.392,1992,4062,0.49,0.524,1181,1506,0.784,696,2554,3250,1541,507,365,876,1473,7706,6,
