Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Anthony Edwards,23.0,SG,15,15,585,20.2,0.564,0.436,0.299,3.6,19.5,11.7,23.7,1.5,1.9,10.4,27.9,1.1,0.7,1.9,0.154,4.8,1.2,6.0,1.2,
2.0,Julius Randle,30.0,PF,15,15,533,18.9,0.622,0.341,0.328,6.0,13.2,9.6,22.9,1.1,0.4,15.8,25.3,1.2,0.5,1.7,0.152,3.4,0.8,4.2,0.8,
3.0,Jaden McDaniels,24.0,PF,15,15,497,15.6,0.607,0.325,0.166,6.4,13.2,9.8,7.2,1.9,2.6,9.0,17.4,0.9,0.6,1.5,0.143,0.6,2.0,2.6,0.6,
4.0,Rudy Gobert,32.0,C,15,15,411,14.4,0.584,0.0,0.633,13.5,22.9,18.3,3.8,1.0,4.3,11.4,12.0,0.6,0.6,1.2,0.138,-0.8,0.4,-0.3,0.2,
5.0,Donte DiVincenzo,28.0,SG,15,0,377,9.8,0.493,0.698,0.103,3.8,10.4,7.1,18.9,2.8,1.1,17.5,18.4,-0.1,0.5,0.4,0.046,-2.1,1.5,-0.5,0.1,
6.0,Naz Reid,25.0,C,15,0,375,13.8,0.645,0.573,0.227,5.0,16.9,11.0,9.9,1.5,3.7,18.8,17.2,0.3,0.5,0.8,0.107,0.3,2.2,2.5,0.4,
7.0,Mike Conley,37.0,PG,15,15,356,8.9,0.442,0.625,0.135,4.0,10.3,7.2,19.0,1.3,0.8,10.6,13.8,0.2,0.3,0.5,0.061,-2.0,0.1,-1.9,0.0,
8.0,Nickeil Alexander-Walker,26.0,SG,15,0,310,9.5,0.519,0.558,0.15,3.0,7.0,5.1,16.6,1.0,1.6,16.0,20.1,0.0,0.2,0.2,0.028,-1.2,-0.2,-1.4,0.0,
9.0,Terrence Shannon Jr.,24.0,SG,9,0,57,22.2,0.635,0.296,0.444,2.1,18.2,10.2,8.9,3.5,0.0,8.5,26.8,0.2,0.1,0.3,0.229,0.5,3.5,4.0,0.1,
10.0,Jaylen Clark,23.0,SG,5,0,28,20.3,0.814,0.2,0.8,8.4,20.5,14.6,5.3,3.6,0.0,12.9,12.0,0.1,0.0,0.1,0.237,0.8,6.1,6.8,0.1,
11.0,Josh Minott,22.0,SF,5,0,23,-2.0,0.313,0.75,0.0,0.0,0.0,0.0,11.8,0.0,4.3,20.0,18.8,-0.1,0.0,-0.1,-0.181,-7.8,-2.7,-10.4,0.0,
12.0,Luka Garza,26.0,C,5,0,19,31.7,1.083,0.167,0.0,18.6,0.0,9.2,0.0,0.0,0.0,0.0,13.7,0.1,0.0,0.1,0.294,11.1,0.0,11.1,0.1,
13.0,Rob Dillingham,20.0,PG,3,0,16,21.1,0.45,0.25,0.25,0.0,14.4,7.3,68.9,0.0,0.0,0.0,24.1,0.1,0.0,0.1,0.23,5.3,1.1,6.4,0.0,
14.0,Leonard Miller,21.0,SF,3,0,13,39.8,0.813,0.125,0.0,27.2,17.7,22.4,0.0,0.0,0.0,11.1,30.0,0.1,0.0,0.1,0.281,10.8,-1.3,9.6,0.0,
,Team Totals,,,15,15,3600,,0.574,0.434,0.256,,,,,,,,,4.6,4.0,8.6,0.115,0.9,1.1,2.0,3.6,
