Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,1/2 Court,1/2 Court,Unnamed: 29_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
1.0,Anthony Edwards,23.0,SG,79,79,2871,0.447,16.9,0.497,0.176,0.158,0.084,0.08,0.503,0.501,0.678,0.453,0.341,0.372,0.395,0.384,0.475,0.039,54,0.107,0.414,10,0,"MVP-7,CPOY-3,AS,NBA2"
2.0,Jaden McDaniels,24.0,PF,82,82,2614,0.477,12.8,0.637,0.253,0.23,0.121,0.032,0.363,0.561,0.73,0.427,0.535,0.296,0.33,0.611,0.95,0.074,51,0.512,0.335,3,0,
3.0,Rudy Gobert,32.0,C,72,72,2388,0.669,2.4,1.0,0.757,0.218,0.022,0.004,0.0,0.669,0.79,0.324,0.0,0.0,,0.707,,0.494,225,,,0,0,"DPOY-13,DEF2"
4.0,Julius Randle,30.0,PF,69,69,2226,0.485,12.4,0.666,0.252,0.262,0.121,0.03,0.334,0.555,0.751,0.423,0.465,0.429,0.344,0.447,0.843,0.052,46,0.21,0.273,1,0,
5.0,Naz Reid,25.0,C,80,17,2200,0.462,15.4,0.499,0.2,0.255,0.044,0.0,0.501,0.544,0.681,0.468,0.366,,0.379,0.641,0.92,0.034,25,0.227,0.39,2,0,6MOY-5
6.0,Nickeil Alexander-Walker,26.0,SG,82,10,2073,0.438,17.5,0.399,0.166,0.14,0.063,0.031,0.601,0.524,0.667,0.43,0.359,0.526,0.381,0.612,0.986,0.019,8,0.335,0.468,4,0,6MOY-6
7.0,Mike Conley,37.0,PG,71,64,1756,0.4,19.4,0.338,0.077,0.15,0.081,0.03,0.662,0.38,0.583,0.371,0.342,0.0,0.41,0.433,0.819,0.0,0,0.268,0.494,1,0,
8.0,Donte DiVincenzo,28.0,SG,62,10,1606,0.422,20.5,0.261,0.126,0.106,0.024,0.005,0.739,0.49,0.627,0.365,0.357,0.333,0.397,0.592,0.851,0.013,5,0.196,0.419,2,0,
9.0,Jaylen Clark,23.0,SG,40,4,522,0.467,13.4,0.575,0.3,0.217,0.05,0.008,0.425,0.493,0.528,0.462,0.5,0.0,0.431,0.559,1.0,0.025,2,0.549,0.429,2,0,
10.0,Rob Dillingham,20.0,PG,49,1,516,0.441,13.9,0.649,0.213,0.223,0.123,0.09,0.351,0.496,0.733,0.404,0.462,0.211,0.338,0.309,0.48,0.014,3,0.135,0.5,0,0,
11.0,Terrence Shannon Jr.,24.0,SG,32,1,339,0.482,9.8,0.728,0.325,0.333,0.044,0.026,0.272,0.53,0.73,0.368,0.6,0.0,0.355,0.841,1.0,0.07,6,0.645,0.4,0,0,
12.0,Josh Minott,22.0,SF,46,0,276,0.489,12.9,0.522,0.422,0.089,0.011,0.0,0.478,0.638,0.658,0.625,0.0,,0.326,0.7,1.0,0.178,15,0.605,0.346,0,0,
13.0,Luka Garza,26.0,C,39,0,219,0.495,11.8,0.657,0.286,0.267,0.105,0.0,0.343,0.609,0.7,0.607,0.364,,0.278,0.714,1.0,0.048,5,0.083,0.0,0,0,
14.0,Joe Ingles,37.0,SF,19,1,114,0.261,19.4,0.348,0.043,0.217,0.043,0.043,0.652,0.375,0.0,0.4,1.0,0.0,0.2,1.0,1.0,0.0,0,0.133,0.0,0,0,
15.0,PJ Dozier,28.0,SG,9,0,35,0.667,24.7,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.667,,1.0,0.0,0,0.333,1.0,0,0,
16.0,Leonard Miller,21.0,SF,13,0,32,0.4,10.9,0.667,0.4,0.2,0.067,0.0,0.333,0.6,0.667,0.667,0.0,,0.0,0.667,,0.067,1,0.0,,0,0,
17.0,Bones Hyland,24.0,PG,4,0,17,0.667,23.6,0.333,0.0,0.0,0.0,0.333,0.667,1.0,,,,1.0,0.5,0.0,0.0,0.0,0,0.0,,0,0,
18.0,Daishen Nix,22.0,PG,3,0,13,0.0,24.8,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,0,0.0,,0,0,
19.0,Tristen Newton,23.0,SG,3,0,8,0.0,10.8,1.0,0.0,0.5,0.5,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0,,,0,0,
20.0,Jesse Edwards,24.0,C,2,0,5,,,,,,,,,,,,,,,,,,0,,,0,0,
,Team Totals,,,82,82,19830,0.468,15.4,0.545,0.238,0.197,0.076,0.034,0.455,0.545,0.714,0.427,0.409,0.34,0.377,0.553,0.782,0.071,446,0.243,0.398,25,0,
