Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,82.0,19830,3364,7182,0.468,1233,3269,0.377,2131,3913,0.545,1411,1789,0.789,908,2726,3634,2142,654,406,1186,1498,9372
Team/G,,241.8,41.0,87.6,0.468,15.0,39.9,0.377,26.0,47.7,0.545,17.2,21.8,0.789,11.1,33.2,44.3,26.1,8.0,5.0,14.5,18.3,114.3
Lg Rank,,6,19,22,16.0,5,5,4.0,26,28,18.0,12,16,10.0,15,13,15,17,18,14,18,12,13
Year/Year,,0.1%,-0.6%,3.0%,-0.017,18.9%,21.9%,-0.01,-9.2%,-8.9%,-0.002,-3.4%,-4.9%,0.012,17.9%,-2.9%,1.6%,-1.9%,1.1%,-18.3%,2.1%,-3.0%,1.2%
Opponent,82.0,19830,3319,7213,0.46,1040,2949,0.353,2279,4264,0.534,1284,1674,0.767,906,2611,3517,2032,687,368,1205,1571,8962
Opponent/G,,241.8,40.5,88.0,0.46,12.7,36.0,0.353,27.8,52.0,0.534,15.7,20.4,0.767,11.0,31.8,42.9,24.8,8.4,4.5,14.7,19.2,109.3
Lg Rank,,6,7,10,7.0,3,7,6.0,14,17,8.0,5,6,4.0,14,6,8,5,18,11,13,7,5
Year/Year,,0.1%,3.8%,1.4%,0.011,11.0%,11.5%,-0.002,0.8%,-4.6%,0.029,-8.4%,-6.7%,-0.014,7.5%,2.2%,3.5%,1.2%,11.5%,-0.8%,3.3%,-3.6%,2.6%
