Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Anthony Edwards,23,SG,79,79,2871,9.0,20.2,0.447,4.0,10.2,0.395,5.0,10.0,0.501,0.547,5.2,6.2,0.837,0.8,4.9,5.6,4.5,1.1,0.6,3.1,1.9,27.3,"MVP-7,CPOY-3,AS,NBA2"
2,Jaden McDaniels,24,PF,82,82,2614,5.5,11.5,0.477,1.4,4.2,0.33,4.1,7.3,0.561,0.537,1.4,1.8,0.813,1.8,4.7,6.5,2.2,1.5,1.0,1.3,3.1,13.8,
3,Rudy Gobert,32,C,72,72,2388,5.1,7.7,0.669,0.0,0.0,,5.1,7.7,0.669,0.669,2.8,4.1,0.674,4.0,7.8,11.8,1.9,0.8,1.6,1.3,2.7,13.1,"DPOY-13,DEF2"
4,Julius Randle,30,PF,69,69,2226,7.4,15.2,0.485,1.7,5.1,0.344,5.6,10.1,0.555,0.542,4.4,5.4,0.806,2.3,5.5,7.9,5.2,0.8,0.3,3.2,2.8,20.8,
5,Naz Reid,25,C,80,17,2200,7.0,15.1,0.462,2.9,7.6,0.379,4.1,7.5,0.544,0.556,1.8,2.3,0.776,1.5,6.3,7.9,3.0,0.9,1.2,1.8,3.1,18.6,6MOY-5
6,Nickeil Alexander-Walker,26,SG,82,10,2073,4.7,10.7,0.438,2.4,6.4,0.381,2.2,4.3,0.524,0.553,1.6,2.0,0.78,0.9,3.7,4.6,3.9,0.9,0.6,1.7,2.4,13.4,6MOY-6
7,Mike Conley,37,PG,71,64,1756,3.8,9.6,0.4,2.6,6.4,0.41,1.2,3.2,0.38,0.535,1.7,1.8,0.9,0.7,3.1,3.7,6.5,1.6,0.3,1.5,2.3,11.9,
8,Donte DiVincenzo,28,SG,62,10,1606,5.6,13.3,0.422,3.9,9.8,0.397,1.7,3.5,0.49,0.568,1.1,1.4,0.778,0.7,4.4,5.1,5.0,1.6,0.4,2.2,2.6,16.2,
9,Jaylen Clark,23,SG,40,4,522,3.9,8.3,0.467,1.5,3.5,0.431,2.3,4.8,0.493,0.558,2.0,2.6,0.784,1.8,1.9,3.7,1.8,2.5,0.1,0.6,4.2,11.2,
10,Rob Dillingham,20,PG,49,1,516,6.5,14.7,0.441,1.7,5.2,0.338,4.7,9.6,0.496,0.5,0.6,1.0,0.533,0.8,2.7,3.5,6.8,1.4,0.1,3.7,2.6,15.3,
11,Terrence Shannon Jr.,24,SG,32,1,339,5.8,12.1,0.482,1.2,3.3,0.355,4.7,8.8,0.53,0.531,1.8,2.2,0.81,1.1,3.9,5.0,3.4,0.7,0.5,1.6,2.9,14.7,
12,Josh Minott,22,SF,46,0,276,5.7,11.7,0.489,1.8,5.6,0.326,3.9,6.1,0.638,0.567,2.2,2.5,0.895,1.6,4.6,6.1,2.3,2.0,1.6,1.4,4.4,15.5,
13,Luka Garza,26,C,39,0,219,8.5,17.3,0.495,1.6,5.9,0.278,6.9,11.3,0.609,0.543,3.9,5.8,0.686,5.1,3.8,8.9,1.8,1.0,0.5,2.0,4.8,22.7,
14,Joe Ingles,37,SF,19,1,114,1.9,7.3,0.261,0.9,4.7,0.2,0.9,2.5,0.375,0.326,0.0,0.0,,0.6,2.8,3.5,7.3,0.6,0.0,2.8,3.8,4.7,
15,PJ Dozier,28,SG,9,0,35,2.1,3.1,0.667,2.1,3.1,0.667,0.0,0.0,,1.0,1.0,6.2,0.167,1.0,4.1,5.1,5.1,1.0,0.0,1.0,3.1,7.2,
16,Leonard Miller,21,SF,13,0,32,6.8,16.9,0.4,0.0,5.6,0.0,6.8,11.3,0.6,0.4,9.0,9.0,1.0,3.4,9.0,12.4,0.0,2.3,1.1,2.3,2.3,22.5,
17,Bones Hyland,24,PG,4,0,17,4.2,6.4,0.667,2.1,4.2,0.5,2.1,2.1,1.0,0.833,0.0,0.0,,0.0,2.1,2.1,8.5,0.0,0.0,2.1,6.4,10.6,
18,Daishen Nix,22,PG,3,0,13,0.0,2.8,0.0,0.0,2.8,0.0,0.0,0.0,,0.0,2.8,5.5,0.5,0.0,11.1,11.1,8.3,0.0,0.0,11.1,2.8,2.8,
19,Tristen Newton,23,SG,3,0,8,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,0.0,,9.0,9.0,18.0,4.5,4.5,0.0,4.5,9.0,0.0,
20,Jesse Edwards,24,C,2,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,7.2,0.0,0.0,0.0,14.4,0.0,
