Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Dejounte Murray,26,74,74,2693,10.8,23.3,0.464,2.4,6.9,0.344,8.5,16.5,0.514,0.514,2.8,3.4,0.832,0.9,5.9,6.9,7.9,2.0,0.3,2.8,1.9,26.8,112,116,
2,Trae Young,24,73,73,2541,11.2,26.1,0.429,2.9,8.6,0.335,8.3,17.4,0.476,0.485,10.6,12.0,0.886,1.1,3.0,4.1,13.9,1.5,0.2,5.6,2.0,35.9,116,119,
3,John Collins,25,71,71,2130,8.0,15.8,0.508,1.6,5.4,0.292,6.5,10.5,0.619,0.557,3.2,4.0,0.803,1.7,8.6,10.3,1.9,0.9,1.6,1.8,4.9,20.8,117,115,
4,De'Andre Hunter,25,67,67,2126,8.5,18.4,0.461,2.2,6.4,0.35,6.3,12.0,0.521,0.522,3.8,4.6,0.826,1.0,5.3,6.4,2.1,0.8,0.4,1.8,4.5,23.1,112,119,
5,Onyeka Okongwu,22,80,18,1849,8.2,12.8,0.638,0.1,0.3,0.308,8.1,12.5,0.647,0.642,3.9,5.1,0.781,5.6,9.3,14.9,2.1,1.4,2.8,2.1,6.5,20.4,134,112,
6,Clint Capela,28,65,63,1730,9.6,14.8,0.653,0.0,0.0,0.0,9.6,14.7,0.654,0.653,2.2,3.6,0.603,7.1,12.6,19.8,1.6,1.2,2.2,1.5,3.8,21.5,136,112,
7,Bogdan Bogdanović,30,54,9,1508,8.6,19.3,0.447,4.6,11.4,0.406,4.0,7.9,0.506,0.566,2.0,2.4,0.831,0.7,4.5,5.2,4.7,1.4,0.6,2.1,2.7,23.9,117,118,
8,AJ Griffin,19,72,12,1401,8.4,18.1,0.465,3.4,8.8,0.39,5.0,9.3,0.536,0.56,1.4,1.6,0.894,1.3,3.9,5.2,2.5,1.4,0.4,1.4,3.0,21.7,116,119,
9,Jalen Johnson,21,70,6,1042,7.2,14.7,0.491,1.4,4.8,0.288,5.9,10.0,0.587,0.537,2.2,3.6,0.628,2.3,10.6,12.9,3.8,1.7,1.6,1.9,5.2,18.1,114,113,
10,Aaron Holiday,26,63,6,845,5.2,12.4,0.418,2.0,5.0,0.409,3.2,7.4,0.424,0.5,1.5,1.8,0.844,1.4,2.8,4.2,5.0,2.1,0.7,2.0,4.5,13.9,110,117,
11,Saddiq Bey,23,25,7,629,8.2,17.4,0.47,3.8,9.5,0.4,4.4,8.0,0.552,0.578,1.9,2.2,0.862,3.0,6.1,9.1,2.6,1.5,0.1,1.3,2.8,22.1,124,117,
12,Justin Holiday,33,28,0,411,5.6,14.5,0.384,3.5,10.1,0.345,2.1,4.4,0.474,0.504,0.0,0.0,,0.2,2.4,2.7,2.9,0.6,1.2,1.4,4.3,14.6,102,120,
13,Trent Forrest,24,23,3,277,4.3,10.3,0.417,0.0,0.3,0.0,4.3,10.0,0.431,0.417,0.3,0.5,0.667,0.9,5.5,6.4,6.5,1.2,0.3,2.6,2.9,8.9,93,118,
14,Frank Kaminsky,29,26,0,176,6.8,11.9,0.568,3.0,6.2,0.478,3.8,5.7,0.667,0.693,2.7,3.3,0.833,0.8,8.9,9.8,5.7,1.4,0.3,2.4,5.7,19.2,133,116,
15,Vit Krejci,22,29,0,165,4.3,10.7,0.405,1.4,6.1,0.238,2.9,4.6,0.625,0.473,0.3,0.6,0.5,1.7,5.8,7.5,4.9,1.4,0.3,1.4,4.9,10.4,108,118,
16,Jarrett Culver,23,10,1,137,5.9,15.0,0.395,0.3,4.2,0.083,5.6,10.8,0.516,0.407,3.1,4.5,0.692,3.5,9.7,13.2,2.1,2.1,0.7,2.4,4.9,15.3,96,113,
17,Garrison Mathews,26,9,0,84,7.4,17.6,0.419,5.7,14.2,0.4,1.7,3.4,0.5,0.581,4.0,4.5,0.875,0.6,5.7,6.2,1.7,0.6,0.6,0.6,3.4,24.4,129,119,
18,Tyrese Martin,23,16,0,66,6.5,16.6,0.391,0.7,5.1,0.143,5.8,11.6,0.5,0.413,1.4,1.4,1.0,3.6,5.1,8.7,1.4,0.7,0.0,1.4,1.4,15.2,98,120,
19,Bruno Fernando,24,8,0,41,12.8,22.1,0.579,0.0,3.5,0.0,12.8,18.6,0.688,0.579,5.8,7.0,0.833,7.0,10.5,17.4,1.2,0.0,3.5,5.8,7.0,31.4,110,114,
20,Donovan Williams,21,2,0,4,23.8,59.6,0.4,0.0,23.8,0.0,23.8,35.8,0.667,0.4,0.0,0.0,,0.0,23.8,23.8,0.0,0.0,0.0,0.0,0.0,47.7,81,111,
