Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Trae Young,24.0,6,6,230,60,149,0.403,18,54,0.333,42,95,0.442,0.463,37,43,0.86,5,17,22,61,10,4,24,11,175,0,
2.0,De'Andre Hunter,25.0,6,6,224,39,85,0.459,14,38,0.368,25,47,0.532,0.541,8,10,0.8,7,27,34,7,4,2,9,20,100,0,
3.0,Dejounte Murray,26.0,5,5,190,46,103,0.447,14,37,0.378,32,66,0.485,0.515,9,9,1.0,9,27,36,34,10,1,10,7,115,0,
4.0,John Collins,25.0,6,6,164,26,60,0.433,11,32,0.344,15,28,0.536,0.525,5,6,0.833,7,19,26,5,2,6,9,13,68,0,
5.0,Bogdan Bogdanović,30.0,6,1,157,30,54,0.556,15,33,0.455,15,21,0.714,0.694,5,7,0.714,2,16,18,15,6,5,3,16,80,0,
6.0,Clint Capela,28.0,6,6,151,23,38,0.605,0,0,,23,38,0.605,0.605,4,6,0.667,15,35,50,3,6,3,4,5,50,0,
7.0,Saddiq Bey,23.0,6,0,133,15,40,0.375,7,18,0.389,8,22,0.364,0.463,8,9,0.889,7,17,24,6,3,0,2,3,45,0,
8.0,Onyeka Okongwu,22.0,6,0,131,15,25,0.6,1,1,1.0,14,24,0.583,0.62,5,10,0.5,19,19,38,7,2,8,7,18,36,0,
9.0,Jalen Johnson,21.0,6,0,56,10,24,0.417,4,11,0.364,6,13,0.462,0.5,2,2,1.0,2,13,15,8,3,0,5,5,26,0,
10.0,Aaron Holiday,26.0,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,1,0,0,0,
,Team Totals,,6,6,1440,264,578,0.457,84,224,0.375,180,354,0.508,0.529,83,102,0.814,73,190,263,147,46,29,74,98,695,0,
