Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Dejounte Murray,26.0,74,74,2693,612,1319,0.464,133,387,0.344,479,932,0.514,0.514,158,190,0.832,53,336,389,448,112,19,160,106,1515,1,
2.0,Trae Young,24.0,73,73,2541,597,1390,0.429,154,460,0.335,443,930,0.476,0.485,566,639,0.886,56,161,217,741,80,9,300,104,1914,0,
3.0,John Collins,25.0,71,71,2130,359,707,0.508,70,240,0.292,289,467,0.619,0.557,143,178,0.803,77,385,462,85,42,73,79,220,931,0,
4.0,De'Andre Hunter,25.0,67,67,2126,379,822,0.461,100,286,0.35,279,536,0.521,0.522,171,207,0.826,46,238,284,94,35,17,82,199,1029,0,
5.0,Onyeka Okongwu,22.0,80,18,1849,317,497,0.638,4,13,0.308,313,484,0.647,0.642,153,196,0.781,217,359,576,81,56,107,81,251,791,0,
6.0,Clint Capela,28.0,65,63,1730,350,536,0.653,0,1,0.0,350,535,0.654,0.653,79,131,0.603,258,459,717,58,45,79,54,139,779,0,
7.0,Bogdan Bogdanović,30.0,54,9,1508,273,611,0.447,146,360,0.406,127,251,0.506,0.566,64,77,0.831,23,142,165,150,43,18,65,86,756,0,
8.0,AJ Griffin,19.0,72,12,1401,248,533,0.465,101,259,0.39,147,274,0.536,0.56,42,47,0.894,37,116,153,73,42,12,42,87,639,0,
9.0,Jalen Johnson,21.0,70,6,1042,158,322,0.491,30,104,0.288,128,218,0.587,0.537,49,78,0.628,51,231,282,83,38,34,41,113,395,0,
10.0,Aaron Holiday,26.0,63,6,845,92,220,0.418,36,88,0.409,56,132,0.424,0.5,27,32,0.844,25,49,74,89,37,12,36,79,247,0,
11.0,Saddiq Bey,23.0,25,7,629,108,230,0.47,50,125,0.4,58,105,0.552,0.578,25,29,0.862,39,81,120,34,20,1,17,37,291,0,
12.0,Justin Holiday,33.0,28,0,411,48,125,0.384,30,87,0.345,18,38,0.474,0.504,0,0,,2,21,23,25,5,10,12,37,126,0,
13.0,Trent Forrest,24.0,23,3,277,25,60,0.417,0,2,0.0,25,58,0.431,0.417,2,3,0.667,5,32,37,38,7,2,15,17,52,0,
14.0,Frank Kaminsky,29.0,26,0,176,25,44,0.568,11,23,0.478,14,21,0.667,0.693,10,12,0.833,3,33,36,21,5,1,9,21,71,0,
15.0,Vit Krejci,22.0,29,0,165,15,37,0.405,5,21,0.238,10,16,0.625,0.473,1,2,0.5,6,20,26,17,5,1,5,17,36,0,
16.0,Jarrett Culver,23.0,10,1,137,17,43,0.395,1,12,0.083,16,31,0.516,0.407,9,13,0.692,10,28,38,6,6,2,7,14,44,0,
17.0,Garrison Mathews,26.0,9,0,84,13,31,0.419,10,25,0.4,3,6,0.5,0.581,7,8,0.875,1,10,11,3,1,1,1,6,43,0,
18.0,Tyrese Martin,23.0,16,0,66,9,23,0.391,1,7,0.143,8,16,0.5,0.413,2,2,1.0,5,7,12,2,1,0,2,2,21,0,
19.0,Bruno Fernando,24.0,8,0,41,11,19,0.579,0,3,0.0,11,16,0.688,0.579,5,6,0.833,6,9,15,1,0,3,5,6,27,0,
20.0,Donovan Williams,21.0,2,0,4,2,5,0.4,0,2,0.0,2,3,0.667,0.4,0,0,,0,2,2,0,0,0,0,0,4,0,
,Team Totals,,82,82,19855,3658,7574,0.483,882,2505,0.352,2776,5069,0.548,0.541,1513,1850,0.818,920,2719,3639,2049,580,401,1013,1541,9711,1,
