Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Saddiq Bey,23.0,SF,6,0,133,0.375,0.364,0.389,0.463,0.889,0.512,0.225,0.45,79.0,66.0,108.0,85.0,114.0,88.0,84.0,116.0,
2.0,Bogdan Bogdanović,30.0,SG,6,1,157,0.556,0.714,0.455,0.694,0.714,0.701,0.13,0.611,117.0,130.0,126.0,127.0,91.0,121.0,49.0,158.0,
3.0,Clint Capela,28.0,C,6,6,151,0.605,0.605,,0.605,0.667,0.615,0.158,0.0,127.0,110.0,,111.0,85.0,106.0,59.0,0.0,
4.0,John Collins,25.0,PF,6,6,164,0.433,0.536,0.344,0.525,0.833,0.543,0.1,0.533,91.0,98.0,95.0,96.0,107.0,93.0,38.0,138.0,
5.0,Aaron Holiday,26.0,PG,1,0,4,,,,,,,,,,,,,,,,,
6.0,De'Andre Hunter,25.0,SF,6,6,224,0.459,0.532,0.368,0.541,0.8,0.559,0.118,0.447,97.0,97.0,102.0,99.0,102.0,96.0,44.0,115.0,
7.0,Jalen Johnson,21.0,SF,6,0,56,0.417,0.462,0.364,0.5,1.0,0.523,0.083,0.458,88.0,84.0,101.0,92.0,128.0,90.0,31.0,118.0,
8.0,Dejounte Murray,26.0,SG,5,5,190,0.447,0.485,0.378,0.515,1.0,0.538,0.087,0.359,94.0,88.0,105.0,94.0,128.0,92.0,33.0,93.0,
9.0,Onyeka Okongwu,22.0,C,6,0,131,0.6,0.583,1.0,0.62,0.5,0.612,0.4,0.04,126.0,106.0,277.0,114.0,64.0,105.0,150.0,10.0,
10.0,Trae Young,24.0,PG,6,6,230,0.403,0.442,0.333,0.463,0.86,0.521,0.289,0.362,85.0,81.0,92.0,85.0,110.0,90.0,108.0,94.0,
,Team Totals,,,6,6,1440,0.457,0.508,0.375,0.529,0.814,0.558,0.176,0.388,96.0,93.0,104.0,97.0,104.0,96.0,66.0,100.0,
