Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,RJ Barrett,22.0,SG,11,11,377,0.433,0.495,0.328,0.494,0.769,0.55,0.396,0.372,91.0,90.0,91.0,91.0,98.0,95.0,149.0,96.0,
2.0,Jalen Brunson,26.0,PG,11,11,443,0.474,0.553,0.325,0.53,0.912,0.589,0.296,0.348,100.0,101.0,90.0,97.0,117.0,101.0,111.0,90.0,
3.0,Quentin Grimes,22.0,SG,9,6,242,0.304,0.556,0.243,0.402,0.818,0.452,0.239,0.804,64.0,101.0,67.0,74.0,105.0,78.0,90.0,208.0,
4.0,Isaiah Hartenstein,24.0,C,11,0,220,0.478,0.478,,0.478,0.75,0.566,0.696,0.0,101.0,87.0,,88.0,96.0,97.0,261.0,0.0,
5.0,Josh Hart,27.0,SF,11,5,353,0.479,0.565,0.313,0.532,0.636,0.55,0.234,0.34,101.0,103.0,87.0,98.0,81.0,95.0,88.0,88.0,
6.0,DaQuan Jeffries,25.0,SG,2,0,5,,,,,,,,,,,,,,,,,
7.0,Miles McBride,22.0,PG,8,0,20,0.25,0.0,0.333,0.375,,0.375,0.0,0.75,53.0,0.0,92.0,69.0,,65.0,0.0,194.0,
8.0,Immanuel Quickley,23.0,SG,8,0,175,0.348,0.483,0.243,0.417,0.85,0.481,0.303,0.561,73.0,88.0,67.0,76.0,109.0,83.0,114.0,145.0,
9.0,Julius Randle,28.0,PF,10,10,330,0.374,0.469,0.258,0.432,0.709,0.485,0.374,0.449,79.0,86.0,71.0,79.0,91.0,83.0,140.0,116.0,
10.0,Mitchell Robinson,24.0,C,11,11,298,0.604,0.604,,0.604,0.394,0.568,0.688,0.0,127.0,110.0,,111.0,50.0,98.0,258.0,0.0,
11.0,Derrick Rose,34.0,PG,1,0,3,0.0,0.0,0.0,0.0,,0.0,0.0,0.25,0.0,0.0,0.0,0.0,,0.0,0.0,65.0,
12.0,Obi Toppin,24.0,PF,11,1,175,0.429,0.63,0.302,0.521,0.8,0.533,0.071,0.614,90.0,115.0,84.0,96.0,102.0,92.0,27.0,159.0,
,Team Totals,,,11,11,2641,0.433,0.528,0.292,0.492,0.746,0.537,0.329,0.402,91.0,96.0,81.0,90.0,95.0,92.0,124.0,104.0,
