Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
1,Jalen Brunson,26,11,11,443,12.8,27.1,0.474,3.1,9.4,0.325,9.8,17.7,0.553,0.53,7.3,8.0,0.912,1.1,5.3,6.4,7.3,2.0,0.1,2.7,3.1,36.1,125.0,110,
2,RJ Barrett,22,11,11,377,9.8,22.7,0.433,2.8,8.4,0.328,7.1,14.3,0.495,0.494,6.9,9.0,0.769,0.7,6.1,6.8,4.3,1.2,0.3,3.5,3.5,29.4,110.0,111,
3,Josh Hart,27,11,5,353,6.7,13.9,0.479,1.5,4.7,0.313,5.2,9.2,0.565,0.532,2.1,3.3,0.636,2.7,9.3,12.0,3.5,1.3,0.4,3.1,5.6,16.9,107.0,108,
4,Julius Randle,28,10,10,330,8.7,23.3,0.374,2.7,10.4,0.258,6.0,12.8,0.469,0.432,6.2,8.7,0.709,2.7,10.4,13.1,5.7,0.8,0.5,5.5,3.8,26.3,97.0,109,
5,Mitchell Robinson,24,11,11,298,5.1,8.4,0.604,0.0,0.0,,5.1,8.4,0.604,0.604,2.3,5.8,0.394,9.6,8.2,17.9,1.6,1.2,2.8,1.8,5.1,12.4,126.0,106,
6,Quentin Grimes,22,9,6,242,3.0,9.9,0.304,1.9,8.0,0.243,1.1,1.9,0.556,0.402,1.9,2.4,0.818,0.6,4.7,5.4,2.8,1.9,1.1,2.2,3.7,9.9,93.0,109,
7,Isaiah Hartenstein,24,11,0,220,2.6,5.5,0.478,0.0,0.0,,2.6,5.5,0.478,0.478,2.8,3.8,0.75,5.5,6.6,12.1,3.3,2.1,3.6,1.2,6.9,8.1,133.0,104,
8,Immanuel Quickley,23,8,0,175,6.9,19.7,0.348,2.7,11.0,0.243,4.2,8.7,0.483,0.417,5.1,6.0,0.85,0.6,3.3,3.9,2.4,1.2,0.0,2.7,3.3,21.5,99.0,113,
9,Obi Toppin,24,11,1,175,8.9,20.9,0.429,3.9,12.8,0.302,5.1,8.1,0.63,0.521,1.2,1.5,0.8,3.0,8.7,11.6,2.1,2.4,0.9,2.4,3.6,23.0,109.0,106,
10,Miles McBride,22,8,0,20,2.6,10.4,0.25,2.6,7.8,0.333,0.0,2.6,0.0,0.375,0.0,0.0,,0.0,5.2,5.2,2.6,0.0,2.6,0.0,2.6,7.8,98.0,111,
11,DaQuan Jeffries,25,2,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,0.0,,117,
12,Derrick Rose,34,1,0,3,0.0,69.6,0.0,0.0,17.4,0.0,0.0,52.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,17.4,0.0,0.0,0.0,0.0,0.0,18.0,118,
