Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Jalen Brunson,26.0,PG,11,11,443,100,0,0,0,0,3.1,17.7,12,10,9,1,27,5,150,4,6,
2.0,RJ Barrett,22.0,SG,11,11,377,0,49,51,0,0,-4.6,-17.1,11,6,9,3,30,0,74,5,13,
3.0,Josh Hart,27.0,SF,11,5,353,0,0,91,9,0,-2.7,-9.2,9,5,19,4,7,4,59,4,8,
4.0,Julius Randle,28.0,PF,10,10,330,0,0,0,97,3,1.3,2.5,16,10,5,7,23,1,91,3,7,
5.0,Mitchell Robinson,24.0,C,11,11,298,0,0,0,0,100,-0.4,-1.8,2,3,21,3,13,0,21,1,4,
6.0,Quentin Grimes,22.0,SG,9,6,242,0,96,4,0,0,5.2,9.1,4,3,8,2,5,3,33,2,2,
7.0,Isaiah Hartenstein,24.0,C,11,0,220,0,0,0,0,100,0.6,0.3,2,0,14,2,7,0,30,1,1,
8.0,Immanuel Quickley,23.0,SG,8,0,175,38,62,0,0,0,6.0,8.4,4,2,4,1,7,3,19,0,0,
9.0,Obi Toppin,24.0,PF,11,1,175,0,0,0,100,1,0.7,0.5,3,1,6,2,3,0,18,1,1,
10.0,Miles McBride,22.0,PG,8,0,20,93,8,0,0,0,-8.7,-9.3,0,0,0,0,0,1,2,0,0,
11.0,DaQuan Jeffries,25.0,SG,2,0,5,0,0,100,0,0,-48.5,-49.3,0,0,2,0,0,1,0,0,0,
12.0,Derrick Rose,34.0,PG,1,0,3,0,100,0,0,0,-95.2,-96.2,0,0,0,0,0,0,2,0,0,
,Team Totals,,,11,11,2641,20,20,20,20,20,0.3,0.6,63,40,97,25,122,18,499,21,42,
