Rk,Unnamed: 1,Salary
1,Jalen Brunson,"$27,733,332"
2,Julius Randle,"$23,760,000"
3,Evan Fournier,"$18,000,000"
4,Mitchell Robinson,"$17,045,454"
5,Derrick Rose,"$14,520,730"
6,Josh Hart,"$12,960,000"
7,RJ Barrett,"$10,900,635"
8,Isaiah Hartenstein,"$7,804,879"
9,Obi Toppin,"$5,348,280"
10,Immanuel Quickley,"$2,316,240"
11,Quentin Grimes,"$2,277,000"
12,Jericho Sims,"$1,639,842"
13,Miles McBride,"$1,563,518"
14,Isaiah Roby,"$400,000"
15,DaQuan Jeffries,"$300,000"
16,DaQuan Jeffries,"$105,522"
17,DaQuan Jeffries,"$105,522"
18,Trevor Keels,"$58,493"
19,Trevor Keels,
20,Feron Hunt,
21,DaQuan Jeffries,
22,Duane Washington,
23,Moses Brown,
24,Trevor Keels,
