Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Jalen Brunson,26,PG,11,11,443,8.9,18.7,0.474,2.1,6.5,0.325,6.7,12.2,0.553,0.53,5.0,5.5,0.912,0.7,3.7,4.4,5.0,1.4,0.1,1.9,2.1,24.9,
2,RJ Barrett,22,SG,11,11,377,6.8,15.7,0.433,1.9,5.8,0.328,4.9,9.8,0.495,0.494,4.8,6.2,0.769,0.5,4.2,4.7,3.0,0.9,0.2,2.4,2.4,20.2,
3,Josh Hart,27,SF,11,5,353,4.6,9.6,0.479,1.0,3.3,0.313,3.6,6.3,0.565,0.532,1.4,2.2,0.636,1.8,6.4,8.3,2.4,0.9,0.3,2.1,3.9,11.6,
4,Julius Randle,28,PF,10,10,330,6.0,16.0,0.374,1.9,7.2,0.258,4.1,8.8,0.469,0.432,4.3,6.0,0.709,1.9,7.2,9.1,3.9,0.5,0.3,3.8,2.6,18.1,
5,Mitchell Robinson,24,C,11,11,298,3.5,5.8,0.604,0.0,0.0,,3.5,5.8,0.604,0.604,1.6,4.0,0.394,6.6,5.7,12.3,1.1,0.8,1.9,1.2,3.5,8.6,
6,Quentin Grimes,22,SG,9,6,242,2.1,6.8,0.304,1.3,5.5,0.243,0.7,1.3,0.556,0.402,1.3,1.6,0.818,0.4,3.3,3.7,1.9,1.3,0.7,1.5,2.5,6.8,
7,Isaiah Hartenstein,24,C,11,0,220,1.8,3.8,0.478,0.0,0.0,,1.8,3.8,0.478,0.478,2.0,2.6,0.75,3.8,4.6,8.3,2.3,1.5,2.5,0.8,4.7,5.6,
8,Immanuel Quickley,23,SG,8,0,175,4.7,13.6,0.348,1.9,7.6,0.243,2.9,6.0,0.483,0.417,3.5,4.1,0.85,0.4,2.3,2.7,1.6,0.8,0.0,1.9,2.3,14.8,
9,Obi Toppin,24,PF,11,1,175,6.2,14.4,0.429,2.7,8.8,0.302,3.5,5.6,0.63,0.521,0.8,1.0,0.8,2.1,6.0,8.0,1.4,1.6,0.6,1.6,2.5,15.8,
10,Miles McBride,22,PG,8,0,20,1.8,7.2,0.25,1.8,5.4,0.333,0.0,1.8,0.0,0.375,0.0,0.0,,0.0,3.6,3.6,1.8,0.0,1.8,0.0,1.8,5.4,
11,DaQuan Jeffries,25,SG,2,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,
12,Derrick Rose,34,PG,1,0,3,0.0,48.0,0.0,0.0,12.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,
