Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Julius Randle,28,PF,77,77,2737,8.7,18.8,0.459,2.9,8.4,0.343,5.8,10.5,0.553,0.536,5.3,7.0,0.757,1.9,8.2,10.1,4.2,0.6,0.3,2.8,3.1,25.5,"CPOY-14,AS,NBA3"
2,RJ Barrett,22,SG,73,73,2475,7.4,17.1,0.434,1.8,5.7,0.31,5.7,11.4,0.495,0.485,4.2,5.7,0.74,0.9,4.5,5.4,2.9,0.5,0.2,2.4,2.6,20.8,
3,Jalen Brunson,26,PG,68,68,2379,8.9,18.1,0.491,2.0,4.9,0.416,6.9,13.2,0.519,0.547,4.9,5.9,0.829,0.6,3.0,3.6,6.4,0.9,0.2,2.1,2.3,24.7,"MVP-12,CPOY-4"
4,Immanuel Quickley,23,SG,81,21,2344,6.4,14.4,0.448,2.6,7.0,0.37,3.9,7.4,0.521,0.537,3.1,3.8,0.819,0.9,4.3,5.2,4.3,1.2,0.2,1.5,2.5,18.6,6MOY-2
5,Quentin Grimes,22,SG,71,66,2121,4.8,10.2,0.468,2.7,6.9,0.386,2.1,3.3,0.641,0.599,1.3,1.7,0.796,0.8,3.1,3.9,2.5,0.8,0.4,1.2,3.0,13.6,
6,Isaiah Hartenstein,24,C,82,8,1626,3.9,7.2,0.535,0.2,0.8,0.216,3.7,6.4,0.576,0.547,1.1,1.6,0.676,4.6,7.2,11.9,2.3,1.2,1.4,1.5,4.7,9.0,
7,Mitchell Robinson,24,C,59,58,1591,4.3,6.3,0.671,0.0,0.0,,4.3,6.3,0.671,0.671,1.3,2.8,0.484,6.0,6.5,12.6,1.2,1.3,2.5,0.9,3.6,9.8,
8,Obi Toppin,24,PF,67,5,1050,6.4,14.4,0.446,2.9,8.5,0.344,3.5,5.9,0.593,0.548,1.3,1.6,0.809,1.0,5.4,6.4,2.3,0.8,0.4,1.3,2.3,17.0,
9,Jericho Sims,24,C,52,16,812,3.7,4.7,0.776,0.0,0.0,0.0,3.7,4.7,0.783,0.776,0.5,0.7,0.75,4.4,6.3,10.7,1.1,0.7,1.2,1.2,4.3,7.9,
10,Miles McBride,22,PG,64,2,760,3.6,10.2,0.358,1.9,6.3,0.299,1.8,3.8,0.457,0.451,1.3,2.0,0.667,0.6,1.8,2.4,3.4,1.8,0.4,1.2,2.8,10.5,
11,Josh Hart,27,SF,25,1,750,4.4,7.5,0.586,1.3,2.5,0.519,3.1,5.0,0.619,0.672,2.2,2.7,0.789,2.3,6.2,8.4,4.3,1.6,0.6,1.8,3.0,12.3,
12,Evan Fournier,30,SG,27,7,459,4.4,13.0,0.337,2.7,8.9,0.307,1.6,4.1,0.404,0.443,1.4,1.6,0.857,0.3,3.5,3.8,2.8,1.3,0.2,1.7,3.6,12.9,
13,Cam Reddish,23,SF,20,8,438,5.0,11.2,0.449,1.4,4.6,0.304,3.6,6.6,0.55,0.511,2.4,2.7,0.879,0.6,2.0,2.5,1.6,1.2,0.7,1.2,2.6,13.8,
14,Derrick Rose,34,PG,27,0,338,6.5,16.9,0.384,2.0,6.7,0.302,4.5,10.2,0.438,0.443,1.2,1.3,0.917,0.9,3.4,4.3,4.9,0.7,0.5,2.3,1.9,16.2,
15,Svi Mykhailiuk,25,SF,13,0,40,5.4,10.8,0.5,5.4,9.0,0.6,0.0,1.8,0.0,0.75,2.7,4.5,0.6,0.0,6.3,6.3,0.9,0.9,0.0,1.8,0.9,18.9,
16,Ryan Arcidiacono,28,PG,11,0,26,1.4,6.9,0.2,1.4,4.2,0.333,0.0,2.8,0.0,0.3,0.0,0.0,,0.0,5.5,5.5,2.8,2.8,0.0,1.4,4.2,4.2,
17,Trevor Keels,19,SG,3,0,8,4.5,18.0,0.25,4.5,18.0,0.25,0.0,0.0,,0.375,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,13.5,
