Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Ryan Arcidiacono,28.0,PG,11,0,26,0.2,0.0,0.333,0.3,,0.3,0.0,0.6,42,0.0,92.0,55,,52,0,155,-2.5,-2.8,
2.0,RJ Barrett,22.0,SG,73,73,2475,0.434,0.495,0.31,0.485,0.74,0.531,0.333,0.332,91,90.0,86.0,89,95.0,91,125,86,-141.4,-136.6,
3.0,Jalen Brunson,26.0,PG,68,68,2379,0.491,0.519,0.416,0.547,0.829,0.597,0.328,0.269,103,95.0,115.0,100,106.0,103,123,70,4.8,43.3,"MVP-12,CPOY-4"
4.0,Evan Fournier,30.0,SG,27,7,459,0.337,0.404,0.307,0.443,0.857,0.471,0.127,0.687,71,74.0,85.0,81,110.0,81,47,177,-34.0,-38.7,
5.0,Quentin Grimes,22.0,SG,71,66,2121,0.468,0.641,0.386,0.599,0.796,0.619,0.163,0.676,99,117.0,107.0,110,102.0,107,61,174,64.5,49.0,
6.0,Isaiah Hartenstein,24.0,C,82,8,1626,0.535,0.576,0.216,0.547,0.676,0.567,0.217,0.113,113,105.0,60.0,100,86.0,97,81,29,1.4,-10.5,
7.0,Josh Hart,27.0,SF,25,1,750,0.586,0.619,0.519,0.672,0.789,0.703,0.363,0.331,123,113.0,144.0,123,101.0,121,136,85,39.8,44.3,
8.0,Trevor Keels,19.0,SG,3,0,8,0.25,,0.25,0.375,,0.375,0.0,1.0,53,,69.0,69,,65,0,258,-1.4,-1.7,
9.0,Miles McBride,22.0,PG,64,2,760,0.358,0.457,0.299,0.451,0.667,0.475,0.195,0.623,75,83.0,83.0,83,85.0,82,73,161,-40.5,-49.4,
10.0,Svi Mykhailiuk,25.0,SF,13,0,40,0.5,0.0,0.6,0.75,0.6,0.739,0.417,0.833,105,0.0,166.0,138,77.0,127,156,215,4.9,4.5,
11.0,Immanuel Quickley,23.0,SG,81,21,2344,0.448,0.521,0.37,0.537,0.819,0.578,0.265,0.485,94,95.0,103.0,99,105.0,100,99,125,-14.7,-6.0,6MOY-2
12.0,Julius Randle,28.0,PF,77,77,2737,0.459,0.553,0.343,0.536,0.757,0.581,0.371,0.444,97,101.0,95.0,98,97.0,100,139,115,-27.6,-0.3,"CPOY-14,AS,NBA3"
13.0,Cam Reddish,23.0,SF,20,8,438,0.449,0.55,0.304,0.511,0.879,0.558,0.243,0.412,94,100.0,84.0,94,112.0,96,91,106,-9.3,-7.0,
14.0,Mitchell Robinson,24.0,C,59,58,1591,0.671,0.671,,0.671,0.484,0.652,0.436,0.0,141,123.0,,123,62.0,112,164,0,70.7,47.1,
15.0,Derrick Rose,34.0,PG,27,0,338,0.384,0.438,0.302,0.443,0.917,0.463,0.075,0.396,81,80.0,84.0,81,117.0,80,28,102,-32.4,-39.0,
16.0,Jericho Sims,24.0,C,52,16,812,0.776,0.783,0.0,0.776,0.75,0.78,0.15,0.009,163,143.0,0.0,142,96.0,134,56,2,49.3,45.4,
17.0,Obi Toppin,24.0,PF,67,5,1050,0.446,0.593,0.344,0.548,0.809,0.565,0.112,0.589,94,108.0,95.0,100,103.0,97,42,152,2.1,-14.1,
,Team Totals,,,82,82,19954,0.47,0.547,0.354,0.541,0.761,0.577,0.285,0.4,99,100.0,98.0,99,97.0,99,107,103,-66.3,-72.5,
