Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Cade Cunningham,24.0,PG,23,23,824,22.5,0.568,0.311,0.366,4.2,14.2,9.3,40.3,2.0,2.3,13.5,31.6,1.9,1.2,3.1,0.179,5.2,1.0,6.2,1.7,
2.0,Duncan Robinson,31.0,SF,24,24,746,11.4,0.623,0.8,0.173,1.4,9.0,5.2,8.4,1.4,1.1,7.1,14.0,1.2,0.8,1.9,0.125,0.1,0.0,0.1,0.4,
3.0,Jalen Duren,22.0,C,23,23,666,23.4,0.691,0.0,0.619,15.3,26.2,20.9,9.0,1.4,3.4,15.7,21.9,1.9,1.2,3.1,0.221,2.2,0.2,2.3,0.7,
4.0,Ausar Thompson,23.0,SF,22,21,603,15.0,0.54,0.078,0.358,8.2,15.7,12.0,14.5,2.5,2.4,12.3,18.3,0.4,1.0,1.4,0.113,-0.6,1.6,1.0,0.5,
5.0,Ron Holland,20.0,SF,26,5,544,10.9,0.508,0.372,0.261,4.3,13.6,9.0,10.0,3.6,1.1,14.7,18.5,-0.2,1.0,0.8,0.066,-3.9,1.7,-2.1,0.0,
6.0,Isaiah Stewart,24.0,C,23,7,516,16.7,0.638,0.337,0.294,9.1,20.0,14.6,7.5,0.4,8.2,12.0,16.6,0.9,0.8,1.7,0.162,-0.1,1.2,1.2,0.4,
7.0,Javonte Green,32.0,SG,26,3,479,11.7,0.57,0.519,0.311,3.7,11.3,7.6,5.7,2.9,2.1,11.0,14.7,0.3,0.7,1.1,0.107,-2.0,1.5,-0.5,0.2,
8.0,Tobias Harris,33.0,PF,16,16,469,13.3,0.564,0.403,0.265,3.6,15.3,9.5,11.2,0.9,0.8,7.8,19.1,0.6,0.5,1.2,0.119,0.3,-0.4,-0.1,0.2,
9.0,Caris LeVert,31.0,SG,20,0,409,13.5,0.591,0.489,0.333,1.4,7.2,4.3,20.3,1.6,2.2,14.8,19.0,0.4,0.4,0.9,0.103,0.5,0.1,0.6,0.3,
10.0,Daniss Jenkins,24.0,PG,21,6,356,14.1,0.534,0.348,0.234,4.4,7.6,6.0,26.4,2.5,0.3,15.3,21.1,0.3,0.4,0.7,0.095,-1.0,-0.3,-1.2,0.1,
11.0,Paul Reed,26.0,C,19,2,220,25.5,0.683,0.159,0.244,19.4,23.7,21.6,15.2,3.3,5.8,18.1,20.6,0.5,0.5,1.1,0.231,2.8,2.2,4.9,0.4,
12.0,Jaden Ivey,23.0,SG,11,0,165,13.9,0.568,0.471,0.243,5.4,13.8,9.7,14.5,1.7,0.6,14.4,22.5,0.1,0.2,0.3,0.095,-0.5,-0.3,-0.7,0.1,
13.0,Chaz Lanier,24.0,SG,13,0,133,9.8,0.496,0.881,0.071,5.1,6.5,5.8,9.5,1.4,0.0,2.3,13.6,0.2,0.1,0.3,0.096,-0.8,-1.1,-1.9,0.0,
14.0,Bobi Klintman,22.0,SF,6,0,53,4.1,0.381,0.524,0.143,10.6,22.5,16.6,9.9,1.8,0.0,18.3,21.1,-0.2,0.1,-0.1,-0.067,-8.4,-2.1,-10.5,-0.1,
15.0,Wendell Moore Jr.,24.0,SG,3,0,43,7.7,0.5,0.167,0.0,2.6,7.6,5.1,8.4,2.2,2.3,14.3,6.7,0.0,0.1,0.1,0.068,-3.7,1.3,-2.5,0.0,
16.0,Tolu Smith,25.0,PF,2,0,22,36.2,0.767,0.0,0.875,20.4,34.5,27.6,14.5,2.2,4.5,8.3,22.5,0.1,0.1,0.2,0.41,9.9,3.4,13.3,0.1,
17.0,Marcus Sasser,25.0,PG,2,0,8,32.3,0.875,0.5,0.0,0.0,0.0,0.0,71.7,0.0,0.0,0.0,20.5,0.1,0.0,0.1,0.531,6.7,1.3,8.0,0.0,
18.0,Colby Jones,23.0,SG,1,0,7,13.1,0.333,0.667,0.0,0.0,62.0,31.5,37.8,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.118,-3.2,5.3,2.1,0.0,
19.0,Isaac Jones,25.0,PF,1,0,1,34.4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.9,0.0,0.0,0.0,0.212,-2.5,-10.1,-12.6,0.0,
,Team Totals,,,26,26,6264,,0.586,0.356,0.322,,,,,,,,,8.7,9.1,17.8,0.136,0.4,0.7,1.1,4.9,
