Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,26.0,6265,1125,2320,0.485,294,825,0.356,831,1495,0.556,559,747,0.748,350,851,1201,682,253,154,411,594,3103
Team/G,,241.0,43.3,89.2,0.485,11.3,31.7,0.356,32.0,57.5,0.556,21.5,28.7,0.748,13.5,32.7,46.2,26.2,9.7,5.9,15.8,22.8,119.3
Lg Rank,,15,6,16,6.0,28,28,17.0,2,5,11.0,5,2,28.0,4,12,3,14,4,2,23,29,8
Year/Year,,-0.2%,1.3%,-0.6%,0.009,-11.8%,-10.3%,-0.006,6.9%,5.7%,0.006,24.7%,29.0%,-0.026,18.6%,-2.0%,3.2%,-0.7%,22.4%,12.7%,6.3%,10.5%,3.3%
Opponent,26.0,6265,999,2236,0.447,343,962,0.357,656,1274,0.515,597,745,0.801,303,768,1071,605,234,134,438,604,2938
Opponent/G,,241.0,38.4,86.0,0.447,13.2,37.0,0.357,25.2,49.0,0.515,23.0,28.7,0.801,11.7,29.5,41.2,23.3,9.0,5.2,16.8,23.2,113.0
Lg Rank,,15,3,3,2.0,16,15,12.0,3,6,3.0,30,29,23.0,20,4,6,1,22,20,3,2,5
Year/Year,,-0.2%,-5.3%,-2.2%,-0.015,-3.3%,-0.7%,-0.01,-6.3%,-3.3%,-0.016,21.9%,18.1%,0.025,10.7%,-7.5%,-3.0%,-6.2%,1.4%,2.3%,11.9%,22.8%,-0.5%
