Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Cade Cunningham,24.0,PG,23,23,824,87,14,0,0,0,8.0,5.3,54,26,38,4,73,5,502,19,22,
2.0,Duncan Robinson,31.0,SF,24,24,746,0,9,75,15,0,8.1,4.8,11,4,33,2,10,10,112,4,5,
3.0,Jalen Duren,22.0,C,23,23,666,0,0,0,0,100,13.0,14.4,15,18,44,12,69,0,91,16,26,
4.0,Ausar Thompson,23.0,SF,22,21,603,2,60,36,2,0,8.9,4.9,14,13,18,1,34,5,158,9,10,
5.0,Ron Holland,20.0,SF,26,5,544,0,0,28,72,0,4.5,-3.1,10,18,27,2,27,10,101,9,13,
6.0,Isaiah Stewart,24.0,C,23,7,516,0,0,0,34,66,4.0,-3.9,8,7,29,10,18,0,63,5,8,
7.0,Javonte Green,32.0,SG,26,3,479,11,60,27,1,0,7.2,1.6,16,2,19,0,20,5,50,4,7,
8.0,Tobias Harris,33.0,PF,16,16,469,0,0,0,99,2,1.4,-7.8,6,8,28,1,24,0,92,8,12,
9.0,Caris LeVert,31.0,SG,20,0,409,9,48,37,6,0,2.4,-5.7,17,6,18,0,17,0,138,6,7,
10.0,Daniss Jenkins,24.0,PG,21,6,356,98,2,0,0,0,2.1,-5.9,16,8,15,1,8,2,157,0,13,
11.0,Paul Reed,26.0,C,19,2,220,0,0,0,3,97,1.0,-6.3,5,7,15,5,9,2,53,2,4,
12.0,Jaden Ivey,23.0,SG,11,0,165,30,70,0,0,0,10.8,5.2,5,6,9,1,9,1,43,3,3,
13.0,Chaz Lanier,24.0,SG,13,0,133,26,65,9,0,0,-5.5,-13.2,1,0,0,0,1,0,23,0,0,
14.0,Bobi Klintman,22.0,SF,6,0,53,0,0,0,98,2,-6.3,-13.1,4,1,5,0,1,1,8,1,2,
15.0,Wendell Moore Jr.,24.0,SG,3,0,43,2,34,53,12,0,36.4,31.2,1,0,0,0,0,1,8,0,1,
16.0,Tolu Smith,25.0,PF,2,0,22,0,0,0,0,100,0.4,-5.9,0,1,1,0,4,0,6,1,1,
17.0,Marcus Sasser,25.0,PG,2,0,8,100,0,0,0,0,-84.2,-91.1,0,0,3,0,0,0,6,0,0,
18.0,Colby Jones,23.0,SG,1,0,7,0,0,100,0,0,89.5,83.8,0,0,1,0,0,0,4,0,0,
19.0,Isaac Jones,25.0,PF,1,0,1,0,0,0,100,0,-183.3,-189.7,0,0,0,0,0,0,0,0,0,
,Team Totals,,,26,26,6264,20,20,20,20,20,6.3,1.2,183,125,303,39,324,42,1615,87,134,
