Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 25_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
1.0,Cade Cunningham,24.0,PG,23,23,824,0.457,0.515,0.327,0.507,0.832,0.568,0.366,0.311,97,94,91.0,93,106.0,97,131,75,-35.3,-16.2,
2.0,Jalen Duren,22.0,C,23,23,666,0.648,0.648,,0.648,0.747,0.691,0.619,0.0,138,118,,119,95.0,119,222,0,48.9,64.9,
3.0,Javonte Green,32.0,SG,26,3,479,0.437,0.538,0.343,0.526,0.786,0.57,0.311,0.519,93,98,95.0,97,100.0,98,112,125,-5.1,-3.9,
4.0,Tobias Harris,33.0,PF,16,16,469,0.448,0.509,0.356,0.519,0.833,0.564,0.265,0.403,95,93,99.0,95,106.0,97,95,97,-9.2,-7.7,
5.0,Ron Holland,20.0,SF,26,5,544,0.41,0.492,0.271,0.46,0.816,0.508,0.261,0.372,87,90,75.0,84,104.0,87,94,90,-31.8,-31.3,
6.0,Jaden Ivey,23.0,SG,11,0,165,0.443,0.541,0.333,0.521,0.882,0.568,0.243,0.471,94,99,93.0,96,112.0,97,87,114,-3.3,-2.3,
7.0,Daniss Jenkins,24.0,PG,21,6,356,0.44,0.489,0.347,0.5,0.758,0.534,0.234,0.348,94,89,96.0,92,96.0,92,84,84,-12.6,-15.3,
8.0,Colby Jones,23.0,SG,1,0,7,0.333,1.0,0.0,0.333,,0.333,0.0,0.667,71,182,0.0,61,,57,0,161,-1.3,-1.5,
9.0,Isaac Jones,25.0,PF,1,0,1,0.5,1.0,0.0,0.5,,0.5,0.0,0.5,106,182,0.0,92,,86,0,121,-0.2,-0.3,
10.0,Bobi Klintman,22.0,SF,6,0,53,0.333,0.4,0.273,0.405,0.0,0.381,0.143,0.524,71,73,76.0,74,0.0,65,51,126,-5.9,-9.0,
11.0,Chaz Lanier,24.0,SG,13,0,133,0.333,0.4,0.324,0.476,1.0,0.496,0.071,0.881,71,73,90.0,87,127.0,85,26,213,-5.8,-7.5,
12.0,Caris LeVert,31.0,SG,20,0,409,0.468,0.514,0.42,0.571,0.638,0.591,0.333,0.489,100,94,117.0,105,81.0,101,120,118,7.4,2.5,
13.0,Wendell Moore Jr.,24.0,SG,3,0,43,0.5,0.6,0.0,0.5,,0.5,0.0,0.167,106,109,0.0,92,,86,0,40,-0.5,-1.0,
14.0,Paul Reed,26.0,C,19,2,220,0.646,0.681,0.462,0.683,0.6,0.683,0.244,0.159,137,124,128.0,125,76.0,117,88,38,22.7,18.1,
15.0,Duncan Robinson,31.0,SF,24,24,746,0.441,0.591,0.403,0.602,0.789,0.623,0.173,0.8,94,108,112.0,111,100.0,107,62,193,25.3,19.0,
16.0,Marcus Sasser,25.0,PG,2,0,8,0.75,1.0,0.5,0.875,,0.875,0.0,0.5,160,182,139.0,161,,150,0,121,2.6,2.3,
17.0,Tolu Smith,25.0,PF,2,0,22,0.75,0.75,,0.75,0.714,0.767,0.875,0.0,160,137,,138,91.0,132,315,0,3.3,4.1,
18.0,Isaiah Stewart,24.0,C,23,7,516,0.546,0.62,0.4,0.613,0.729,0.638,0.294,0.337,116,113,111.0,113,93.0,109,106,81,22.4,20.3,
19.0,Ausar Thompson,23.0,SF,22,21,603,0.52,0.537,0.313,0.532,0.521,0.54,0.358,0.078,111,98,87.0,98,66.0,93,129,19,-5.2,-20.3,
,Team Totals,,,26,26,6264,0.485,0.556,0.356,0.548,0.748,0.586,0.322,0.356,103,101,99.0,101,95.0,100,116,86,16.4,14.9,
