Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Advanced,Advanced,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 21_level_0,Unnamed: 22_level_0
Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance
Team,21,5,18,8,6.35,-1.12,5.23,118.1,111.8,100.6,0.322,0.356,0.548,13.4,31.3,0.241,0.523,14.6,73.7,0.267,Little Caesars Arena,271061
Lg Rank,2,29,4,5,5.0,27.0,7.0,9.0,2.0,12.0,3.0,27.0,12.0,18.0,2.0,6.0,3.0,3.0,14.0,30.0,,7
