Rk,Unnamed: 1,Salary
1,Darius Garland,"$36,725,670"
2,Donovan Mitchell,"$35,410,310"
3,De'Andre Hunter,"$21,696,429"
4,Jarrett Allen,"$20,000,000"
5,Max Strus,"$15,212,068"
6,Evan Mobley,"$11,227,657"
7,Isaac Okoro,"$10,185,186"
8,Dean Wade,"$6,166,667"
9,Jaylon Tyson,"$3,326,160"
10,Ty Jerome,"$2,560,975"
11,Sam Merrill,"$2,164,993"
12,Tristan Thompson,"$2,087,519"
13,Craig Porter,"$1,891,857"
14,Javonte Green,"$599,862"
15,Ricky Rubio,"$424,672"
16,Chuma Okeke,"$115,743"
17,Nae'Qwan Tomlin,"$66,503"
18,Luke Travers,
19,Emoni Bates,
20,Nae'Qwan Tomlin,
