Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
1.0,Donovan Mitchell,28.0,SG,9,9,288,69,31,0,0,0,6.7,-15.2,9,5,7,2,39,0,89,13,14,
2.0,Jarrett Allen,26.0,C,9,9,261,0,0,0,0,100,13.0,3.0,9,4,8,1,14,0,31,1,6,
3.0,Evan Mobley,23.0,PF,8,8,257,0,0,0,54,46,1.9,-23.9,3,4,6,1,12,0,30,3,3,
4.0,Max Strus,28.0,SF,9,9,253,0,8,80,12,0,10.2,-3.9,3,2,11,2,2,6,85,0,6,
5.0,Ty Jerome,27.0,SG,9,1,191,9,57,34,0,0,18.0,11.1,5,4,10,0,9,0,80,3,10,
6.0,De'Andre Hunter,27.0,SF,8,0,185,0,0,47,53,0,14.7,5.2,1,4,4,1,10,2,16,2,2,
7.0,Sam Merrill,28.0,SG,8,3,159,16,82,2,0,0,16.5,7.4,1,0,10,0,1,2,35,0,1,
8.0,Darius Garland,25.0,PG,5,5,148,100,0,0,0,0,-6.0,-26.7,9,3,5,2,10,3,64,0,1,
9.0,Dean Wade,28.0,PF,9,1,142,0,0,3,80,17,7.8,-6.0,0,0,4,2,0,0,14,0,0,
10.0,Isaac Okoro,24.0,SG,9,0,128,0,44,40,16,0,19.6,11.1,1,0,5,2,2,0,11,0,2,
11.0,Javonte Green,31.0,SG,6,0,39,14,66,20,0,0,23.2,12.7,1,1,1,0,2,0,6,0,2,
12.0,Craig Porter Jr.,24.0,PG,6,0,35,100,0,0,0,0,34.9,25.2,1,1,2,0,0,0,24,0,0,
13.0,Jaylon Tyson,22.0,SG,4,0,31,0,0,42,58,0,44.3,34.9,1,0,1,0,3,0,15,0,1,
14.0,Tristan Thompson,33.0,C,3,0,29,0,0,0,0,100,45.8,36.4,0,0,0,2,1,0,3,1,0,
15.0,Chuma Okeke,26.0,PF,3,0,13,0,0,0,100,0,47.1,36.3,0,0,0,0,0,0,3,0,0,
,Team Totals,,,9,9,2159,20,20,20,20,20,11.8,-2.7,44,28,74,15,105,13,506,23,48,
