Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0
Rk,Player,Age,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Awards
1.0,Jarrett Allen,26.0,C,9,9,261,0.721,0.721,,0.721,0.943,0.792,0.574,0.0,154,132.0,,133,121.0,137,236,0,
2.0,Darius Garland,25.0,PG,5,5,148,0.42,0.559,0.286,0.493,0.917,0.566,0.348,0.507,90,103.0,79.0,91,118.0,98,143,120,
3.0,Javonte Green,31.0,SG,6,0,39,0.4,0.6,0.2,0.45,1.0,0.593,0.6,0.5,86,110.0,56.0,83,128.0,103,247,119,
4.0,De'Andre Hunter,27.0,SF,8,0,185,0.429,0.405,0.462,0.524,0.846,0.591,0.413,0.413,92,74.0,128.0,96,109.0,103,170,98,
5.0,Ty Jerome,27.0,SG,9,1,191,0.402,0.411,0.389,0.478,0.85,0.521,0.217,0.391,86,75.0,108.0,88,109.0,90,90,93,
6.0,Sam Merrill,28.0,SG,8,3,159,0.375,1.0,0.359,0.55,0.667,0.557,0.075,0.975,80,183.0,100.0,101,85.0,97,31,232,
7.0,Donovan Mitchell,28.0,SG,9,9,288,0.443,0.527,0.333,0.515,0.742,0.57,0.459,0.433,95,97.0,93.0,95,95.0,99,189,103,
8.0,Evan Mobley,23.0,PF,8,8,257,0.586,0.661,0.452,0.667,0.84,0.699,0.287,0.356,125,121.0,125.0,123,108.0,121,118,85,
9.0,Chuma Okeke,26.0,PF,3,0,13,0.25,,0.25,0.375,,0.375,0.0,1.0,54,,69.0,69,,65,0,237,
10.0,Isaac Okoro,24.0,SG,9,0,128,0.5,0.643,0.375,0.6,0.625,0.612,0.267,0.533,107,118.0,104.0,110,80.0,106,110,127,
11.0,Craig Porter Jr.,24.0,PG,6,0,35,0.5,0.667,0.0,0.5,,0.5,0.0,0.25,107,122.0,0.0,92,,87,0,59,
12.0,Max Strus,28.0,SF,9,9,253,0.416,0.5,0.388,0.562,0.833,0.573,0.067,0.753,89,92.0,108.0,103,107.0,99,28,179,
13.0,Tristan Thompson,33.0,C,3,0,29,0.5,0.5,,0.5,0.333,0.478,0.5,0.0,107,92.0,,92,43.0,83,206,0,
14.0,Jaylon Tyson,22.0,SG,4,0,31,0.467,0.333,0.556,0.633,0.833,0.68,0.4,0.6,100,61.0,154.0,117,107.0,118,165,142,
15.0,Dean Wade,28.0,PF,9,1,142,0.333,0.75,0.214,0.417,,0.417,0.0,0.778,71,138.0,59.0,77,,72,0,185,
,Team Totals,,,9,9,2159,0.466,0.556,0.363,0.551,0.817,0.597,0.318,0.467,100,102.0,101.0,101,105.0,104,131,111,
