Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
1.0,Trae Young,26.0,76,76,2739,566,1376,0.411,218,642,0.34,348,734,0.474,0.491,491,561,0.875,36,200,236,880,91,12,355,145,1841,0,"CPOY-4,AS"
2.0,Dyson Daniels,21.0,76,76,2571,455,923,0.493,80,235,0.34,375,688,0.545,0.536,83,140,0.593,124,325,449,333,229,55,155,175,1073,0,"DPOY-2,MIP-1,DEF1"
3.0,Onyeka Okongwu,24.0,74,40,2064,388,684,0.567,48,148,0.324,340,536,0.634,0.602,164,216,0.759,220,440,660,168,69,68,90,193,988,0,
4.0,Zaccharie Risacher,19.0,75,73,1843,357,779,0.458,122,344,0.355,235,435,0.54,0.537,106,149,0.711,86,182,268,92,52,37,92,149,942,0,ROY-2
5.0,Jalen Johnson,23.0,36,36,1284,271,542,0.5,44,141,0.312,227,401,0.566,0.541,94,126,0.746,62,297,359,181,56,36,106,67,680,1,
6.0,Clint Capela,30.0,55,41,1176,218,390,0.559,0,1,0.0,218,389,0.56,0.559,52,97,0.536,174,295,469,62,34,53,47,106,488,0,
7.0,Vit Krejci,24.0,57,16,1153,145,292,0.497,90,206,0.437,55,86,0.64,0.651,32,45,0.711,22,134,156,147,36,26,50,105,412,0,
8.0,De'Andre Hunter,27.0,37,4,1064,227,492,0.461,97,247,0.393,130,245,0.531,0.56,151,176,0.858,27,118,145,57,31,5,59,88,702,0,6MOY-4
9.0,Garrison Mathews,28.0,47,2,830,102,257,0.397,85,218,0.39,17,39,0.436,0.562,64,78,0.821,13,74,87,60,26,15,31,81,353,0,
10.0,Caris LeVert,30.0,26,0,692,145,301,0.482,46,136,0.338,99,165,0.6,0.558,52,72,0.722,19,77,96,75,24,14,25,51,388,0,
11.0,Terance Mann,28.0,30,1,682,118,218,0.541,34,88,0.386,84,130,0.646,0.619,24,36,0.667,36,56,92,62,19,4,22,60,294,0,
12.0,Georges Niang,31.0,28,2,644,120,272,0.441,76,184,0.413,44,88,0.5,0.581,23,29,0.793,13,70,83,44,11,7,34,72,339,0,
13.0,Bogdan Bogdanović,32.0,24,0,598,83,224,0.371,44,146,0.301,39,78,0.5,0.469,30,34,0.882,12,54,66,49,20,6,37,57,240,0,
14.0,Mouhamed Gueye,22.0,33,28,533,72,171,0.421,21,81,0.259,51,90,0.567,0.482,32,42,0.762,44,95,139,27,28,33,15,55,197,0,
15.0,Keaton Wallace,25.0,31,5,501,65,162,0.401,27,82,0.329,38,80,0.475,0.485,11,11,1.0,7,43,50,81,28,9,33,39,168,1,
16.0,Larry Nance Jr.,32.0,24,3,463,80,155,0.516,34,76,0.447,46,79,0.582,0.626,9,13,0.692,23,80,103,38,20,13,16,37,203,0,
17.0,Dominick Barlow,21.0,35,4,375,60,113,0.531,7,27,0.259,53,86,0.616,0.562,21,33,0.636,35,50,85,19,9,16,5,47,148,0,
18.0,David Roddy,23.0,27,3,346,44,93,0.473,16,43,0.372,28,50,0.56,0.559,18,22,0.818,11,59,70,30,12,8,20,18,122,0,
19.0,Kobe Bufkin,21.0,10,0,124,18,47,0.383,4,19,0.211,14,28,0.5,0.426,13,18,0.722,5,16,21,17,3,2,8,9,53,0,
20.0,Daeqwon Plowden,26.0,6,0,72,16,25,0.64,9,17,0.529,7,8,0.875,0.82,2,2,1.0,4,7,11,2,0,0,4,10,43,0,
21.0,Jacob Toppin,24.0,1,0,27,6,12,0.5,5,8,0.625,1,4,0.25,0.708,0,0,,1,3,4,2,0,0,1,0,17,0,
,Team Totals,,82,82,19781,3556,7528,0.472,1107,3089,0.358,2449,4439,0.552,0.546,1472,1900,0.775,974,2675,3649,2426,798,419,1205,1564,9691,2,
