Rk,Unnamed: 1,Salary
1,Trae Young,"$43,031,940"
2,Clint Capela,"$22,265,280"
3,Caris LeVert,"$16,615,384"
4,Onyeka Okongwu,"$14,000,000"
5,Zaccharie Risacher,"$12,569,040"
6,Terance Mann,"$11,423,077"
7,Larry Nance,"$11,205,000"
8,Georges Niang,"$8,500,000"
9,Dyson Daniels,"$6,059,520"
10,Jalen Johnson,"$4,510,905"
11,Kobe Bufkin,"$4,299,000"
12,Bones Hyland,"$4,158,439"
13,David Roddy,"$2,847,240"
14,Garrison Mathews,"$2,230,253"
15,Vit Krejci,"$2,162,606"
16,Mouhamed Gueye,"$1,891,857"
17,Dominick Barlow,"$491,887"
18,Kevon Harris,"$119,972"
19,Seth Lundy,
20,Keaton Wallace,
21,Dominick Barlow,
22,Daeqwon Plowden,
23,Jacob Toppin,
